<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
3/24/2022,IHSG,6986.183,7049.685,6977.834,7049.685,281574932
3/24/2022,AALI,12550,12700,12400,12475,1638800
3/24/2022,ABBA,308,308,298,300,16947600
3/24/2022,ABDA,6750,6750,6400,6400,200
3/24/2022,ABMM,1645,1680,1645,1670,1158300
3/24/2022,ACES,990,1010,985,995,64482000
3/24/2022,ACST,197,204,194,197,18203200
3/24/2022,ADCP,94,100,92,94,122573200
3/24/2022,ADES,3690,3690,3620,3630,78300
3/24/2022,ADHI,730,745,715,740,14495000
3/24/2022,ADMF,8350,8425,8350,8400,272500
3/24/2022,ADMG,183,184,181,181,188000
3/24/2022,ADMR,1975,2020,1915,1955,185183100
3/24/2022,ADRO,2840,2900,2810,2880,109233400
3/24/2022,AGAR,372,372,356,372,11700
3/24/2022,AGII,1435,1445,1425,1430,1545700
3/24/2022,AGRO,1330,1360,1330,1330,14716800
3/24/2022,AGRS,140,142,139,139,3772600
3/24/2022,AHAP,69,72,68,70,3417300
3/24/2022,AIMS,288,300,270,278,120700
3/24/2022,AISA,179,183,178,178,5640600
3/24/2022,AKKU,50,50,50,50,2886600
3/24/2022,AKPI,915,935,905,935,8200
3/24/2022,AKRA,890,890,875,880,61951100
3/24/2022,AKSI,480,480,478,480,79800
3/24/2022,ALDO,1095,1115,1065,1065,2639100
3/24/2022,ALDO-W,238,238,228,228,11300
3/24/2022,ALKA,334,336,308,308,353900
3/24/2022,ALMI,288,296,276,278,3900
3/24/2022,ALTO,230,230,220,230,120200
3/24/2022,AMAG,380,382,376,380,128800
3/24/2022,AMAN,540,540,535,540,601300
3/24/2022,AMAR,412,432,410,424,91430400
3/24/2022,AMFG,5000,5050,5000,5025,85100
3/24/2022,AMIN,166,168,164,165,258600
3/24/2022,AMOR,1640,1680,1640,1640,7000
3/24/2022,AMRT,1400,1430,1375,1420,41842300
3/24/2022,ANDI,50,50,50,50,1378400
3/24/2022,ANJT,1070,1070,1045,1055,1390800
3/24/2022,ANTM,2600,2650,2540,2640,269047800
3/24/2022,APEX,850,970,805,805,1397100
3/24/2022,APIC,1075,1090,1070,1090,10966700
3/24/2022,APII,184,192,182,183,795600
3/24/2022,APLI,206,206,190,192,5100
3/24/2022,APLN,118,124,116,120,46022800
3/24/2022,ARCI,480,486,470,474,8842700
3/24/2022,ARGO,1425,1475,1425,1475,700
3/24/2022,ARII,244,244,240,244,44400
3/24/2022,ARKA,50,50,50,50,2352700
3/24/2022,ARMY,50,50,50,50,0
3/24/2022,ARNA,900,900,880,895,864100
3/24/2022,ARTA,1800,1840,1800,1840,7300
3/24/2022,ARTI,50,50,50,50,0
3/24/2022,ARTO,14500,14875,14425,14825,20189500
3/24/2022,ASBI,292,292,288,288,200
3/24/2022,ASDM,1000,1000,980,995,5300
3/24/2022,ASGR,810,825,800,810,331900
3/24/2022,ASII,6425,6575,6425,6575,37635100
3/24/2022,ASJT,129,131,129,129,15000
3/24/2022,ASLC,276,278,268,270,22566800
3/24/2022,ASMI,176,176,172,173,124200
3/24/2022,ASPI,70,71,67,68,865900
3/24/2022,ASPI-W,14,14,12,13,1503500
3/24/2022,ASRI,165,174,161,170,115920100
3/24/2022,ASRM,1560,1560,1560,1560,1900
