<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
12/28/2021,IHSG,6588.134,6615.946,6586.52,6598.343,251652474
12/28/2021,AALI,9650,9700,9575,9600,947200
12/28/2021,ABBA,414,416,386,386,28097800
12/28/2021,ABDA,6125,6125,5725,5725,200
12/28/2021,ABMM,1445,1490,1445,1480,4348000
12/28/2021,ACES,1300,1300,1275,1280,2798200
12/28/2021,ACST,216,224,214,214,11719200
12/28/2021,ADES,3300,3340,3290,3300,82100
12/28/2021,ADHI,965,975,910,920,27526200
12/28/2021,ADMF,7575,7700,7575,7675,59600
12/28/2021,ADMG,206,220,202,212,4424900
12/28/2021,ADRO,2180,2310,2180,2300,295605000
12/28/2021,AGAR,358,390,358,366,30700
12/28/2021,AGII,1620,1670,1600,1660,14245600
12/28/2021,AGRO,1970,1985,1920,1920,27551400
12/28/2021,AGRS,167,183,166,173,158631100
12/28/2021,AHAP,70,77,70,74,8057100
12/28/2021,AIMS,396,422,394,394,85800
12/28/2021,AISA,202,206,189,196,12235100
12/28/2021,AKKU,50,50,50,50,267300
12/28/2021,AKPI,1050,1120,1015,1075,144800
12/28/2021,AKRA,4100,4130,4080,4120,5587400
12/28/2021,AKSI,1060,1150,1020,1020,312000
12/28/2021,ALDO,1095,1100,1020,1060,8149800
12/28/2021,ALDO-W,254,254,222,230,260500
12/28/2021,ALKA,308,308,268,268,114900
12/28/2021,ALMI,308,330,298,300,69800
12/28/2021,ALTO,244,270,232,268,99300
12/28/2021,AMAG,338,346,334,334,313300
12/28/2021,AMAN,530,530,525,525,557600
12/28/2021,AMAR,410,505,410,446,183817300
12/28/2021,AMFG,4370,4700,4370,4400,739800
12/28/2021,AMIN,200,204,197,204,85300
12/28/2021,AMOR,1770,1810,1770,1770,1217400
12/28/2021,AMRT,1210,1245,1205,1220,11248200
12/28/2021,ANDI,50,50,50,50,252200
12/28/2021,ANJT,985,990,955,990,30500
12/28/2021,ANTM,2310,2320,2260,2260,29787500
12/28/2021,APEX,790,790,730,730,294600
12/28/2021,APIC,1125,1145,1120,1135,11875400
12/28/2021,APII,224,236,222,226,2360900
12/28/2021,APLI,200,200,200,200,700
12/28/2021,APLN,124,127,124,125,4142500
12/28/2021,ARCI,550,550,535,545,31361700
12/28/2021,ARGO,1600,1690,1600,1665,10800
12/28/2021,ARII,248,250,248,250,28600
12/28/2021,ARKA,67,69,62,62,80841100
12/28/2021,ARMY,50,50,50,50,0
12/28/2021,ARNA,800,810,785,800,1265400
12/28/2021,ARTA,2060,2060,2000,2000,21000
12/28/2021,ARTI,50,50,50,50,0
12/28/2021,ARTO,16825,17275,16725,17125,28623200
12/28/2021,ASBI,302,304,290,304,6800
12/28/2021,ASDM,960,960,960,960,200
12/28/2021,ASGR,810,815,800,805,38300
12/28/2021,ASII,5675,5750,5650,5725,21833300
12/28/2021,ASJT,139,140,136,139,195000
12/28/2021,ASMI,270,278,270,274,114900
12/28/2021,ASPI,72,78,72,75,2266000
12/28/2021,ASPI-W,19,20,19,20,530300
12/28/2021,ASRI,165,166,163,165,8036500
12/28/2021,ASRM,1600,1635,1600,1635,700
12/28/2021,ASSA,3220,3460,3200,3400,8355400
12/28/2021,ATAP,163,216,157,179,155401100
12/28/2021,ATIC,720,730,680,680,555800
12/28/2021,AUTO,1160,1165,1150,1150,1234400
12/28/2021,AVIA,930,940,920,930,64104700
12/28/2021,AYLS,334,346,316,322,91936800
12/28/2021,BABP,190,199,190,192,155534200
12/28/2021,BABP-W3,75,100,75,94,67300
12/28/2021,BABP-W4,154,157,135,143,76000
12/28/2021,BACA,276,284,276,280,21686600
12/28/2021,BACA-W2,10,10,10,10,0
12/28/2021,BAJA,340,344,336,336,401900
12/28/2021,BALI,805,830,805,830,983000
12/28/2021,BANK,2410,2410,2370,2380,35678200
12/28/2021,BANK-W,2250,2250,2250,2250,2000
12/28/2021,BAPA,74,77,71,72,25735200
12/28/2021,BAPI,50,50,50,50,528800
12/28/2021,BAPI-W,6,7,6,6,6579300
12/28/2021,BATA,498,498,482,496,41700
12/28/2021,BAYU,1110,1130,1110,1130,13700
12/28/2021,BBCA,7375,7400,7325,7350,39343800
12/28/2021,BBHI,6925,7350,6925,7075,3077900
12/28/2021,BBKP,286,296,280,282,246611500
12/28/2021,BBLD,398,398,394,394,10300
12/28/2021,BBMD,1980,1980,1950,1980,129700
12/28/2021,BBNI,6750,6775,6700,6700,14716300
12/28/2021,BBRI,4090,4110,4070,4090,52952500
12/28/2021,BBRM,50,50,50,50,39900
12/28/2021,BBSI,4300,4340,4280,4320,31000
12/28/2021,BBSS,53,54,52,52,3959400
12/28/2021,BBTN,1710,1760,1700,1755,25145300
12/28/2021,BBYB,2750,2770,2670,2740,49402700
12/28/2021,BCAP,68,70,63,65,33193200
12/28/2021,BCIC,226,228,210,210,13731000
12/28/2021,BCIP,105,105,95,95,113084600
12/28/2021,BDMN,2400,2510,2390,2420,7203100
12/28/2021,BEBS,5275,5400,5225,5300,21449200
12/28/2021,BEEF,77,81,77,78,5662100
12/28/2021,BEKS,63,64,60,61,125301500
12/28/2021,BELL,154,158,152,154,383500
12/28/2021,BESS,955,1000,895,975,525800
12/28/2021,BESS-W,805,925,760,805,44100
12/28/2021,BEST,114,115,111,112,15772000
12/28/2021,BFIN,1100,1185,1100,1160,62714100
12/28/2021,BGTG,282,294,264,264,228811800
12/28/2021,BHAT,990,995,985,995,1178700
12/28/2021,BHIT,57,58,56,57,66732400
12/28/2021,BIKA,256,256,250,254,15400
12/28/2021,BIMA,232,238,212,212,63022900
12/28/2021,BINA,3960,3960,3800,3860,1785900
12/28/2021,BINO,142,145,140,143,29272900
12/28/2021,BINO-W,20,20,18,19,12289300
12/28/2021,BIPI,50,51,50,50,1174154300
12/28/2021,BIPI-W,14,15,14,14,3213400
12/28/2021,BIPP,56,57,55,55,2618200
12/28/2021,BIRD,1365,1410,1360,1360,2554300
12/28/2021,BISI,995,1000,990,995,63000
12/28/2021,BJBR,1350,1350,1330,1345,2252400
12/28/2021,BJTM,750,750,740,745,3561900
12/28/2021,BKDP,75,77,72,74,3518600
12/28/2021,BKSL,59,62,58,58,68998200
12/28/2021,BKSW,208,216,198,204,53516200
12/28/2021,BLTA,50,50,50,50,28500
12/28/2021,BLTZ,3370,3370,3370,3370,0
12/28/2021,BLUE,370,370,346,346,819600
12/28/2021,BMAS,2080,2200,1930,1940,1235600
12/28/2021,BMHS,830,835,815,820,12216200
12/28/2021,BMRI,7050,7050,6975,7050,19917700
12/28/2021,BMSR,282,300,278,294,1582000
12/28/2021,BMTR,266,266,262,264,16844500
12/28/2021,BNBA,3550,3670,3310,3310,15192900
12/28/2021,BNBR,50,50,50,50,232800
12/28/2021,BNGA,980,980,970,975,2797400
12/28/2021,BNII,334,340,332,332,5159800
12/28/2021,BNLI,1600,1640,1580,1600,138200
12/28/2021,BOBA,244,246,238,238,541500
12/28/2021,BOGA,1380,1390,1355,1380,48063600
12/28/2021,BOLA,630,640,610,610,12094500
12/28/2021,BOLT,860,860,800,850,304700
12/28/2021,BOSS,73,83,72,78,170764700
