<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
4/19/2022,IHSG,7283.417,7297.394,7199.232,7199.232,232947540
4/19/2022,AALI,13200,13200,12550,12625,2504800
4/19/2022,ABBA,240,244,232,232,7026700
4/19/2022,ABDA,5975,5975,5975,5975,0
4/19/2022,ABMM,2400,2450,2290,2440,6588500
4/19/2022,ACES,1145,1150,1070,1075,98108800
4/19/2022,ACST,182,183,176,177,12873300
4/19/2022,ADCP,80,81,76,76,38583200
4/19/2022,ADES,3710,3720,3690,3700,42100
4/19/2022,ADHI,705,710,700,705,4576100
4/19/2022,ADMF,7975,8000,7925,7950,167700
4/19/2022,ADMG,183,184,182,182,243300
4/19/2022,ADMR,2970,3030,2930,2990,117541600
4/19/2022,ADRO,3290,3330,3250,3270,95535700
4/19/2022,AGAR,320,330,318,318,13200
4/19/2022,AGII,2280,2370,2220,2290,15920700
4/19/2022,AGRO,1025,1035,1005,1010,17985600
4/19/2022,AGRS,129,131,127,129,7993500
4/19/2022,AHAP,64,66,62,64,9496300
4/19/2022,AIMS,282,282,272,276,45500
4/19/2022,AISA,173,176,172,173,2250300
4/19/2022,AKKU,50,50,50,50,7474000
4/19/2022,AKPI,950,970,920,950,79600
4/19/2022,AKRA,950,955,940,950,40073200
4/19/2022,AKSI,416,420,388,388,4562800
4/19/2022,ALDO,1085,1090,1030,1030,4491500
4/19/2022,ALDO-W,156,156,154,156,7700
4/19/2022,ALKA,286,310,286,294,14400
4/19/2022,ALMI,278,280,264,280,5300
4/19/2022,ALTO,210,210,210,210,300
4/19/2022,AMAG,390,390,384,388,71200
4/19/2022,AMAN,525,525,520,520,229000
4/19/2022,AMAR,396,396,376,384,18890300
4/19/2022,AMFG,6100,6100,6000,6000,129400
4/19/2022,AMIN,155,159,154,155,117600
4/19/2022,AMOR,1530,1560,1530,1560,14000
4/19/2022,AMRT,1705,1715,1690,1690,74806000
4/19/2022,ANDI,50,50,50,50,115900
4/19/2022,ANJT,1040,1045,1030,1040,912000
4/19/2022,ANTM,2910,2940,2830,2850,190460400
4/19/2022,APEX,498,505,494,498,362400
4/19/2022,APIC,1100,1120,1100,1105,10414600
4/19/2022,APII,186,188,183,185,1216300
4/19/2022,APLI,198,198,198,198,0
4/19/2022,APLN,114,115,112,112,3342100
4/19/2022,ARCI,472,490,472,480,54082200
4/19/2022,ARGO,1350,1350,1260,1305,400
4/19/2022,ARII,248,248,240,246,121500
4/19/2022,ARKA,50,50,50,50,4211600
4/19/2022,ARMY,50,50,50,50,0
4/19/2022,ARNA,960,1010,955,1005,12399100
4/19/2022,ARTA,1780,1790,1780,1790,2300
4/19/2022,ARTI,50,50,50,50,0
4/19/2022,ARTO,12825,12950,12550,12575,9511400
4/19/2022,ASBI,294,300,292,300,3800
4/19/2022,ASDM,1000,1010,990,990,7700
4/19/2022,ASGR,1030,1050,1005,1030,944500
4/19/2022,ASII,7050,7050,6800,6900,29237600
4/19/2022,ASJT,129,130,128,130,36500
4/19/2022,ASLC,270,296,262,276,333543600
4/19/2022,ASMI,174,174,162,162,449600
4/19/2022,ASPI,76,82,76,79,6043300
4/19/2022,ASPI-W,15,17,15,15,11740600
4/19/2022,ASRI,167,170,164,165,16221400
4/19/2022,ASRM,1620,1620,1620,1620,0
