<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
6/6/2022,IHSG,7182.961,7194.536,7056.175,7096.582,1913223795
6/6/2022,AALI,11900,12075,11775,11800,1748000
6/6/2022,ABBA,195,197,185,187,6764200
6/6/2022,ABDA,5900,5950,5900,5950,500
6/6/2022,ABMM,2480,2740,2470,2660,14008500
6/6/2022,ACES,1000,1005,970,980,32436000
6/6/2022,ACST,166,168,164,164,3806200
6/6/2022,ADCP,78,80,77,79,11692400
6/6/2022,ADES,5675,6425,5575,6350,1035000
6/6/2022,ADHI,730,730,715,725,7230900
6/6/2022,ADMF,8275,8300,8225,8250,158200
6/6/2022,ADMG,183,183,179,180,662000
6/6/2022,ADMR,2160,2200,2060,2130,202803100
6/6/2022,ADRO,3520,3590,3440,3460,128510900
6/6/2022,AGAR,328,340,320,340,12200
6/6/2022,AGII,2280,2320,2230,2280,5098900
6/6/2022,AGRO,915,925,905,915,9494900
6/6/2022,AGRS,126,126,121,124,5031100
6/6/2022,AHAP,62,63,60,61,5207300
6/6/2022,AIMS,256,262,254,254,67200
6/6/2022,AISA,161,163,154,157,20198100
6/6/2022,AKKU,50,50,50,50,1200
6/6/2022,AKPI,1725,1725,1585,1700,274600
6/6/2022,AKRA,1070,1115,1060,1115,48171700
6/6/2022,AKSI,336,350,320,320,921700
6/6/2022,ALDO,960,965,940,940,993100
6/6/2022,ALDO-W,244,250,244,250,28000
6/6/2022,ALKA,296,318,296,298,51800
6/6/2022,ALMI,282,286,282,284,50500
6/6/2022,ALTO,204,254,200,252,911100
6/6/2022,AMAG,400,406,400,406,99700
6/6/2022,AMAN,515,515,510,515,174500
6/6/2022,AMAR,336,336,320,334,9700900
6/6/2022,AMFG,8100,8475,8000,8300,400800
6/6/2022,AMIN,139,143,132,133,755600
6/6/2022,AMOR,1600,1600,1500,1525,12100
6/6/2022,AMRT,1815,1845,1790,1820,34761700
6/6/2022,ANDI,50,50,50,50,216300
6/6/2022,ANJT,1000,1025,1000,1025,2805000
6/6/2022,ANTM,2460,2490,2400,2450,93793800
6/6/2022,APEX,406,412,402,402,263800
6/6/2022,APIC,1135,1140,1110,1125,16529100
6/6/2022,APII,260,286,238,238,84386200
6/6/2022,APLI,195,195,195,195,2300
6/6/2022,APLN,113,123,112,120,86854200
6/6/2022,ARCI,382,382,378,380,2555500
6/6/2022,ARGO,1370,1400,1370,1400,200
6/6/2022,ARII,230,230,222,228,30000
6/6/2022,ARKA,50,50,50,50,1515900
6/6/2022,ARMY,50,50,50,50,0
6/6/2022,ARNA,1070,1085,1050,1050,1263700
6/6/2022,ARTA,1770,1790,1770,1790,2100
6/6/2022,ARTI,50,50,50,50,0
6/6/2022,ARTO,8900,9075,8375,8500,19772300
6/6/2022,ASBI,298,298,286,298,506600
6/6/2022,ASDM,1035,1040,1020,1040,14000
6/6/2022,ASGR,975,1000,970,990,1143300
6/6/2022,ASHA,450,468,354,354,278763600
6/6/2022,ASII,7200,7250,7075,7225,53388400
6/6/2022,ASJT,133,135,130,134,151900
6/6/2022,ASLC,187,189,180,180,47634300
6/6/2022,ASMI,138,140,131,131,519900
6/6/2022,ASPI,77,81,77,80,2878900
6/6/2022,ASPI-W,12,14,12,14,3604000
6/6/2022,ASRI,173,187,171,184,168060700
6/6/2022,ASRM,1540,1590,1525,1570,7700
6/6/2022,ASSA,2280,2310,2230,2250,8973000
6/6/2022,ATAP,103,112,103,106,1147000
6/6/2022,ATIC,428,448,420,430,76600
6/6/2022,AUTO,1165,1200,1160,1195,4607400
6/6/2022,AVIA,770,785,765,775,51034200
6/6/2022,AYLS,230,230,218,224,6213600
6/6/2022,BABP,152,154,142,144,51145000
6/6/2022,BABP-W3,82,83,82,82,2900
6/6/2022,BABP-W4,128,131,116,116,18900
6/6/2022,BACA,166,167,157,158,17452400
6/6/2022,BACA-W2,72,72,72,72,100
6/6/2022,BAJA,194,195,191,192,494700
6/6/2022,BALI,800,810,800,810,593600
6/6/2022,BANK,2030,2040,1980,2030,24974200
6/6/2022,BANK-W,1930,1930,1325,1700,1200
6/6/2022,BAPA,90,90,88,89,3500800
6/6/2022,BAPI,50,50,50,50,2200
6/6/2022,BAPI-W,5,5,4,4,12730500
6/6/2022,BATA,484,525,484,484,10800
6/6/2022,BAUT,50,51,50,50,9904100
6/6/2022,BAUT-W,9,10,9,10,1838200
6/6/2022,BAYU,1175,1175,1170,1170,1300
6/6/2022,BBCA,7550,7575,7425,7450,81140300
6/6/2022,BBHI,4400,4450,4100,4100,8390900
6/6/2022,BBKP,208,208,202,204,50608300
6/6/2022,BBLD,412,444,412,430,119600
6/6/2022,BBMD,2030,2030,2030,2030,100
6/6/2022,BBNI,8900,8975,8700,8900,35484500
6/6/2022,BBRI,4470,4510,4400,4430,157277700
6/6/2022,BBRM,50,50,50,50,1167300
6/6/2022,BBSI,4990,4990,4950,4990,600
6/6/2022,BBSS,50,51,50,50,8153800
6/6/2022,BBTN,1675,1690,1660,1685,36928700
6/6/2022,BBYB,1285,1315,1235,1250,28768100
6/6/2022,BCAP,170,174,158,164,147358500
6/6/2022,BCIC,163,167,157,158,2661700
6/6/2022,BCIP,56,58,55,57,3311900
6/6/2022,BDMN,2560,2590,2530,2530,3225400
6/6/2022,BEBS,4430,4480,4270,4420,65238600
6/6/2022,BEEF,51,51,50,51,576000
6/6/2022,BEKS,50,50,50,50,308800
6/6/2022,BELL,362,390,362,372,81910200
6/6/2022,BESS,610,610,590,605,55800
6/6/2022,BESS-W,446,446,446,446,200
6/6/2022,BEST,122,127,121,124,78844100
6/6/2022,BFIN,1190,1230,1175,1230,63504600
6/6/2022,BGTG,147,147,143,144,7251000
6/6/2022,BHAT,995,995,980,985,1097300
6/6/2022,BHIT,55,56,54,55,97800600
6/6/2022,BIKA,163,173,161,164,602000
6/6/2022,BIKE,232,236,230,232,6048800
6/6/2022,BIKE-W,18,18,17,17,585200
6/6/2022,BIMA,252,258,242,244,2910300
6/6/2022,BINA,3900,3960,3830,3910,243500
6/6/2022,BINO,135,136,133,134,6933500
6/6/2022,BINO-W,21,21,20,21,952500
6/6/2022,BIPI,106,112,104,109,1162489600
6/6/2022,BIPI-W,10,10,9,9,12013900
6/6/2022,BIPP,52,53,51,52,319700
6/6/2022,BIRD,1720,1735,1605,1615,12479700
6/6/2022,BISI,1815,1875,1800,1820,1172400
6/6/2022,BJBR,1455,1465,1445,1450,16428900
6/6/2022,BJTM,775,780,765,765,3496200
6/6/2022,BKDP,85,85,81,82,964800
6/6/2022,BKSL,50,53,50,52,291368400
6/6/2022,BKSW,133,136,131,132,2681700
6/6/2022,BLTA,50,50,50,50,28700
6/6/2022,BLTZ,2750,2750,2750,2750,0
6/6/2022,BLUE,330,330,306,308,4295700
6/6/2022,BMAS,1530,1530,1430,1430,139100
6/6/2022,BMHS,655,655,615,620,19522500
6/6/2022,BMRI,8200,8350,8025,8150,74392500
6/6/2022,BMSR,685,685,685,685,565700
6/6/2022,BMTR,274,278,272,274,30897700
6/6/2022,BNBA,1760,1795,1720,1795,1291000
6/6/2022,BNBR,50,50,50,50,164900
6/6/2022,BNGA,1040,1050,1035,1040,5612400
6/6/2022,BNII,278,280,274,276,364600
6/6/2022,BNLI,1220,1230,1220,1220,61400
6/6/2022,BOBA,202,220,202,204,2039000
6/6/2022,BOGA,1340,1340,1310,1320,144794000
6/6/2022,BOLA,384,390,370,372,2652400
6/6/2022,BOLT,1020,1020,940,940,22100
6/6/2022,BOSS,64,64,59,61,31269600
6/6/2022,BPFI,655,655,625,655,56500
6/6/2022,BPII,7900,7900,7900,7900,0
6/6/2022,BPTR,202,206,199,200,390700
6/6/2022,BRAM,11950,11950,11850,11925,400
6/6/2022,BRIS,1500,1510,1470,1485,9910800
6/6/2022,BRMS,224,230,220,222,386615800
6/6/2022,BRNA,1085,1085,1085,1085,0
6/6/2022,BRPT,840,855,815,830,36865400
6/6/2022,BSDE,930,950,930,945,42386900
6/6/2022,BSIM,590,600,590,595,47000
6/6/2022,BSML,1400,1520,1260,1260,28097200
6/6/2022,BSSR,3880,4050,3860,4000,6578100
6/6/2022,BSWD,1750,1750,1750,1750,0
6/6/2022,BTEK,50,50,50,50,600
6/6/2022,BTEL,50,50,50,50,0
6/6/2022,BTON,326,326,304,308,349900
6/6/2022,BTPN,2520,2520,2490,2500,33700
6/6/2022,BTPS,3100,3120,2990,3020,4057700
6/6/2022,BUDI,244,250,226,230,16982500
6/6/2022,BUKA,300,302,284,284,330336800
6/6/2022,BUKK,1070,1075,1065,1070,2300
6/6/2022,BULL,170,171,164,168,323511400
6/6/2022,BULL-W2,28,29,23,24,3880000
6/6/2022,BUMI,57,57,56,56,295218200
6/6/2022,BUVA,60,60,60,60,0
6/6/2022,BVIC,144,147,142,142,11412700
6/6/2022,BWPT,75,75,73,74,7001300
6/6/2022,BYAN,54500,54500,54325,54375,20700
6/6/2022,CAKK,90,90,88,89,3088100
6/6/2022,CAMP,292,292,278,282,852200
6/6/2022,CANI,130,133,127,130,80300
6/6/2022,CARE,530,530,505,510,478439800
6/6/2022,CARS,50,50,50,50,80800
6/6/2022,CASA,580,580,560,570,1191800
6/6/2022,CASH,171,173,161,168,681900
6/6/2022,CASS,438,444,436,436,906300
6/6/2022,CBMF,54,57,53,54,19055200
6/6/2022,CCSI,740,760,720,740,69300
6/6/2022,CEKA,2570,2590,2400,2480,370400
6/6/2022,CENT,202,204,192,192,12920500
6/6/2022,CFIN,234,238,234,234,10695500
6/6/2022,CINT,238,238,230,236,24800
6/6/2022,CITA,2950,3050,2950,3040,3700
6/6/2022,CITY,153,159,153,156,47000
6/6/2022,CLAY,700,780,700,775,4900
6/6/2022,CLEO,462,484,460,480,22513400
6/6/2022,CLPI,1100,1105,1080,1100,287700
6/6/2022,CMNP,2110,2110,2070,2070,6100
6/6/2022,CMNP-W,1195,1195,1195,1195,0
6/6/2022,CMNT,895,895,850,880,28608900
6/6/2022,CMPP,352,356,334,338,3133500
6/6/2022,CMRY,3900,3990,3850,3940,771000
6/6/2022,CNKO,50,50,50,50,3400
6/6/2022,CNTB,250,250,250,250,0
6/6/2022,CNTX,216,216,210,210,1400
6/6/2022,COCO,208,208,202,206,472900
6/6/2022,COWL,50,50,50,50,0
6/6/2022,CPIN,5275,5375,5225,5350,9434600
6/6/2022,CPRI,50,50,50,50,0
6/6/2022,CPRO,74,74,68,69,296296900
6/6/2022,CSAP,670,670,620,655,1014000
6/6/2022,CSIS,83,86,81,84,11596000
6/6/2022,CSMI,3720,3720,3720,3720,100
6/6/2022,CSRA,875,895,860,870,946200
6/6/2022,CTBN,2450,2450,2430,2430,200
6/6/2022,CTRA,985,1000,970,975,21680100
6/6/2022,CTTH,50,50,50,50,400
6/6/2022,DADA,50,50,50,50,112200
6/6/2022,DADA-W,8,9,8,9,7744200
