<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
07/27/2020,AALI,9475.00,9600.00,9400.00,9400.00,1525500
07/27/2020,ABBA,50.00,50.00,50.00,50.00,448600
07/27/2020,ABDA,6750.00,6900.00,6750.00,6900.00,1300
07/27/2020,ABMM,1170.00,1170.00,1145.00,1145.00,200
07/27/2020,ACES,1650.00,1665.00,1630.00,1650.00,4744700
07/27/2020,ACST,284.00,292.00,284.00,286.00,1347600
07/27/2020,ADES,900.00,920.00,880.00,900.00,64700
07/27/2020,ADHI,640.00,645.00,630.00,635.00,10078400
07/27/2020,ADMF,7800.00,8000.00,7800.00,7900.00,166400
07/27/2020,ADMG,109.00,123.00,109.00,119.00,8525600
07/27/2020,ADRO,1090.00,1110.00,1080.00,1110.00,26677900
07/27/2020,AGAR,492.00,492.00,492.00,492.00,3700
07/27/2020,AGII,570.00,575.00,525.00,550.00,228500
07/27/2020,AGRO,220.00,226.00,218.00,220.00,16876100
07/27/2020,AGRS,105.00,141.00,105.00,141.00,1167100
07/27/2020,AHAP,50.00,50.00,50.00,50.00,33400
07/27/2020,AIMS,180.00,180.00,180.00,180.00,0
07/27/2020,AISA,168.00,168.00,168.00,168.00,0
07/27/2020,AKKU,50.00,50.00,50.00,50.00,400
07/27/2020,AKPI,330.00,358.00,318.00,318.00,53400
07/27/2020,AKRA,2680.00,2890.00,2660.00,2850.00,43813300
07/27/2020,AKSI,173.00,173.00,173.00,173.00,236200
07/27/2020,ALDO,400.00,400.00,400.00,400.00,100
07/27/2020,ALKA,414.00,414.00,414.00,414.00,0
07/27/2020,ALMI,208.00,210.00,208.00,210.00,3100
07/27/2020,ALTO,304.00,344.00,304.00,344.00,7200
07/27/2020,AMAG,296.00,304.00,284.00,292.00,6977800
07/27/2020,AMAN,196.00,196.00,196.00,196.00,230300
07/27/2020,AMAR,342.00,344.00,320.00,324.00,352000
07/27/2020,AMFG,2860.00,2860.00,2860.00,2860.00,25200
07/27/2020,AMIN,242.00,246.00,242.00,246.00,200
07/27/2020,AMOR,2050.00,2050.00,1960.00,2000.00,40900
07/27/2020,AMRT,750.00,750.00,740.00,750.00,108100
07/27/2020,ANDI,50.00,50.00,50.00,50.00,84500
07/27/2020,ANJT,650.00,650.00,620.00,620.00,2200
07/27/2020,ANTM,695.00,725.00,690.00,725.00,197203700
07/27/2020,APEX,165.00,165.00,165.00,165.00,3200
07/27/2020,APIC,840.00,845.00,820.00,830.00,22618500
07/27/2020,APII,226.00,242.00,212.00,232.00,7300
07/27/2020,APLI,118.00,118.00,118.00,118.00,0
07/27/2020,APLN,116.00,123.00,116.00,120.00,38060000
07/27/2020,ARGO,1200.00,1200.00,1200.00,1200.00,100
07/27/2020,ARII,545.00,545.00,470.00,500.00,12900
07/27/2020,ARKA,288.00,288.00,288.00,288.00,0
07/27/2020,ARMY,50.00,50.00,50.00,50.00,0
07/27/2020,ARNA,434.00,434.00,416.00,428.00,1751900
07/27/2020,ARTA,306.00,310.00,306.00,310.00,200
07/27/2020,ARTI,50.00,50.00,50.00,50.00,0
07/27/2020,ARTO,2790.00,2950.00,2730.00,2800.00,187400
07/27/2020,ASBI,300.00,300.00,300.00,300.00,100
07/27/2020,ASDM,960.00,960.00,960.00,960.00,100
07/27/2020,ASGR,665.00,665.00,655.00,660.00,579800
07/27/2020,ASII,5075.00,5150.00,5025.00,5125.00,17645200
07/27/2020,ASJT,120.00,120.00,117.00,117.00,38200
07/27/2020,ASMI,1155.00,1165.00,1155.00,1165.00,35800
07/27/2020,ASPI,236.00,242.00,226.00,226.00,9705500
07/27/2020,ASPI-W,23.00,34.00,23.00,29.00,11689200
07/27/2020,ASRI,128.00,131.00,127.00,128.00,60301300
07/27/2020,ASRM,1990.00,1990.00,1990.00,1990.00,3300
07/27/2020,ASSA,520.00,530.00,505.00,520.00,9043600
07/27/2020,ATIC,605.00,605.00,605.00,605.00,100
07/27/2020,AUTO,940.00,950.00,935.00,935.00,367400
07/27/2020,AYLS,50.00,50.00,50.00,50.00,5200
07/27/2020,AYLS-W,5.00,5.00,4.00,5.00,422700
07/27/2020,BABP,50.00,50.00,50.00,50.00,2600
07/27/2020,BABP-W3,24.00,25.00,24.00,25.00,600
07/27/2020,BABP-W4,7.00,8.00,5.00,8.00,2069900
07/27/2020,BACA,294.00,294.00,274.00,274.00,39000
07/27/2020,BACA-W2,100.00,100.00,100.00,100.00,0
07/27/2020,BAJA,53.00,57.00,53.00,56.00,136700
07/27/2020,BALI,850.00,850.00,850.00,850.00,0
07/27/2020,BAPA,50.00,51.00,50.00,50.00,60900
07/27/2020,BAPI,50.00,50.00,50.00,50.00,700
07/27/2020,BAPI-W,3.00,3.00,2.00,3.00,2762800
07/27/2020,BATA,570.00,570.00,555.00,570.00,6000
07/27/2020,BAYU,1070.00,1090.00,1070.00,1090.00,200
07/27/2020,BBCA,30500.00,30700.00,30000.00,30500.00,8394500
07/27/2020,BBHI,127.00,150.00,127.00,132.00,498800
07/27/2020,BBKP,180.00,192.00,180.00,185.00,296440000
07/27/2020,BBLD,382.00,382.00,382.00,382.00,0
07/27/2020,BBMD,1350.00,1460.00,1350.00,1460.00,7600
07/27/2020,BBNI,4640.00,4660.00,4600.00,4650.00,27072000
07/27/2020,BBRI,3090.00,3150.00,3090.00,3150.00,94516900
07/27/2020,BBRM,50.00,50.00,50.00,50.00,0
07/27/2020,BBSS,146.00,146.00,134.00,134.00,2736300
07/27/2020,BBSS-W,5.00,6.00,5.00,6.00,5311800
07/27/2020,BBTN,1275.00,1295.00,1265.00,1280.00,24448600
07/27/2020,BBYB,300.00,300.00,294.00,300.00,27300
07/27/2020,BCAP,156.00,156.00,153.00,156.00,11856800
07/27/2020,BCIC,450.00,450.00,450.00,450.00,0
07/27/2020,BCIP,50.00,50.00,50.00,50.00,490000
07/27/2020,BDMN,2800.00,2810.00,2780.00,2800.00,1096100
07/27/2020,BEEF,206.00,220.00,206.00,210.00,6015300
07/27/2020,BEEF-W,13.00,15.00,13.00,14.00,1565000
07/27/2020,BEKS,50.00,50.00,50.00,50.00,2265400
07/27/2020,BELL,745.00,760.00,745.00,745.00,1305100
07/27/2020,BESS,232.00,242.00,232.00,240.00,1080100
