<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
4/22/2022,IHSG,7251.981,7291.48,7174.81,7225.606,281047032
4/22/2022,AALI,12975,13250,12975,13150,4327600
4/22/2022,ABBA,212,226,208,208,18538000
4/22/2022,ABDA,6200,6425,6200,6200,500
4/22/2022,ABMM,2420,2430,2360,2400,2601800
4/22/2022,ACES,1075,1075,1035,1065,34371700
4/22/2022,ACST,180,183,179,180,3825800
4/22/2022,ADCP,88,101,81,81,124712800
4/22/2022,ADES,3710,3720,3650,3680,83600
4/22/2022,ADHI,725,740,710,720,6992300
4/22/2022,ADMF,8100,8100,8050,8100,141000
4/22/2022,ADMG,181,183,180,181,412900
4/22/2022,ADMR,2600,2600,2420,2420,207682500
4/22/2022,ADRO,3250,3270,3160,3210,107246100
4/22/2022,AGAR,332,370,330,340,12300
4/22/2022,AGII,2280,2310,2190,2260,9017700
4/22/2022,AGRO,1030,1050,1010,1010,12519700
4/22/2022,AGRS,127,129,125,126,7562900
4/22/2022,AHAP,63,71,61,64,42119700
4/22/2022,AIMS,270,278,266,266,59200
4/22/2022,AISA,175,176,173,173,1449800
4/22/2022,AKKU,50,50,50,50,5929000
4/22/2022,AKPI,945,1000,930,955,13200
4/22/2022,AKRA,1020,1030,970,985,65342100
4/22/2022,AKSI,358,370,332,332,9348000
4/22/2022,ALDO,1090,1095,1025,1025,5857600
4/22/2022,ALDO-W,218,220,180,216,48700
4/22/2022,ALKA,298,302,298,298,9800
4/22/2022,ALMI,270,300,270,296,9200
4/22/2022,ALTO,210,210,200,210,32700
4/22/2022,AMAG,380,388,376,380,60200
4/22/2022,AMAN,520,525,520,525,314100
4/22/2022,AMAR,356,380,346,380,33333200
4/22/2022,AMFG,6000,6150,5800,6150,253100
4/22/2022,AMIN,154,154,151,151,125600
4/22/2022,AMOR,1550,1550,1545,1545,77500
4/22/2022,AMRT,1705,1730,1700,1710,35516500
4/22/2022,ANDI,50,50,50,50,4700
4/22/2022,ANJT,1020,1025,1010,1020,1200900
4/22/2022,ANTM,2770,2810,2740,2740,82088900
4/22/2022,APEX,490,492,458,468,374000
4/22/2022,APIC,1090,1100,1070,1095,12106600
4/22/2022,APII,189,206,187,191,5608300
4/22/2022,APLI,202,202,202,202,1400
4/22/2022,APLN,113,115,112,113,4860100
4/22/2022,ARCI,468,476,460,464,43540900
4/22/2022,ARGO,1570,1575,1500,1500,3400
4/22/2022,ARII,248,248,232,238,554100
4/22/2022,ARKA,50,50,50,50,2265700
4/22/2022,ARMY,50,50,50,50,0
4/22/2022,ARNA,985,985,975,975,2691700
4/22/2022,ARTA,1800,1800,1790,1790,2900
4/22/2022,ARTI,50,50,50,50,0
4/22/2022,ARTO,12375,13200,12200,12400,18745700
4/22/2022,ASBI,298,298,290,290,174200
4/22/2022,ASDM,1020,1020,1005,1005,2800
4/22/2022,ASGR,985,1020,985,985,1634600
4/22/2022,ASII,6975,7100,6875,7050,39795300
4/22/2022,ASJT,128,129,127,128,193800
4/22/2022,ASLC,262,270,252,254,81118700
4/22/2022,ASMI,160,165,156,156,124900
4/22/2022,ASPI,77,78,75,77,526000
