<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
9/17/2021,IHSG,6098.878,6133.246,6086.084,6133.246,276261668
9/17/2021,AALI,8525,8525,8350,8525,1008800
9/17/2021,ABBA,570,605,560,580,25308200
9/17/2021,ABDA,6950,6950,6950,6950,0
9/17/2021,ABMM,1490,1490,1390,1480,96300
9/17/2021,ACES,1375,1385,1350,1350,16531100
9/17/2021,ACST,248,254,246,250,9061000
9/17/2021,ADES,2990,2990,2940,2940,88600
9/17/2021,ADHI,860,905,855,880,61477900
9/17/2021,ADMF,7700,7700,7650,7675,48500
9/17/2021,ADMG,222,230,210,220,5410900
9/17/2021,ADRO,1370,1370,1315,1335,101975300
9/17/2021,AGAR,370,370,362,370,22600
9/17/2021,AGII,1285,1305,1280,1300,4579200
9/17/2021,AGRO,2450,2480,2350,2390,222048700
9/17/2021,AGRS,256,260,252,254,6457900
9/17/2021,AHAP,66,69,63,63,22848100
9/17/2021,AIMS,348,348,338,344,9600
9/17/2021,AISA,210,210,206,206,6925600
9/17/2021,AKKU,50,50,50,50,14500
9/17/2021,AKPI,600,600,590,590,5700
9/17/2021,AKRA,3900,3900,3850,3880,7295600
9/17/2021,AKSI,438,454,426,430,43900
9/17/2021,ALDO,710,725,705,720,3647500
9/17/2021,ALKA,220,242,220,238,14300
9/17/2021,ALMI,240,250,240,242,7000
9/17/2021,ALTO,322,322,322,322,2200
9/17/2021,AMAG,324,328,320,326,49900
9/17/2021,AMAN,450,450,448,448,1548700
9/17/2021,AMAR,294,300,294,300,2677900
9/17/2021,AMFG,3850,3850,3810,3830,700
9/17/2021,AMIN,190,193,188,193,7600
9/17/2021,AMOR,4030,4040,3920,4010,627700
9/17/2021,AMRT,1370,1435,1370,1435,27897200
9/17/2021,ANDI,50,50,50,50,566100
9/17/2021,ANJT,695,695,685,685,3700
9/17/2021,ANTM,2370,2430,2370,2400,61535600
9/17/2021,APEX,545,550,535,545,60800
9/17/2021,APIC,865,865,845,855,7003500
9/17/2021,APII,183,183,177,180,971200
9/17/2021,APLI,204,208,204,208,1200
9/17/2021,APLN,133,134,131,132,7193400
9/17/2021,ARCI,570,575,555,570,14217400
9/17/2021,ARGO,1685,1885,1685,1825,6000
9/17/2021,ARII,282,286,278,286,33500
9/17/2021,ARKA,76,87,70,71,347022400
9/17/2021,ARMY,50,50,50,50,0
9/17/2021,ARNA,730,740,730,735,1065400
9/17/2021,ARTA,1435,1600,1420,1525,1358900
9/17/2021,ARTI,50,50,50,50,86500
9/17/2021,ARTO,14800,16100,14625,15850,53906100
9/17/2021,ASBI,274,276,274,274,13100
9/17/2021,ASDM,890,895,885,895,7800
9/17/2021,ASGR,750,755,740,750,83800
9/17/2021,ASII,5375,5425,5275,5425,44004000
9/17/2021,ASJT,156,169,155,162,21124300
9/17/2021,ASMI,426,426,426,426,130800
9/17/2021,ASPI,55,58,53,55,9876400
9/17/2021,ASPI-W,20,21,19,19,8497600
9/17/2021,ASRI,178,180,175,176,32427000
9/17/2021,ASRM,1600,1640,1600,1640,8600
9/17/2021,ASSA,2980,3200,2980,3200,20980800
9/17/2021,ATAP,101,102,101,102,105200
9/17/2021,ATIC,730,730,710,720,254900
9/17/2021,AUTO,1025,1035,1015,1015,2123500
9/17/2021,AYLS,134,180,132,159,527799900
9/17/2021,BABP,330,332,320,328,112831100
9/17/2021,BABP-W3,262,262,224,224,5200
9/17/2021,BABP-W4,308,308,272,282,8500
9/17/2021,BACA,436,446,434,438,32755100
9/17/2021,BACA-W2,300,438,282,342,11700
9/17/2021,BAJA,372,378,370,372,1347800
9/17/2021,BALI,725,735,720,730,327900
9/17/2021,BANK,3260,3290,3200,3220,22234100
