<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
11/29/2021,IHSG,6552.803,6617.287,6487.748,6608.29,233567448
11/29/2021,AALI,10000,10075,9800,9975,2002400
11/29/2021,ABBA,422,422,410,410,4651800
11/29/2021,ABDA,6600,6600,6575,6575,200
11/29/2021,ABMM,1400,1455,1385,1420,3817500
11/29/2021,ACES,1365,1395,1365,1365,17854000
11/29/2021,ACST,242,246,238,242,9611500
11/29/2021,ADES,3000,3060,2900,3030,217800
11/29/2021,ADHI,1085,1105,1035,1075,39807100
11/29/2021,ADMF,7700,7750,7650,7725,104500
11/29/2021,ADMG,212,214,208,214,1012800
11/29/2021,ADRO,1640,1700,1610,1690,76424500
11/29/2021,AGAR,344,344,344,344,4200
11/29/2021,AGII,1420,1490,1395,1470,4824500
11/29/2021,AGRO,2100,2200,1980,2150,64459700
11/29/2021,AGRS,176,185,170,177,9982200
11/29/2021,AHAP,68,69,66,66,4961800
11/29/2021,AIMS,488,510,488,488,1233300
11/29/2021,AISA,216,216,212,214,7094100
11/29/2021,AKKU,51,51,50,50,256000
11/29/2021,AKPI,705,705,680,690,2400
11/29/2021,AKRA,4100,4100,3970,3990,18142700
11/29/2021,AKSI,420,430,416,416,14700
11/29/2021,ALDO,920,925,885,905,2873300
11/29/2021,ALKA,240,262,234,246,10500
11/29/2021,ALMI,244,268,234,254,25800
11/29/2021,ALTO,278,280,270,280,14700
11/29/2021,AMAG,340,344,338,340,184200
11/29/2021,AMAN,525,535,525,530,2346500
11/29/2021,AMAR,300,300,292,292,2244000
11/29/2021,AMFG,4680,4700,4540,4650,105600
11/29/2021,AMIN,216,218,210,210,360400
11/29/2021,AMOR,4000,4030,3950,4010,732300
11/29/2021,AMRT,1165,1210,1150,1205,14832500
11/29/2021,ANDI,50,50,50,50,2597500
11/29/2021,ANJT,970,970,905,950,66200
11/29/2021,ANTM,2330,2360,2320,2330,82567700
11/29/2021,APEX,540,540,530,530,26400
11/29/2021,APIC,1040,1050,1025,1050,15562200
11/29/2021,APII,208,212,194,194,914800
11/29/2021,APLI,202,202,202,202,300
