<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
3/18/2022,IHSG,6981.262,7000.588,6926.414,6954.965,249936203
3/18/2022,AALI,12150,12275,11850,12000,4992900
3/18/2022,ABBA,304,306,296,296,18490800
3/18/2022,ABDA,6750,6750,6750,6750,500
3/18/2022,ABMM,1640,1655,1605,1620,1051500
3/18/2022,ACES,1060,1070,1000,1000,51321700
3/18/2022,ACST,194,196,193,194,2817000
3/18/2022,ADCP,95,96,91,94,46068600
3/18/2022,ADES,3690,3700,3670,3690,97000
3/18/2022,ADHI,800,805,750,760,24024500
3/18/2022,ADMF,8175,8250,8175,8200,165700
3/18/2022,ADMG,187,189,184,185,847400
3/18/2022,ADMR,1710,1875,1700,1830,245340600
3/18/2022,ADRO,2750,2860,2720,2720,368469400
3/18/2022,AGAR,362,362,358,358,6100
3/18/2022,AGII,1470,1470,1425,1425,1534600
3/18/2022,AGRO,1325,1345,1285,1320,20064200
3/18/2022,AGRS,137,144,137,138,16366100
3/18/2022,AHAP,70,73,70,71,3379400
3/18/2022,AIMS,300,302,298,298,48500
3/18/2022,AISA,182,184,178,179,3251300
3/18/2022,AKKU,50,50,50,50,5127700
3/18/2022,AKPI,940,945,910,945,51800
3/18/2022,AKRA,815,840,810,835,59580100
3/18/2022,AKSI,484,500,484,484,24900
3/18/2022,ALDO,1050,1070,1000,1065,8105000
3/18/2022,ALDO-W,248,248,230,244,15100
3/18/2022,ALKA,290,300,270,274,46300
3/18/2022,ALMI,278,292,278,278,11900
3/18/2022,ALTO,226,240,212,240,232400
3/18/2022,AMAG,362,372,360,370,22000
3/18/2022,AMAN,545,560,545,555,900000
3/18/2022,AMAR,396,432,394,420,236282800
3/18/2022,AMFG,4980,5000,4850,4980,21100
3/18/2022,AMIN,170,193,167,168,6888700
3/18/2022,AMOR,1670,1700,1670,1690,17000
3/18/2022,AMRT,1350,1400,1325,1360,44263900
3/18/2022,ANDI,50,50,50,50,33800
3/18/2022,ANJT,1060,1170,1040,1055,3445800
3/18/2022,ANTM,2350,2400,2320,2390,173667600
3/18/2022,APEX,1075,1075,1075,1075,386800
3/18/2022,APIC,1165,1165,1120,1120,21882700
3/18/2022,APII,185,190,180,187,528600
3/18/2022,APLI,191,191,184,184,900
3/18/2022,APLN,118,119,115,115,9520700
3/18/2022,ARCI,492,520,484,498,49584700
3/18/2022,ARGO,1585,1585,1585,1585,2300
3/18/2022,ARII,240,244,240,242,38800
3/18/2022,ARKA,50,50,50,50,422100
3/18/2022,ARMY,50,50,50,50,0
