<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
8/5/2021,IHSG,6174.608,6218.646,6173.574,6205.417,282271199
8/5/2021,AALI,8175,8250,8000,8050,2159500
8/5/2021,ABBA,585,595,575,575,10210400
8/5/2021,ABDA,6950,6950,6950,6950,0
8/5/2021,ABMM,1180,1185,1135,1135,135400
8/5/2021,ACES,1365,1385,1345,1350,20376200
8/5/2021,ACST,262,300,262,284,226780400
8/5/2021,ADES,2300,2320,2240,2290,163400
8/5/2021,ADHI,700,715,685,700,27391700
8/5/2021,ADMF,7650,7700,7600,7675,72400
8/5/2021,ADMG,224,242,222,230,29714500
8/5/2021,ADRO,1360,1370,1300,1300,99527400
8/5/2021,AGAR,408,408,408,408,300
8/5/2021,AGII,1610,1665,1530,1655,64520500
8/5/2021,AGRO,2580,2880,2550,2720,212490100
8/5/2021,AGRS,360,392,330,340,424244800
8/5/2021,AHAP,58,59,57,57,355200
8/5/2021,AIMS,420,420,394,416,112300
8/5/2021,AISA,222,224,216,220,24268800
8/5/2021,AKKU,50,50,50,50,2700
8/5/2021,AKPI,610,620,600,620,18500
8/5/2021,AKRA,3550,3550,3450,3450,5187500
8/5/2021,AKSI,486,486,452,452,9200
8/5/2021,ALDO,630,655,630,650,1997100
8/5/2021,ALKA,226,232,224,230,5400
8/5/2021,ALMI,240,268,240,256,42700
8/5/2021,ALTO,320,320,300,316,120600
8/5/2021,AMAG,272,276,270,276,400400
8/5/2021,AMAN,430,430,428,430,265400
8/5/2021,AMAR,352,352,322,322,38436600
8/5/2021,AMFG,3800,3800,3800,3800,10100
8/5/2021,AMIN,198,198,190,196,29900
8/5/2021,AMOR,3240,3250,3180,3240,793300
8/5/2021,AMRT,1375,1390,1345,1350,11122600
8/5/2021,ANDI,50,50,50,50,18100
8/5/2021,ANJT,690,705,680,695,120300
8/5/2021,ANTM,2420,2430,2340,2370,105003300
8/5/2021,APEX,605,615,590,600,46600
8/5/2021,APIC,860,870,845,860,10483300
8/5/2021,APII,175,180,175,177,45600
8/5/2021,APLI,204,218,200,210,693100
8/5/2021,APLN,128,132,126,130,17283700
8/5/2021,ARCI,640,650,625,635,18447800
8/5/2021,ARGO,1745,1890,1625,1800,6000
8/5/2021,ARII,290,300,288,298,117000
8/5/2021,ARKA,50,50,50,50,6316700
8/5/2021,ARMY,50,50,50,50,0
8/5/2021,ARNA,775,780,760,775,845700
8/5/2021,ARTA,478,545,458,520,291700
8/5/2021,ARTI,50,50,50,50,33500
8/5/2021,ARTO,17000,17100,16300,16325,25209100
8/5/2021,ASBI,284,286,278,282,84200
8/5/2021,ASDM,925,945,925,925,13900
8/5/2021,ASGR,690,710,685,690,289600
8/5/2021,ASII,4900,4930,4860,4890,31304900
8/5/2021,ASJT,236,256,236,246,2475000
8/5/2021,ASMI,368,368,344,344,188900
8/5/2021,ASPI,50,50,50,50,1670700
8/5/2021,ASPI-W,13,14,12,13,2110400
8/5/2021,ASRI,162,168,161,163,56914900
8/5/2021,ASRM,1555,1555,1555,1555,0
8/5/2021,ASSA,2600,2670,2550,2610,13130600
8/5/2021,ATAP,104,104,103,104,31700
8/5/2021,ATIC,1000,1005,905,910,6957800
8/5/2021,AUTO,1045,1050,1030,1035,908300
8/5/2021,AYLS,69,69,67,68,2611400
8/5/2021,BABP,510,550,496,520,771900200
8/5/2021,BABP-W3,398,450,394,434,162000
8/5/2021,BABP-W4,440,482,440,462,482500
8/5/2021,BACA,505,580,496,535,687192500
8/5/2021,BACA-W2,468,515,336,500,40900
8/5/2021,BAJA,420,438,400,412,16802400
8/5/2021,BALI,615,615,595,600,1996700
8/5/2021,BANK,3360,3550,3320,3350,87777000
8/5/2021,BANK-W,3090,3440,3090,3200,108500
8/5/2021,BAPA,50,50,50,50,9800
8/5/2021,BAPI,50,50,50,50,982100
8/5/2021,BAPI-W,5,6,4,5,17286800
8/5/2021,BATA,670,670,665,665,300
8/5/2021,BAYU,1020,1045,1000,1045,3600
8/5/2021,BBCA,30850,31550,30700,31500,18753600
8/5/2021,BBHI,3150,3200,2890,2940,34756600
8/5/2021,BBKP,560,655,540,635,2662575500
8/5/2021,BBLD,426,426,426,426,1600
8/5/2021,BBMD,1575,1575,1570,1575,28100
8/5/2021,BBNI,5050,5225,5050,5200,42017100
8/5/2021,BBRI,3900,4090,3900,4050,267404100
8/5/2021,BBRM,50,50,50,50,33200
8/5/2021,BBSI,7150,7900,7000,7900,1512800
8/5/2021,BBSS,50,50,50,50,55200
8/5/2021,BBTN,1350,1430,1345,1425,125304300
8/5/2021,BBYB,1235,1510,1235,1510,343032100
8/5/2021,BCAP,130,145,125,136,590047500
8/5/2021,BCIC,500,620,498,620,3129700
8/5/2021,BCIP,54,55,53,55,644500
8/5/2021,BDMN,2280,2460,2250,2420,22727300
8/5/2021,BEBS,535,560,500,520,33280600
8/5/2021,BEEF,84,84,81,81,2655200
8/5/2021,BEKS,106,107,100,104,910766300
8/5/2021,BELL,122,145,122,129,105263400
8/5/2021,BESS,900,900,870,900,18900
8/5/2021,BESS-W,830,830,525,775,2400
8/5/2021,BEST,125,128,123,124,14950100
8/5/2021,BFIN,1030,1045,965,1020,205261000
8/5/2021,BGTG,322,332,306,308,401495700
8/5/2021,BHAT,760,760,760,760,0
8/5/2021,BHIT,101,117,100,110,2426187800
8/5/2021,BIKA,250,260,242,260,108800
8/5/2021,BIMA,99,103,94,94,4514400
