<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
4/14/2022,IHSG,7265.32,7282.906,7234.333,7235.532,247813122
4/14/2022,AALI,12825,13000,12800,12875,1459500
4/14/2022,ABBA,248,250,238,244,14326200
4/14/2022,ABDA,5975,5975,5975,5975,0
4/14/2022,ABMM,2540,2550,2410,2520,3949900
4/14/2022,ACES,1180,1185,1125,1145,48269100
4/14/2022,ACST,181,184,180,180,3740600
4/14/2022,ADCP,83,84,81,82,16611000
4/14/2022,ADES,3680,3700,3670,3680,44600
4/14/2022,ADHI,700,705,690,700,5125700
4/14/2022,ADMF,8000,8050,7950,8000,357500
4/14/2022,ADMG,183,183,181,183,196300
4/14/2022,ADMR,2770,2900,2750,2860,148643200
4/14/2022,ADRO,3350,3350,3280,3310,112905400
4/14/2022,AGAR,336,390,312,312,162000
4/14/2022,AGII,2180,2450,2180,2450,34047900
4/14/2022,AGRO,1050,1090,1045,1060,29626000
4/14/2022,AGRS,133,134,129,129,7510300
4/14/2022,AHAP,66,67,64,66,3581600
4/14/2022,AIMS,274,288,270,284,13200
4/14/2022,AISA,176,177,174,175,2501200
4/14/2022,AKKU,50,50,50,50,3379300
4/14/2022,AKPI,950,950,920,950,4700
4/14/2022,AKRA,935,950,920,930,34298500
4/14/2022,AKSI,446,452,416,446,9027500
4/14/2022,ALDO,1050,1050,1010,1030,5834600
4/14/2022,ALDO-W,180,180,145,179,20100
4/14/2022,ALKA,284,306,270,284,91400
4/14/2022,ALMI,296,298,280,280,900
4/14/2022,ALTO,208,212,206,210,21400
4/14/2022,AMAG,394,394,386,388,31400
4/14/2022,AMAN,525,525,520,525,228600
4/14/2022,AMAR,392,394,382,384,8454400
4/14/2022,AMFG,6050,6075,6025,6025,11500
4/14/2022,AMIN,160,160,157,160,7900
4/14/2022,AMOR,1515,1515,1460,1505,37200
4/14/2022,AMRT,1700,1730,1685,1720,54680200
4/14/2022,ANDI,50,50,50,50,113900
4/14/2022,ANJT,1005,1030,990,1015,2271900
4/14/2022,ANTM,2790,2870,2750,2780,201698200
4/14/2022,APEX,505,520,500,510,532300
4/14/2022,APIC,1085,1090,1070,1075,11227000
4/14/2022,APII,184,187,183,186,982200
4/14/2022,APLI,204,204,190,190,600
4/14/2022,APLN,113,115,112,113,5188500
4/14/2022,ARCI,474,474,466,466,17102100
4/14/2022,ARGO,1375,1500,1260,1370,1800
4/14/2022,ARII,246,246,240,246,1100
4/14/2022,ARKA,50,50,50,50,23500
4/14/2022,ARMY,50,50,50,50,0
4/14/2022,ARNA,955,970,950,955,2977300
4/14/2022,ARTA,1800,1800,1790,1790,2900
4/14/2022,ARTI,50,50,50,50,0
4/14/2022,ARTO,13050,13050,12800,13000,13170700
4/14/2022,ASBI,284,302,284,298,140300
4/14/2022,ASDM,990,995,990,995,1000
4/14/2022,ASGR,1000,1005,970,975,2970200
4/14/2022,ASII,6975,7050,6875,6875,23891600
4/14/2022,ASJT,129,130,128,128,66400
4/14/2022,ASLC,210,238,204,216,109669400
4/14/2022,ASMI,173,176,167,173,85700
4/14/2022,ASPI,75,77,74,75,2160700
4/14/2022,ASPI-W,18,18,14,16,21633300
4/14/2022,ASRI,163,165,162,164,4681400
4/14/2022,ASRM,1625,1625,1625,1625,0
4/14/2022,ASSA,2500,2680,2430,2570,53080400
4/14/2022,ATAP,120,128,120,123,920000
4/14/2022,ATIC,486,486,474,478,142900
4/14/2022,AUTO,1165,1185,1165,1185,3194300
4/14/2022,AVIA,780,795,775,790,23576600
4/14/2022,AYLS,308,312,292,300,6438800
4/14/2022,BABP,161,168,161,162,52276100
4/14/2022,BABP-W3,112,112,112,112,600
4/14/2022,BABP-W4,149,149,144,144,1100
4/14/2022,BACA,188,190,185,185,8741500
4/14/2022,BACA-W2,30,30,30,30,300
4/14/2022,BAJA,296,336,296,324,11687600
4/14/2022,BALI,790,795,785,785,41000
4/14/2022,BANK,2170,2180,2140,2140,15479900
4/14/2022,BANK-W,1520,1520,1520,1520,0
4/14/2022,BAPA,107,109,104,105,6198600
4/14/2022,BAPI,50,50,50,50,57300
4/14/2022,BAPI-W,7,7,6,7,1977800
4/14/2022,BATA,456,460,456,460,1600
4/14/2022,BAUT,87,87,61,61,161912000
4/14/2022,BAUT-W,13,13,12,13,27485600
4/14/2022,BAYU,1095,1095,1095,1095,0
4/14/2022,BBCA,7800,7800,7700,7700,93342900
4/14/2022,BBHI,5925,6050,5850,5975,7804100
4/14/2022,BBKP,226,230,224,226,52780500
4/14/2022,BBLD,412,412,396,396,300
4/14/2022,BBMD,2050,2050,2050,2050,500
4/14/2022,BBNI,8450,8500,8350,8400,17990600
4/14/2022,BBRI,4600,4610,4530,4540,150659600
4/14/2022,BBRM,50,50,50,50,35900
4/14/2022,BBSI,5500,5500,5325,5325,10900
4/14/2022,BBSS,51,51,50,51,1457600
4/14/2022,BBTN,1655,1655,1615,1620,14714100
4/14/2022,BBYB,1890,1985,1870,1965,37798700
4/14/2022,BCAP,244,256,244,244,344406300
4/14/2022,BCIC,149,149,146,147,213500
4/14/2022,BCIP,66,67,65,66,2718500
4/14/2022,BDMN,2320,2350,2320,2340,1077800
4/14/2022,BEBS,4190,4240,4100,4110,78351600
4/14/2022,BEEF,56,62,54,57,18004200
4/14/2022,BEKS,50,50,50,50,13330500
4/14/2022,BELL,65,67,61,66,33634300
4/14/2022,BESS,480,484,476,484,23900
4/14/2022,BESS-W,426,426,388,388,3600
4/14/2022,BEST,106,106,103,105,22056100
4/14/2022,BFIN,1340,1350,1320,1325,28381100
4/14/2022,BGTG,175,186,170,184,75310900
4/14/2022,BHAT,1005,1005,995,995,932600
4/14/2022,BHIT,59,59,57,57,193916400
4/14/2022,BIKA,220,220,220,220,162700
4/14/2022,BIKE,181,195,181,190,18134400
4/14/2022,BIKE-W,23,24,22,22,28153000
4/14/2022,BIMA,240,242,224,224,3225000
4/14/2022,BINA,3380,3420,3380,3380,107300
4/14/2022,BINO,134,135,132,134,7091000
4/14/2022,BINO-W,25,25,24,25,4551100
4/14/2022,BIPI,116,118,108,110,677612900
4/14/2022,BIPI-W,19,20,17,18,30700700
4/14/2022,BIPP,52,52,51,52,691700
4/14/2022,BIRD,1295,1300,1260,1270,5410300
4/14/2022,BISI,1375,1400,1355,1375,1298100
4/14/2022,BJBR,1410,1440,1405,1435,13707000
4/14/2022,BJTM,760,770,755,765,11138700
4/14/2022,BKDP,95,95,91,91,4073500
4/14/2022,BKSL,53,53,51,52,42844800
4/14/2022,BKSW,141,144,139,142,1506900
4/14/2022,BLTA,50,50,50,50,53200
4/14/2022,BLTZ,2730,3080,2730,2900,600
4/14/2022,BLUE,278,280,276,280,78000
4/14/2022,BMAS,1305,1370,1305,1325,14800
4/14/2022,BMHS,725,765,715,765,27762300
4/14/2022,BMRI,7725,7750,7650,7675,31637800
4/14/2022,BMSR,244,246,238,238,112200
4/14/2022,BMTR,260,268,258,266,52552100
4/14/2022,BNBA,2670,2740,2560,2600,2522100
4/14/2022,BNBR,50,54,50,51,773704200
4/14/2022,BNGA,1160,1185,1155,1175,26218100
4/14/2022,BNII,292,294,284,288,2876600
4/14/2022,BNLI,1285,1290,1250,1260,109000
4/14/2022,BOBA,204,206,200,206,640900
4/14/2022,BOGA,1400,1410,1375,1385,95119700
4/14/2022,BOLA,386,400,378,394,8464000
4/14/2022,BOLT,1070,1095,995,1020,9900
4/14/2022,BOSS,90,94,87,88,181731800
4/14/2022,BPFI,665,685,665,685,52100
4/14/2022,BPII,7300,7300,7200,7200,92000
4/14/2022,BPTR,230,254,230,250,502300
4/14/2022,BRAM,11700,11975,11700,11975,200
4/14/2022,BRIS,1505,1575,1505,1560,20906100
4/14/2022,BRMS,278,278,228,232,785387900
4/14/2022,BRNA,975,975,945,975,11800
4/14/2022,BRPT,880,885,870,870,21091100
4/14/2022,BSDE,940,950,940,945,10662300
4/14/2022,BSIM,630,635,610,630,56800
4/14/2022,BSML,1170,1400,1145,1350,36180900
4/14/2022,BSSR,4490,4500,4330,4410,1346800
4/14/2022,BSWD,1750,1750,1750,1750,0
4/14/2022,BTEK,50,50,50,50,18900
4/14/2022,BTEL,50,50,50,50,0
4/14/2022,BTON,346,366,346,346,5800
4/14/2022,BTPN,2580,2580,2550,2560,6000
4/14/2022,BTPS,3200,3230,3120,3180,5200100
4/14/2022,BUDI,214,230,210,226,18166900
4/14/2022,BUKA,348,354,338,346,466996800
4/14/2022,BUKK,1125,1125,1105,1125,7700
4/14/2022,BULL,154,158,151,151,138158600
4/14/2022,BULL-W2,44,47,43,43,2064200
4/14/2022,BUMI,69,70,67,68,1668478600
4/14/2022,BUVA,60,60,60,60,0
4/14/2022,BVIC,185,193,176,178,117391400
4/14/2022,BWPT,90,90,83,84,111085300
4/14/2022,BYAN,43000,43500,42100,43200,29100
4/14/2022,CAKK,91,92,87,88,9776300
4/14/2022,CAMP,274,276,272,274,206900
4/14/2022,CANI,142,142,136,138,257300
4/14/2022,CARE,585,605,580,590,365747800
4/14/2022,CARS,50,50,50,50,92800
4/14/2022,CASA,580,580,565,570,1415800
4/14/2022,CASH,197,202,188,198,21618900
4/14/2022,CASS,348,368,344,354,52100
4/14/2022,CBMF,60,64,59,61,30791900
4/14/2022,CCSI,760,760,725,745,567200
4/14/2022,CEKA,1880,1880,1860,1860,41200
4/14/2022,CENT,252,256,244,246,29007600
4/14/2022,CFIN,244,246,244,246,2027300
4/14/2022,CINT,236,236,228,228,178900
4/14/2022,CITA,3000,3000,2800,3000,19200
4/14/2022,CITY,148,153,146,149,60100
4/14/2022,CLAY,725,725,725,725,100
4/14/2022,CLEO,438,442,434,440,7872000
4/14/2022,CLPI,1065,1065,1045,1045,53500
4/14/2022,CMNP,2220,2300,2180,2290,14800
4/14/2022,CMNP-W,1190,1220,1190,1220,115800
4/14/2022,CMNT,1160,1165,1150,1165,44716900
4/14/2022,CMPP,645,740,630,730,27744100
4/14/2022,CMRY,3700,3700,3530,3680,492000
4/14/2022,CNKO,50,50,50,50,1000
4/14/2022,CNTB,250,250,250,250,0
4/14/2022,CNTX,260,260,244,260,26300
4/14/2022,COCO,250,250,244,246,337300
4/14/2022,COWL,50,50,50,50,0
4/14/2022,CPIN,5225,5225,4990,4990,19434100
4/14/2022,CPRI,50,50,50,50,0
4/14/2022,CPRO,80,81,79,79,108632500
4/14/2022,CSAP,510,515,500,510,703500
4/14/2022,CSIS,94,97,94,95,7314900
4/14/2022,CSMI,3360,4150,3360,3700,7400
4/14/2022,CSRA,760,770,730,760,1952000
4/14/2022,CTBN,2590,2590,2590,2590,0
4/14/2022,CTRA,980,990,960,965,43206300
4/14/2022,CTTH,50,50,50,50,1000
4/14/2022,DADA,50,50,50,50,3118100
4/14/2022,DADA-W,10,13,10,12,65106300
4/14/2022,DART,228,230,224,226,196000
4/14/2022,DAYA,254,262,254,262,11800
4/14/2022,DCII,41500,41500,41500,41500,900
4/14/2022,DEAL,50,50,50,50,3300
4/14/2022,DEFI,1455,1455,1455,1455,0
4/14/2022,DEPO,505,505,500,500,74000
4/14/2022,DEWA,70,75,70,74,731925500
4/14/2022,DFAM,555,595,555,570,815300
4/14/2022,DGIK,202,208,199,202,84492000
4/14/2022,DGNS,400,418,376,414,4234400
4/14/2022,DIGI,67,80,66,70,58233300
4/14/2022,DILD,145,147,144,146,5692200
4/14/2022,DIVA,1130,1130,1100,1100,1050600
4/14/2022,DKFT,148,166,148,158,179080800
4/14/2022,DLTA,3900,3900,3790,3790,100100
4/14/2022,DMAS,171,172,170,171,37766600
4/14/2022,DMMX,1685,1695,1570,1600,10827600
4/14/2022,DMND,810,815,795,815,5100
4/14/2022,DNAR,228,228,220,226,1307200
4/14/2022,DNET,3150,3180,3150,3180,54700
4/14/2022,DOID,645,645,605,610,162381100
4/14/2022,DPNS,394,402,384,396,257500
4/14/2022,DPUM,50,50,50,50,0
4/14/2022,DRMA,505,555,505,535,32599100
4/14/2022,DSFI,99,100,97,98,4225600
4/14/2022,DSNG,680,690,660,670,22450100
4/14/2022,DSSA,35575,35575,35575,35575,0
4/14/2022,DUCK,176,176,176,176,0
4/14/2022,DUTI,4700,4700,4700,4700,0
4/14/2022,DVLA,2750,2780,2750,2750,5300
4/14/2022,DWGL,173,177,164,171,31900
4/14/2022,DWGL-W,22,22,20,21,1510700
4/14/2022,DYAN,76,78,74,76,4648600
4/14/2022,EAST,93,93,87,89,9782300
4/14/2022,EAST-W,9,10,9,9,10409400
4/14/2022,ECII,750,750,750,750,0
4/14/2022,EDGE,20950,21000,20000,20500,8800
4/14/2022,EKAD,1425,1455,1425,1440,34200
4/14/2022,ELSA,290,296,286,288,22219600
4/14/2022,ELTY,50,50,50,50,26500
4/14/2022,EMDE,157,160,151,156,3900
4/14/2022,EMTK,2710,2740,2570,2740,40679800
4/14/2022,ENAK,855,865,845,845,983500
4/14/2022,ENRG,180,186,178,182,85145100
4/14/2022,ENVY,50,50,50,50,0
4/14/2022,ENZO,67,74,63,68,94912900
4/14/2022,ENZO-W,22,22,19,19,64881000
4/14/2022,EPAC,50,50,50,50,756700
4/14/2022,EPMT,2750,2750,2700,2750,78800
4/14/2022,ERAA,560,560,535,540,115533900
4/14/2022,ERTX,188,188,183,183,39100
4/14/2022,ESIP,121,130,120,130,85659100
4/14/2022,ESIP-W,29,29,25,27,39105000
4/14/2022,ESSA,1435,1540,1415,1480,106726200
4/14/2022,ESTA,354,470,354,394,3932400
4/14/2022,ESTI,121,121,112,112,4193800
4/14/2022,ETWA,62,62,62,62,0
4/14/2022,EXCL,2750,2760,2690,2710,21968200
4/14/2022,FAPA,3600,3610,3580,3600,89700
4/14/2022,FAST,960,960,950,955,2500
4/14/2022,FASW,6500,6500,6500,6500,100
4/14/2022,FILM,1040,1260,1030,1220,75466100
4/14/2022,FIMP,51,51,49,50,277400
4/14/2022,FIRE,276,276,262,266,2455900
4/14/2022,FISH,6500,6500,6500,6500,100
4/14/2022,FITT,288,288,288,288,366000
4/14/2022,FITT-W,286,286,118,118,200
4/14/2022,FLMC,74,80,72,80,624800
