<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
2/3/2021,IHSG,6096.584,6137.681,6047.412,6077.745,235373114
2/3/2021,AALI,11150,11325,11000,11000,2163400
2/3/2021,ABBA,59,69,58,62,82320300
2/3/2021,ABDA,5900,5900,5900,5900,0
2/3/2021,ABMM,710,715,700,710,37100
2/3/2021,ACES,1635,1690,1625,1650,33377000
2/3/2021,ACST,370,388,368,384,57879600
2/3/2021,ADES,1580,1600,1570,1575,52400
2/3/2021,ADHI,1400,1470,1355,1405,24822400
2/3/2021,ADMF,8400,8400,8350,8375,186900
2/3/2021,ADMG,163,170,162,167,1511800
2/3/2021,ADRO,1200,1210,1155,1170,173080500
2/3/2021,AGAR,410,410,394,396,5300
2/3/2021,AGII,1515,1520,1410,1410,31698100
2/3/2021,AGRO,820,860,755,845,204467700
2/3/2021,AGRS,208,212,204,212,19600
2/3/2021,AHAP,59,59,57,57,32100
2/3/2021,AIMS,130,160,129,129,55900
2/3/2021,AISA,276,276,254,254,162708600
2/3/2021,AKKU,50,50,50,50,2400
2/3/2021,AKPI,480,480,480,480,1600
2/3/2021,AKRA,3250,3370,3220,3370,39506800
2/3/2021,AKSI,615,700,570,700,1146000
2/3/2021,ALDO,440,460,428,448,18500
2/3/2021,ALKA,286,286,262,262,2700
2/3/2021,ALMI,266,266,258,258,43100
2/3/2021,ALTO,308,328,306,328,2200
2/3/2021,AMAG,220,232,218,230,145400
2/3/2021,AMAN,324,324,324,324,116000
2/3/2021,AMAR,248,260,248,260,2143700
2/3/2021,AMFG,2900,3000,2900,3000,700
2/3/2021,AMIN,254,270,254,270,5400
2/3/2021,AMOR,3200,3240,3200,3240,1107600
2/3/2021,AMRT,785,795,780,780,301200
2/3/2021,ANDI,53,53,51,52,7531800
2/3/2021,ANJT,625,630,610,630,1600
2/3/2021,ANTM,2390,2520,2290,2330,948031000
2/3/2021,APEX,580,580,580,580,47500
2/3/2021,APIC,815,835,810,835,11408400
2/3/2021,APII,172,180,169,180,95700
2/3/2021,APLI,196,196,183,193,1000
2/3/2021,APLN,164,171,162,167,64496200
2/3/2021,ARGO,1890,2160,1625,1820,17600
2/3/2021,ARII,238,238,210,214,21900
2/3/2021,ARKA,50,50,50,50,3349200
2/3/2021,ARMY,50,50,50,50,0
2/3/2021,ARNA,705,720,685,700,8253700
2/3/2021,ARTA,252,290,252,290,800
2/3/2021,ARTI,50,50,50,50,1000
2/3/2021,ARTO,7200,7225,6975,6975,2291500
2/3/2021,ASBI,296,296,296,296,100
2/3/2021,ASDM,905,905,880,895,3000
2/3/2021,ASGR,795,805,790,800,291300
2/3/2021,ASII,6075,6275,5950,6150,76420800
2/3/2021,ASJT,210,216,208,216,159600
2/3/2021,ASMI,945,955,945,955,10700
2/3/2021,ASPI,69,69,66,67,427600
2/3/2021,ASPI-W,8,8,6,6,392300
2/3/2021,ASRI,210,216,204,212,77686800
2/3/2021,ASRM,1560,1560,1560,1560,1500
2/3/2021,ASSA,850,865,810,840,10488300
2/3/2021,ATAP,112,112,100,104,158700
2/3/2021,ATIC,660,690,660,690,10500
2/3/2021,AUTO,1030,1070,1015,1070,1361200
2/3/2021,AYLS,50,50,50,50,4000
2/3/2021,AYLS-W,1,2,1,1,15192000
2/3/2021,BABP,50,50,50,50,2133200
2/3/2021,BABP-W3,18,44,18,42,13000
2/3/2021,BABP-W4,8,9,8,9,83200
2/3/2021,BACA,380,382,380,382,2300
2/3/2021,BACA-W2,100,100,100,100,0
2/3/2021,BAJA,112,124,112,121,645900
2/3/2021,BALI,730,730,725,730,2200
2/3/2021,BANK,252,252,252,252,164300
2/3/2021,BANK-W,250,250,250,250,1803600
2/3/2021,BAPA,50,50,50,50,5200
2/3/2021,BAPI,50,50,50,50,1000
2/3/2021,BAPI-W,2,2,1,2,2186400
2/3/2021,BATA,610,615,610,615,600
2/3/2021,BAYU,1055,1060,1055,1060,900
2/3/2021,BBCA,35000,35000,34125,34125,13458200
2/3/2021,BBHI,700,825,695,825,19217100
2/3/2021,BBKP,472,500,462,488,527098100
2/3/2021,BBLD,276,286,270,282,319500
2/3/2021,BBMD,1400,1400,1400,1400,100
2/3/2021,BBNI,6050,6400,5975,6300,119776800
2/3/2021,BBRI,4480,4480,4360,4380,112944600
2/3/2021,BBRM,50,50,50,50,1200
2/3/2021,BBSI,1475,1780,1330,1400,1607300
2/3/2021,BBSS,86,88,83,85,431700
2/3/2021,BBSS-W,3,3,2,3,621700
2/3/2021,BBTN,1780,1800,1710,1730,87229000
2/3/2021,BBYB,328,354,320,332,1302800
2/3/2021,BCAP,138,142,134,140,47125500
2/3/2021,BCIC,700,700,700,700,0
2/3/2021,BCIP,58,60,57,59,1308600
2/3/2021,BDMN,3020,3110,2990,3110,2871000
2/3/2021,BEEF,134,143,127,129,29461000
2/3/2021,BEKS,70,78,70,74,139066000
2/3/2021,BELL,151,152,151,151,1038900
2/3/2021,BESS,240,250,226,250,935900
2/3/2021,BESS-W,116,116,81,114,30100
2/3/2021,BEST,152,162,150,158,104525200
2/3/2021,BFIN,695,705,675,680,31501400
2/3/2021,BGTG,68,72,68,71,3116500
2/3/2021,BHAT,675,690,645,645,186798800
2/3/2021,BHIT,59,59,56,58,52813800
2/3/2021,BIKA,175,185,168,174,3800
2/3/2021,BIMA,50,50,50,50,0
2/3/2021,BINA,860,920,840,890,2559100
2/3/2021,BIPI,50,50,50,50,648900
2/3/2021,BIPI-W,9,9,9,9,941900
2/3/2021,BIPP,50,50,50,50,1100
2/3/2021,BIRD,1300,1310,1250,1270,2539200
2/3/2021,BISI,1165,1170,1130,1140,392800
2/3/2021,BJBR,1520,1565,1475,1535,18100900
2/3/2021,BJTM,760,795,755,785,51476300
2/3/2021,BKDP,50,50,50,50,600
2/3/2021,BKSL,50,51,50,50,92825600
2/3/2021,BKSW,99,104,97,101,10500
2/3/2021,BLTA,50,50,50,50,11800
2/3/2021,BLTZ,3000,3000,3000,3000,0
2/3/2021,BLUE,710,715,705,710,192500
2/3/2021,BMAS,340,356,334,352,4300
2/3/2021,BMRI,6600,6650,6450,6500,83522300
2/3/2021,BMSR,76,76,72,76,333100
2/3/2021,BMTR,270,274,264,266,72803300
2/3/2021,BNBA,428,444,426,436,1052900
2/3/2021,BNBR,50,50,50,50,73500
2/3/2021,BNGA,915,980,900,980,14124600
2/3/2021,BNII,324,372,320,348,99604200
2/3/2021,BNLI,2300,2390,2170,2210,1860300
2/3/2021,BOGA,1320,1340,1320,1330,40133200
2/3/2021,BOLA,270,280,248,270,18801600
2/3/2021,BOLT,770,770,720,720,11400
2/3/2021,BOSS,110,128,107,117,76196400
2/3/2021,BPFI,1150,1150,1150,1150,0
2/3/2021,BPII,7950,7950,7950,7950,0
2/3/2021,BPTR,76,80,76,79,19900
2/3/2021,BRAM,5000,5000,5000,5000,1000
2/3/2021,BRIS,2610,2810,2500,2750,415461700
2/3/2021,BRMS,86,88,81,84,221190100
2/3/2021,BRNA,1170,1175,1100,1175,7300
2/3/2021,BRPT,1150,1165,1065,1115,118890000
2/3/2021,BRPT-W,945,955,945,955,1500
2/3/2021,BSDE,1170,1195,1140,1170,27830900
2/3/2021,BSIM,570,580,560,570,13800
2/3/2021,BSIM-W3,14,15,14,15,13300
2/3/2021,BSSR,1560,1560,1500,1500,23400
2/3/2021,BSWD,1750,1750,1750,1750,0
2/3/2021,BTEK,50,50,50,50,900
2/3/2021,BTEL,50,50,50,50,0
2/3/2021,BTON,306,306,304,306,20200
2/3/2021,BTPN,2760,2820,2700,2790,41800
2/3/2021,BTPS,3600,3690,3560,3560,6554000
2/3/2021,BUDI,99,100,97,99,610800
2/3/2021,BUKK,850,900,850,900,1500
2/3/2021,BULL,366,396,364,392,295738600
2/3/2021,BULL-W2,170,180,155,170,62400
2/3/2021,BUMI,65,65,59,60,1492884900
2/3/2021,BUVA,51,52,50,52,277300
2/3/2021,BVIC,113,121,113,117,685100
2/3/2021,BWPT,117,117,113,116,41957000
2/3/2021,BYAN,14500,14500,14500,14500,500
2/3/2021,CAKK,62,67,61,64,11097400
2/3/2021,CAMP,234,254,230,246,25208300
2/3/2021,CANI,540,615,458,458,365600
2/3/2021,CARE,306,316,302,308,117682100
2/3/2021,CARS,50,50,50,50,26100
2/3/2021,CASA,356,356,356,356,1900
2/3/2021,CASA-W,71,71,71,71,0
