<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
6/10/2021,IHSG,6065.926,6111.446,6064.933,6107.538,231109060
6/10/2021,AALI,8900,8975,8800,8925,750800
6/10/2021,ABBA,226,236,224,226,51884800
6/10/2021,ABDA,7050,7050,7050,7050,0
6/10/2021,ABMM,860,860,800,815,116900
6/10/2021,ACES,1420,1445,1415,1415,17619800
6/10/2021,ACST,240,250,240,250,6018000
6/10/2021,ADES,1950,1965,1925,1925,70500
6/10/2021,ADHI,980,1010,975,990,7795000
6/10/2021,ADMF,8150,8325,8125,8275,69700
6/10/2021,ADMG,165,168,162,164,1552200
6/10/2021,ADRO,1230,1240,1210,1210,39268300
6/10/2021,AGAR,404,432,404,418,12200
6/10/2021,AGII,1070,1115,1055,1095,7392600
6/10/2021,AGRO,1080,1195,1075,1165,317385200
6/10/2021,AGRS,388,470,362,456,5757700
6/10/2021,AHAP,64,66,62,65,1232700
6/10/2021,AIMS,400,432,370,390,529100
6/10/2021,AISA,236,240,234,238,7520700
6/10/2021,AKKU,50,50,50,50,7700
6/10/2021,AKPI,570,570,540,565,16900
6/10/2021,AKRA,3170,3230,3150,3220,4532000
6/10/2021,AKSI,472,535,472,530,3700
6/10/2021,ALDO,950,950,920,925,5217800
6/10/2021,ALKA,274,274,258,258,259700
6/10/2021,ALMI,244,256,242,242,31400
6/10/2021,ALTO,384,384,384,384,10400
6/10/2021,AMAG,332,352,332,350,177100
6/10/2021,AMAN,284,284,284,284,94900
6/10/2021,AMAR,262,300,260,290,21188700
6/10/2021,AMFG,4000,4000,3900,3950,13100
6/10/2021,AMIN,292,320,240,240,2411800
6/10/2021,AMOR,3700,3900,3700,3720,3117400
6/10/2021,AMRT,1130,1250,1125,1230,312973400
6/10/2021,ANDI,50,50,50,50,19100
6/10/2021,ANJT,695,700,660,660,56800
6/10/2021,ANTM,2440,2480,2420,2420,79751900
6/10/2021,APEX,770,795,765,765,136000
6/10/2021,APIC,760,780,760,775,10370300
6/10/2021,APII,181,185,181,185,161500
6/10/2021,APLI,194,200,190,200,372300
6/10/2021,APLN,150,165,149,154,82904800
6/10/2021,ARGO,1820,1950,1815,1860,6500
6/10/2021,ARII,328,328,288,294,450400
6/10/2021,ARKA,50,50,50,50,46600
6/10/2021,ARMY,50,50,50,50,0
6/10/2021,ARNA,755,755,730,755,1572000
6/10/2021,ARTA,550,625,510,625,286500
6/10/2021,ARTI,50,50,50,50,22400
6/10/2021,ARTO,12725,12950,12275,12900,30836700
6/10/2021,ASBI,320,320,296,300,510300
6/10/2021,ASDM,925,925,905,905,34800
6/10/2021,ASGR,765,770,755,765,127200
6/10/2021,ASII,5400,5425,5325,5400,42924200
6/10/2021,ASJT,222,222,218,220,296900
6/10/2021,ASMI,655,655,655,655,3100
6/10/2021,ASPI,52,53,51,53,2598400
6/10/2021,ASPI-W,16,16,15,15,4971100
6/10/2021,ASRI,182,190,181,186,23456700
6/10/2021,ASRM,1600,1610,1600,1610,1100
6/10/2021,ASSA,2470,2480,2370,2410,16296100
6/10/2021,ATAP,112,116,111,112,410600
6/10/2021,ATIC,725,740,725,730,9000
6/10/2021,AUTO,1140,1150,1135,1150,306200
6/10/2021,AYLS,90,99,86,91,52727200
6/10/2021,BABP,410,410,410,410,0
6/10/2021,BABP-W3,328,328,328,328,0
6/10/2021,BABP-W4,338,338,338,338,0
6/10/2021,BACA,394,486,394,462,475395400
6/10/2021,BACA-W2,358,422,300,422,18500
6/10/2021,BAJA,406,424,400,424,11432200
6/10/2021,BALI,615,625,610,615,182600
6/10/2021,BANK,2910,3050,2900,2970,86181900
6/10/2021,BANK-W,2500,2750,2450,2470,28900
6/10/2021,BAPA,50,50,50,50,400
6/10/2021,BAPI,50,50,50,50,1200
6/10/2021,BAPI-W,6,6,5,6,14337400
6/10/2021,BATA,640,680,640,680,400
6/10/2021,BAYU,1100,1100,1100,1100,2600
6/10/2021,BBCA,32775,33100,32450,33100,14652500
6/10/2021,BBHI,1570,1935,1570,1935,22267500
6/10/2021,BBKP,452,464,448,456,101870900
6/10/2021,BBLD,456,466,456,466,27500
6/10/2021,BBMD,1450,1470,1450,1455,38600
