<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/20/2020,AALI,10875.00,10975.00,10700.00,10825.00,694000
10/20/2020,ABBA,50.00,50.00,50.00,50.00,15600
10/20/2020,ABDA,6250.00,6250.00,6250.00,6250.00,100
10/20/2020,ABMM,845.00,845.00,825.00,835.00,74400
10/20/2020,ACES,1580.00,1595.00,1550.00,1595.00,5863100
10/20/2020,ACST,216.00,216.00,200.00,204.00,125835400
10/20/2020,ADES,1185.00,1200.00,1145.00,1170.00,90200
10/20/2020,ADHI,595.00,595.00,580.00,585.00,4963300
10/20/2020,ADMF,7550.00,7550.00,7475.00,7500.00,52500
10/20/2020,ADMG,142.00,142.00,137.00,139.00,1092100
10/20/2020,ADRO,1220.00,1225.00,1200.00,1210.00,42037100
10/20/2020,AGAR,500.00,500.00,500.00,500.00,1000
10/20/2020,AGII,600.00,625.00,595.00,625.00,1248100
10/20/2020,AGRO,424.00,440.00,400.00,424.00,232776800
10/20/2020,AGRS,163.00,187.00,163.00,179.00,29000
10/20/2020,AHAP,57.00,59.00,55.00,55.00,107400
10/20/2020,AIMS,136.00,137.00,136.00,137.00,500
10/20/2020,AISA,210.00,214.00,208.00,208.00,22620400
10/20/2020,AKKU,50.00,50.00,50.00,50.00,0
10/20/2020,AKPI,284.00,284.00,282.00,282.00,107600
10/20/2020,AKRA,2670.00,2710.00,2610.00,2680.00,16460500
10/20/2020,AKSI,374.00,376.00,374.00,374.00,24000
10/20/2020,ALDO,404.00,404.00,404.00,404.00,100100
10/20/2020,ALKA,216.00,216.00,216.00,216.00,300
10/20/2020,ALMI,193.00,206.00,193.00,206.00,4400
10/20/2020,ALTO,294.00,294.00,294.00,294.00,300
10/20/2020,AMAG,200.00,202.00,200.00,200.00,57500
10/20/2020,AMAN,296.00,296.00,276.00,276.00,944500
10/20/2020,AMAR,298.00,314.00,298.00,300.00,52900
10/20/2020,AMFG,2500.00,2510.00,2500.00,2500.00,1600
10/20/2020,AMIN,300.00,300.00,294.00,300.00,300
10/20/2020,AMOR,2110.00,2110.00,2110.00,2110.00,4500
10/20/2020,AMRT,670.00,690.00,660.00,675.00,119800
10/20/2020,ANDI,50.00,50.00,50.00,50.00,11600
10/20/2020,ANJT,505.00,510.00,505.00,510.00,4000
10/20/2020,ANTM,1055.00,1065.00,1020.00,1035.00,789265700
10/20/2020,APEX,161.00,164.00,160.00,160.00,24600
10/20/2020,APIC,910.00,925.00,905.00,910.00,15195700
10/20/2020,APII,169.00,169.00,157.00,157.00,800
10/20/2020,APLI,113.00,120.00,113.00,117.00,1100
10/20/2020,APLN,106.00,109.00,104.00,104.00,48724200
10/20/2020,ARGO,1745.00,1745.00,1745.00,1745.00,0
