<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
2/23/2021,IHSG,6267.454,6279.143,6241.951,6272.807,134986830
2/23/2021,AALI,11100,11100,10950,10975,601300
2/23/2021,ABBA,72,80,70,79,208936800
2/23/2021,ABDA,6300,6300,6300,6300,300
2/23/2021,ABMM,765,765,750,760,99800
2/23/2021,ACES,1625,1645,1605,1645,9434200
2/23/2021,ACST,400,404,382,394,39101600
2/23/2021,ADES,1695,1700,1650,1700,131400
2/23/2021,ADHI,1445,1465,1410,1430,12375600
2/23/2021,ADMF,8550,8675,8550,8600,60100
2/23/2021,ADMG,176,178,171,172,841400
2/23/2021,ADRO,1225,1230,1200,1205,96889300
2/23/2021,AGAR,380,380,370,380,900
2/23/2021,AGII,1380,1480,1345,1435,45553400
2/23/2021,AGRO,1275,1290,1240,1260,150576600
2/23/2021,AGRS,248,250,226,242,373300
2/23/2021,AHAP,61,61,59,60,100500
2/23/2021,AIMS,130,136,129,131,9900
2/23/2021,AISA,310,322,306,314,79342300
2/23/2021,AKKU,50,50,50,50,16500
2/23/2021,AKPI,466,480,460,470,7800
2/23/2021,AKRA,3470,3520,3460,3470,33393100
2/23/2021,AKSI,845,895,840,850,7700
2/23/2021,ALDO,450,460,440,440,11300
2/23/2021,ALKA,230,250,230,238,14600
2/23/2021,ALMI,250,258,250,250,1000
2/23/2021,ALTO,336,336,316,336,1000
2/23/2021,AMAG,232,232,228,232,25800
2/23/2021,AMAN,298,298,296,296,88800
2/23/2021,AMAR,276,276,258,258,2247000
2/23/2021,AMFG,3260,3300,3220,3300,312700
2/23/2021,AMIN,260,270,260,270,10900
2/23/2021,AMOR,3170,3190,3130,3140,1350800
2/23/2021,AMRT,880,885,820,870,6372300
2/23/2021,ANDI,51,51,50,50,5135600
2/23/2021,ANJT,675,675,660,660,2700
2/23/2021,ANTM,2940,3010,2920,2940,327105100
2/23/2021,APEX,505,515,498,510,85800
2/23/2021,APIC,810,830,810,830,91500400
2/23/2021,APII,175,176,174,176,245200
2/23/2021,APLI,206,206,194,195,57700
2/23/2021,APLN,183,184,178,180,41752000
2/23/2021,ARGO,2200,2200,1655,1870,45900
2/23/2021,ARII,176,176,158,170,57600
2/23/2021,ARKA,50,50,50,50,43800
2/23/2021,ARMY,50,50,50,50,0
2/23/2021,ARNA,740,740,730,735,241600
2/23/2021,ARTA,270,288,270,270,28000
2/23/2021,ARTI,50,50,50,50,23200
2/23/2021,ARTO,10925,11000,10150,10150,14605600
2/23/2021,ASBI,296,296,296,296,500
2/23/2021,ASDM,890,890,890,890,0
2/23/2021,ASGR,785,800,780,795,1275500
2/23/2021,ASII,5700,5825,5700,5725,60745000
2/23/2021,ASJT,228,240,226,232,300200
2/23/2021,ASMI,950,950,945,945,10500
2/23/2021,ASPI,68,70,65,66,15640100
2/23/2021,ASPI-W,11,11,8,9,9020700
2/23/2021,ASRI,242,246,238,240,51648000
2/23/2021,ASRM,1555,1555,1550,1550,600
2/23/2021,ASSA,1305,1335,1290,1330,14487700
2/23/2021,ATAP,117,120,112,116,146200
2/23/2021,ATIC,720,805,705,735,48200
2/23/2021,AUTO,1030,1045,1020,1025,1776500
2/23/2021,AYLS,50,50,50,50,9300
2/23/2021,BABP,55,61,55,55,149681700
2/23/2021,BABP-W3,54,54,43,50,10100
2/23/2021,BABP-W4,14,14,11,12,6374400
2/23/2021,BACA,620,645,605,615,16514400
2/23/2021,BACA-W2,80,80,80,80,0
2/23/2021,BAJA,124,126,123,126,334600
2/23/2021,BALI,700,705,700,700,26600
2/23/2021,BANK,1220,1510,1205,1470,272163600
2/23/2021,BANK-W,1115,1495,1000,1390,4109300
2/23/2021,BAPA,50,50,50,50,10400
2/23/2021,BAPI,50,50,50,50,800
2/23/2021,BAPI-W,1,3,1,3,15237700
2/23/2021,BATA,650,700,650,670,17100
2/23/2021,BAYU,1070,1070,1070,1070,0
2/23/2021,BBCA,34100,34225,33875,34125,11672000
2/23/2021,BBHI,850,850,830,850,3846500
2/23/2021,BBKP,560,570,550,560,173274700
2/23/2021,BBLD,394,402,394,402,117700
2/23/2021,BBMD,1455,1470,1445,1445,8900
2/23/2021,BBNI,5925,6000,5900,5950,19163800
2/23/2021,BBRI,4810,4830,4740,4790,98008100
2/23/2021,BBRM,50,50,50,50,110400
