<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
09/08/2020,AALI,11425.00,11450.00,11075.00,11200.00,1518200
09/08/2020,ABBA,50.00,50.00,50.00,50.00,16300
09/08/2020,ABDA,6925.00,6925.00,6925.00,6925.00,0
09/08/2020,ABMM,940.00,940.00,890.00,890.00,1600
09/08/2020,ACES,1570.00,1610.00,1545.00,1605.00,20544900
09/08/2020,ACST,280.00,284.00,266.00,266.00,411457400
09/08/2020,ADES,1240.00,1240.00,1200.00,1200.00,153000
09/08/2020,ADHI,595.00,605.00,595.00,595.00,4541700
09/08/2020,ADMF,7750.00,7775.00,7725.00,7775.00,17400
09/08/2020,ADMG,125.00,130.00,124.00,130.00,3900100
09/08/2020,ADRO,1250.00,1280.00,1220.00,1240.00,105277500
09/08/2020,AGAR,505.00,505.00,505.00,505.00,0
09/08/2020,AGII,470.00,476.00,466.00,470.00,543000
09/08/2020,AGRO,366.00,374.00,350.00,356.00,33676400
09/08/2020,AGRS,180.00,185.00,180.00,182.00,152600
09/08/2020,AHAP,52.00,53.00,52.00,52.00,6200
09/08/2020,AIMS,145.00,145.00,145.00,145.00,200
09/08/2020,AISA,238.00,248.00,218.00,224.00,205898100
09/08/2020,AKKU,50.00,50.00,50.00,50.00,0
09/08/2020,AKPI,290.00,290.00,290.00,290.00,1700
09/08/2020,AKRA,2850.00,2860.00,2810.00,2850.00,13882800
09/08/2020,AKSI,286.00,288.00,264.00,264.00,32900
09/08/2020,ALDO,342.00,342.00,342.00,342.00,0
09/08/2020,ALKA,250.00,250.00,250.00,250.00,100
09/08/2020,ALMI,198.00,198.00,198.00,198.00,100
09/08/2020,ALTO,334.00,340.00,312.00,340.00,35500
09/08/2020,AMAG,202.00,204.00,202.00,204.00,152700
09/08/2020,AMAN,262.00,264.00,262.00,262.00,379800
09/08/2020,AMAR,356.00,356.00,346.00,348.00,548800
09/08/2020,AMFG,2500.00,2500.00,2500.00,2500.00,0
09/08/2020,AMIN,232.00,232.00,218.00,218.00,600
09/08/2020,AMOR,2100.00,2110.00,2100.00,2110.00,7800
09/08/2020,AMRT,710.00,710.00,700.00,700.00,828800
09/08/2020,ANDI,50.00,50.00,50.00,50.00,1800
09/08/2020,ANJT,525.00,525.00,510.00,510.00,2100
09/08/2020,ANTM,825.00,840.00,820.00,825.00,60255800
09/08/2020,APEX,142.00,151.00,134.00,135.00,13100
09/08/2020,APIC,850.00,865.00,840.00,850.00,13415400
09/08/2020,APII,163.00,163.00,163.00,163.00,0
09/08/2020,APLI,117.00,117.00,117.00,117.00,100
09/08/2020,APLN,116.00,120.00,116.00,117.00,24584100
09/08/2020,ARGO,1650.00,1650.00,1650.00,1650.00,0
09/08/2020,ARII,430.00,448.00,430.00,440.00,5800
09/08/2020,ARKA,137.00,146.00,137.00,138.00,8173500
09/08/2020,ARMY,50.00,50.00,50.00,50.00,0
09/08/2020,ARNA,444.00,444.00,438.00,440.00,2262200
09/08/2020,ARTA,302.00,302.00,302.00,302.00,200
09/08/2020,ARTI,50.00,50.00,50.00,50.00,0
09/08/2020,ARTO,2780.00,2800.00,2740.00,2760.00,61200
09/08/2020,ASBI,398.00,398.00,398.00,398.00,0
09/08/2020,ASDM,905.00,945.00,900.00,940.00,1300
09/08/2020,ASGR,735.00,740.00,735.00,735.00,113200
09/08/2020,ASII,5025.00,5125.00,5025.00,5125.00,22790200
09/08/2020,ASJT,120.00,123.00,120.00,121.00,549100
09/08/2020,ASMI,1080.00,1080.00,1070.00,1070.00,12900
09/08/2020,ASPI,141.00,146.00,140.00,142.00,4877600
09/08/2020,ASPI-W,15.00,17.00,14.00,15.00,13602300
09/08/2020,ASRI,120.00,124.00,120.00,123.00,48342800
09/08/2020,ASRM,1770.00,1790.00,1750.00,1750.00,5800
09/08/2020,ASSA,550.00,560.00,550.00,550.00,5184300
09/08/2020,ATIC,680.00,680.00,660.00,660.00,400
09/08/2020,AUTO,885.00,895.00,885.00,885.00,262200
09/08/2020,AYLS,50.00,50.00,50.00,50.00,300
09/08/2020,AYLS-W,3.00,4.00,3.00,4.00,2818100
09/08/2020,BABP,50.00,50.00,50.00,50.00,1100
09/08/2020,BABP-W3,48.00,48.00,48.00,48.00,0
09/08/2020,BABP-W4,7.00,7.00,6.00,7.00,24900
09/08/2020,BACA,398.00,398.00,398.00,398.00,1018000
09/08/2020,BACA-W2,100.00,100.00,100.00,100.00,0
09/08/2020,BAJA,56.00,57.00,55.00,56.00,176500
09/08/2020,BALI,885.00,885.00,885.00,885.00,0
09/08/2020,BAPA,50.00,50.00,50.00,50.00,0
09/08/2020,BAPI,50.00,50.00,50.00,50.00,20500
09/08/2020,BAPI-W,2.00,3.00,2.00,3.00,1315900
09/08/2020,BATA,615.00,615.00,615.00,615.00,200
09/08/2020,BAYU,1180.00,1180.00,1180.00,1180.00,0
09/08/2020,BBCA,31425.00,31800.00,31425.00,31675.00,7929800
09/08/2020,BBHI,150.00,150.00,146.00,148.00,24400
09/08/2020,BBKP,286.00,288.00,270.00,274.00,182750400
09/08/2020,BBLD,378.00,378.00,378.00,378.00,0
09/08/2020,BBMD,1480.00,1480.00,1475.00,1475.00,700
09/08/2020,BBNI,5300.00,5300.00,5225.00,5250.00,22596800
09/08/2020,BBRI,3510.00,3570.00,3510.00,3520.00,81381900
09/08/2020,BBRM,50.00,50.00,50.00,50.00,0
09/08/2020,BBSI,650.00,750.00,650.00,750.00,17624900
09/08/2020,BBSS,129.00,133.00,125.00,129.00,17460500
09/08/2020,BBSS-W,6.00,6.00,5.00,6.00,8438400
09/08/2020,BBTN,1550.00,1565.00,1500.00,1500.00,30465100
09/08/2020,BBYB,270.00,270.00,270.00,270.00,100
09/08/2020,BCAP,128.00,129.00,125.00,129.00,1441600
09/08/2020,BCIC,700.00,700.00,700.00,700.00,0
09/08/2020,BCIP,50.00,51.00,50.00,50.00,1063300
09/08/2020,BDMN,2520.00,2540.00,2470.00,2470.00,4125300
09/08/2020,BEEF,193.00,195.00,188.00,192.00,2445600
09/08/2020,BEEF-W,11.00,12.00,11.00,12.00,356500
09/08/2020,BEKS,50.00,50.00,50.00,50.00,497200
09/08/2020,BELL,151.00,153.00,150.00,152.00,7474800
09/08/2020,BESS,274.00,282.00,274.00,274.00,120300
09/08/2020,BESS-W,110.00,169.00,70.00,115.00,588100
09/08/2020,BEST,154.00,173.00,154.00,168.00,481186200
09/08/2020,BFIN,414.00,414.00,408.00,410.00,4949800
09/08/2020,BGTG,50.00,50.00,50.00,50.00,160600
09/08/2020,BHAT,466.00,486.00,464.00,486.00,121109300
09/08/2020,BHIT,50.00,50.00,50.00,50.00,1012100
09/08/2020,BIKA,165.00,170.00,154.00,160.00,6200
09/08/2020,BIMA,50.00,50.00,50.00,50.00,0
09/08/2020,BINA,825.00,825.00,815.00,825.00,16100
09/08/2020,BIPI,50.00,50.00,50.00,50.00,1200
09/08/2020,BIPI-W,9.00,10.00,9.00,9.00,1120400
09/08/2020,BIPP,62.00,63.00,62.00,62.00,27400
09/08/2020,BIRD,1000.00,1065.00,985.00,1030.00,5507600
09/08/2020,BISI,905.00,990.00,900.00,925.00,2960400
09/08/2020,BJBR,1030.00,1040.00,1030.00,1035.00,4490100
09/08/2020,BJTM,590.00,600.00,585.00,590.00,5622200
09/08/2020,BKDP,51.00,51.00,51.00,51.00,9700
09/08/2020,BKSL,50.00,50.00,50.00,50.00,17600
09/08/2020,BKSW,73.00,76.00,71.00,71.00,237100
09/08/2020,BLTA,50.00,50.00,50.00,50.00,400
09/08/2020,BLTZ,3350.00,3350.00,3350.00,3350.00,0
09/08/2020,BLUE,555.00,565.00,555.00,560.00,116200
09/08/2020,BMAS,276.00,296.00,276.00,296.00,200
09/08/2020,BMRI,5900.00,6000.00,5875.00,5975.00,30173000
09/08/2020,BMSR,51.00,51.00,51.00,51.00,8500
09/08/2020,BMTR,284.00,286.00,278.00,282.00,137408500
09/08/2020,BNBA,326.00,326.00,320.00,326.00,63100
09/08/2020,BNBR,50.00,50.00,50.00,50.00,5100
09/08/2020,BNGA,815.00,820.00,805.00,810.00,1852300
09/08/2020,BNII,234.00,238.00,232.00,234.00,2344400
09/08/2020,BNLI,1325.00,1330.00,1320.00,1325.00,8511100
09/08/2020,BOGA,1400.00,1430.00,1400.00,1420.00,117548300
09/08/2020,BOLA,168.00,170.00,168.00,169.00,26500
09/08/2020,BOLT,720.00,720.00,720.00,720.00,0
09/08/2020,BOSS,77.00,79.00,75.00,76.00,3611300
09/08/2020,BPFI,1200.00,1200.00,1200.00,1200.00,14000
09/08/2020,BPII,10000.00,10000.00,10000.00,10000.00,0
09/08/2020,BPTR,82.00,85.00,80.00,81.00,4500
09/08/2020,BRAM,4700.00,4700.00,4700.00,4700.00,1000
09/08/2020,BRIS,970.00,980.00,955.00,960.00,40565700
09/08/2020,BRMS,53.00,57.00,51.00,54.00,248683300
09/08/2020,BRNA,970.00,970.00,965.00,965.00,200
09/08/2020,BRPT,825.00,850.00,805.00,815.00,86677300
09/08/2020,BRPT-W,444.00,444.00,444.00,444.00,0
09/08/2020,BSDE,745.00,755.00,735.00,735.00,16060100
09/08/2020,BSIM,500.00,500.00,500.00,500.00,6000
09/08/2020,BSIM-W3,18.00,18.00,18.00,18.00,200
09/08/2020,BSSR,1520.00,1520.00,1485.00,1485.00,6400
09/08/2020,BSWD,1750.00,1750.00,1750.00,1750.00,0
09/08/2020,BTEK,50.00,50.00,50.00,50.00,300
09/08/2020,BTEL,50.00,50.00,50.00,50.00,0
09/08/2020,BTON,180.00,180.00,178.00,178.00,115600
09/08/2020,BTPN,2290.00,2320.00,2290.00,2310.00,42500
09/08/2020,BTPS,3710.00,3770.00,3710.00,3750.00,2314100
09/08/2020,BUDI,98.00,98.00,96.00,96.00,790400
09/08/2020,BUKK,780.00,800.00,780.00,800.00,10900
09/08/2020,BULL,336.00,344.00,330.00,330.00,198766200
09/08/2020,BULL-W2,117.00,124.00,114.00,115.00,736900
