<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
7/12/2021,IHSG,6060.054,6097.12,6055.986,6078.568,156962988
7/12/2021,AALI,7575,7700,7575,7600,1465300
7/12/2021,ABBA,252,260,240,246,69583200
7/12/2021,ABDA,6950,6950,6950,6950,100
7/12/2021,ABMM,780,785,775,775,17200
7/12/2021,ACES,1555,1570,1540,1560,16613800
7/12/2021,ACST,224,226,210,212,12623800
7/12/2021,ADES,2220,2430,2180,2430,285400
7/12/2021,ADHI,720,730,710,710,15710300
7/12/2021,ADMF,7775,7800,7725,7725,140100
7/12/2021,ADMG,212,222,210,222,11728900
7/12/2021,ADRO,1270,1270,1235,1235,43425000
7/12/2021,AGAR,420,490,420,440,45100
7/12/2021,AGII,1565,1605,1565,1565,31761100
7/12/2021,AGRO,2000,2060,1875,1975,180248600
7/12/2021,AGRS,236,242,236,236,126501300
7/12/2021,AHAP,60,63,60,61,2433700
7/12/2021,AIMS,496,585,472,585,6224400
7/12/2021,AISA,216,218,206,206,16057000
7/12/2021,AKKU,50,50,50,50,31100
7/12/2021,AKPI,610,695,580,635,279800
7/12/2021,AKRA,3090,3130,3050,3050,4934500
7/12/2021,AKSI,422,525,422,452,195900
7/12/2021,ALDO,630,645,625,630,1530100
7/12/2021,ALKA,230,242,230,240,6100
7/12/2021,ALMI,228,234,228,234,800
7/12/2021,ALTO,346,346,346,346,4700
7/12/2021,AMAG,280,292,280,286,1247700
7/12/2021,AMAN,378,378,376,376,226000
7/12/2021,AMAR,268,276,264,270,6107700
7/12/2021,AMFG,3520,3520,3520,3520,1500
7/12/2021,AMIN,214,214,204,210,426400
7/12/2021,AMOR,3450,3560,3400,3500,1406900
7/12/2021,AMRT,1360,1405,1345,1365,92253200
7/12/2021,ANDI,50,50,50,50,78000
7/12/2021,ANJT,635,650,635,650,35400
7/12/2021,ANTM,2610,2670,2520,2550,176941700
7/12/2021,APEX,610,645,610,645,21200
7/12/2021,APIC,830,855,820,845,29582500
7/12/2021,APII,183,183,181,182,29900
7/12/2021,APLI,199,200,199,200,5600
7/12/2021,APLN,133,135,130,132,10088200
7/12/2021,ARCI,710,725,705,720,27965300
7/12/2021,ARGO,1530,1900,1530,1550,10700
7/12/2021,ARII,322,322,300,300,130800
7/12/2021,ARKA,50,50,50,50,6800
7/12/2021,ARMY,50,50,50,50,0
7/12/2021,ARNA,755,765,750,760,879400
7/12/2021,ARTA,446,550,446,468,335300
7/12/2021,ARTI,50,50,50,50,38400
7/12/2021,ARTO,13925,14900,13850,14575,23530900
7/12/2021,ASBI,292,304,290,298,160600
7/12/2021,ASDM,925,925,920,920,4300
7/12/2021,ASGR,720,720,715,720,121500
7/12/2021,ASII,4910,4950,4880,4920,26816600
7/12/2021,ASJT,228,228,218,224,26600
7/12/2021,ASMI,510,510,510,510,17900
7/12/2021,ASPI,50,50,50,50,27600
7/12/2021,ASPI-W,13,14,13,13,136900
7/12/2021,ASRI,159,163,158,163,32805400
7/12/2021,ASRM,1650,1710,1595,1595,5200
7/12/2021,ASSA,2630,2760,2460,2470,35241000
7/12/2021,ATAP,105,109,104,106,112700
7/12/2021,ATIC,1480,1505,1400,1495,586200
7/12/2021,AUTO,1085,1095,1085,1090,970600
7/12/2021,AYLS,71,71,68,69,1861200
7/12/2021,BABP,286,286,274,276,82785600
7/12/2021,BABP-W3,157,174,157,174,34300
7/12/2021,BABP-W4,222,238,218,222,215800
7/12/2021,BACA,452,482,450,470,169609400
7/12/2021,BACA-W2,390,448,282,440,1600
7/12/2021,BAJA,310,326,310,310,2052300
7/12/2021,BALI,580,620,575,600,2324100
7/12/2021,BANK,3490,3570,3470,3500,35120700
7/12/2021,BANK-W,2950,3200,2950,3200,253400
7/12/2021,BAPA,50,50,50,50,27200
7/12/2021,BAPI,50,50,50,50,700
7/12/2021,BAPI-W,6,6,5,5,7546300
7/12/2021,BATA,660,660,660,660,100
7/12/2021,BAYU,1000,1050,1000,1050,600
7/12/2021,BBCA,30350,30900,30100,30850,13196300
7/12/2021,BBHI,2450,2700,2450,2700,12823000
7/12/2021,BBKP,408,412,406,408,43224900
7/12/2021,BBLD,428,428,428,428,15000
7/12/2021,BBMD,1550,1580,1500,1570,69900
7/12/2021,BBNI,4650,4710,4600,4700,25159100
7/12/2021,BBRI,3800,3820,3750,3760,119727200
7/12/2021,BBRM,50,62,50,50,45457200
7/12/2021,BBSI,3420,3600,3420,3600,65800
7/12/2021,BBSS,51,51,51,51,2758900
7/12/2021,BBTN,1340,1350,1290,1295,43606700
7/12/2021,BBYB,595,670,565,625,192323100
7/12/2021,BCAP,119,120,114,116,42913200
7/12/2021,BCIC,700,700,700,700,0
7/12/2021,BCIP,58,58,56,57,760700
7/12/2021,BDMN,2240,2260,2190,2190,2322400
7/12/2021,BEBS,530,535,494,494,11733900
7/12/2021,BEEF,84,85,82,82,1746600
7/12/2021,BEKS,89,90,88,89,90993100
7/12/2021,BELL,127,127,121,127,2348500
7/12/2021,BESS,785,785,740,750,222800
7/12/2021,BESS-W,540,540,456,525,800
7/12/2021,BEST,128,130,125,125,17035900
7/12/2021,BFIN,880,880,825,825,134199500
7/12/2021,BGTG,135,143,132,137,126738200
7/12/2021,BHAT,730,735,720,725,117006400
7/12/2021,BHIT,88,91,85,85,303837600
7/12/2021,BIKA,292,300,270,276,572400
7/12/2021,BIMA,93,133,93,118,108955900
7/12/2021,BINA,5775,5775,5775,5775,0
7/12/2021,BIPI,50,50,50,50,23100
7/12/2021,BIPI-W,9,10,9,10,598900
7/12/2021,BIPP,55,55,53,55,2886900
7/12/2021,BIRD,1160,1200,1125,1195,1639800
7/12/2021,BISI,1095,1115,1085,1100,75300
7/12/2021,BJBR,1235,1240,1220,1230,2135400
7/12/2021,BJTM,700,705,700,705,5130500
7/12/2021,BKDP,50,58,50,54,18666100
7/12/2021,BKSL,57,59,54,55,448778600
7/12/2021,BKSW,196,224,191,212,292978600
7/12/2021,BLTA,50,50,50,50,14000
7/12/2021,BLTZ,2760,2760,2760,2760,200
7/12/2021,BLUE,685,685,660,675,74400
7/12/2021,BMAS,1400,1530,1400,1410,671400
7/12/2021,BMHS,925,1030,825,1025,544434300
7/12/2021,BMRI,5875,5875,5775,5800,19846300
7/12/2021,BMSR,176,176,160,160,1780300
7/12/2021,BMTR,270,276,268,268,33833900
7/12/2021,BNBA,1140,1400,1075,1400,106422700
7/12/2021,BNBR,50,50,50,50,7600
7/12/2021,BNGA,925,925,900,920,1316500
7/12/2021,BNII,340,356,338,342,10468700
7/12/2021,BNLI,2930,2970,2730,2730,4023100
7/12/2021,BOGA,1315,1330,1310,1320,85709500
7/12/2021,BOLA,312,312,304,304,156000
7/12/2021,BOLT,705,740,665,715,20300
7/12/2021,BOSS,81,82,77,77,72097900
7/12/2021,BPFI,1055,1055,1055,1055,0
7/12/2021,BPII,6750,6750,6650,6650,3600
7/12/2021,BPTR,114,116,112,114,308500
7/12/2021,BRAM,5550,5700,5550,5700,8300
7/12/2021,BRIS,2380,2450,2350,2360,49773000
7/12/2021,BRMS,108,108,99,99,876368800
7/12/2021,BRMS-W,34,34,30,30,364134100
7/12/2021,BRNA,1305,1305,1305,1305,1900
7/12/2021,BRPT,895,900,855,855,20845000
7/12/2021,BSDE,950,965,925,930,19929700
7/12/2021,BSIM,745,875,745,875,17656300
7/12/2021,BSSR,1650,1665,1645,1660,12400
7/12/2021,BSWD,1750,1750,1750,1750,0
7/12/2021,BTEK,50,50,50,50,900
7/12/2021,BTEL,50,50,50,50,0
7/12/2021,BTON,440,440,420,440,94400
7/12/2021,BTPN,2910,2910,2810,2870,35100
7/12/2021,BTPS,2720,2730,2660,2680,4028300
7/12/2021,BUDI,172,177,170,174,9186100
7/12/2021,BUKK,1010,1015,940,940,42100
7/12/2021,BULL,248,250,236,240,482260000
7/12/2021,BULL-W2,47,53,45,50,190700
7/12/2021,BUMI,60,61,58,59,488026800
7/12/2021,BUVA,60,61,59,60,1970500
7/12/2021,BVIC,161,167,158,164,21448500
7/12/2021,BWPT,86,91,85,89,98901200
7/12/2021,BYAN,13775,13900,13650,13675,132000
7/12/2021,CAKK,69,69,67,67,505500
7/12/2021,CAMP,262,268,254,258,5976800
7/12/2021,CANI,114,114,109,109,160900
7/12/2021,CARE,342,362,342,352,326628000
7/12/2021,CARS,50,50,50,50,7400
7/12/2021,CASA,404,404,404,404,2400
7/12/2021,CASA-W,208,208,208,208,0
7/12/2021,CASH,226,232,222,222,9370200
7/12/2021,CASS,342,370,342,366,290500
7/12/2021,CBMF,58,62,58,61,27789200
7/12/2021,CCSI,505,510,470,470,3788800
7/12/2021,CEKA,1785,1800,1780,1795,12100
7/12/2021,CENT,280,280,266,268,59816500
7/12/2021,CFIN,286,290,282,290,1853900
7/12/2021,CINT,186,187,186,187,38200
7/12/2021,CITA,3030,3030,3010,3010,400
7/12/2021,CITY,173,173,152,152,128300
7/12/2021,CITY-W,50,50,32,32,5300
7/12/2021,CLAY,785,925,735,735,30100
7/12/2021,CLEO,468,468,458,462,7812200
7/12/2021,CLPI,1015,1040,1010,1035,208000
7/12/2021,CMNP,1760,1760,1690,1720,3900
7/12/2021,CMNP-W,800,800,800,800,100
7/12/2021,CMPP,184,184,184,184,0
7/12/2021,CNKO,50,50,50,50,0
7/12/2021,CNTB,250,250,250,250,0
7/12/2021,CNTX,196,200,194,194,12200
7/12/2021,COCO,310,310,300,300,125300
7/12/2021,COCO-W,130,296,126,153,3000
7/12/2021,COWL,50,50,50,50,0
7/12/2021,CPIN,6375,6575,6375,6575,4063300
7/12/2021,CPRI,50,50,50,50,0
7/12/2021,CPRI-W,16,16,16,16,0
7/12/2021,CPRO,50,50,50,50,2200
7/12/2021,CSAP,410,410,406,406,200
7/12/2021,CSIS,74,75,72,73,1276100
7/12/2021,CSMI,2720,2950,2720,2950,1800
7/12/2021,CSRA,296,302,294,296,242100
7/12/2021,CTBN,3400,3400,3400,3400,100
7/12/2021,CTRA,960,975,945,955,20323100
7/12/2021,CTTH,51,51,50,51,1179300
7/12/2021,DADA,50,50,50,50,3232800
7/12/2021,DADA-W,9,10,9,10,9531900
7/12/2021,DART,210,210,210,210,1100
7/12/2021,DAYA,252,258,244,258,112800
7/12/2021,DCII,59000,59000,59000,59000,0
7/12/2021,DEAL,75,79,75,76,1412000
7/12/2021,DEAL-W,33,33,33,33,0
7/12/2021,DEFI,1630,1630,1630,1630,3300
7/12/2021,DEWA,50,50,50,50,674500
7/12/2021,DFAM,141,141,137,138,17200
7/12/2021,DGIK,70,71,68,70,8424800
7/12/2021,DGNS,1185,1305,1115,1270,107952800
7/12/2021,DIGI,416,428,400,402,37600
7/12/2021,DILD,174,174,172,172,3746500
7/12/2021,DIVA,3620,3720,3620,3680,197000
7/12/2021,DKFT,149,151,145,145,13003600
7/12/2021,DLTA,3780,3790,3770,3790,96900
7/12/2021,DMAS,198,202,193,196,35905400
7/12/2021,DMMX,1960,1990,1915,1955,20832100
7/12/2021,DMND,720,725,690,720,16800
7/12/2021,DNAR,226,240,226,232,11229400
7/12/2021,DNET,3220,3220,3180,3200,6100
7/12/2021,DOID,318,324,312,314,39209000
7/12/2021,DPNS,306,312,302,304,73900
7/12/2021,DPUM,50,50,50,50,1500
7/12/2021,DSFI,71,74,71,71,803300
7/12/2021,DSNG,515,545,510,535,33303100
7/12/2021,DSSA,14500,14500,14350,14375,900
7/12/2021,DUCK,115,128,115,118,44201900
7/12/2021,DUTI,3690,3690,3690,3690,0
7/12/2021,DVLA,2460,2550,2450,2510,35200
7/12/2021,DWGL,182,183,180,183,44100
7/12/2021,DWGL-W,34,34,31,33,668300
7/12/2021,DYAN,64,71,62,64,23901500
7/12/2021,EAST,66,66,64,65,152400
7/12/2021,EAST-W,9,9,8,9,2333500
7/12/2021,ECII,990,990,990,990,1000
7/12/2021,EDGE,35775,35850,33075,33075,128200
7/12/2021,EKAD,1430,1455,1415,1425,248700
7/12/2021,ELSA,280,280,272,274,31604800
7/12/2021,ELTY,50,50,50,50,300
7/12/2021,EMDE,199,200,193,200,12800
7/12/2021,EMTK,2780,2800,2640,2640,98219100
7/12/2021,ENRG,119,131,119,130,316634600
7/12/2021,ENVY,50,50,50,50,0
