<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
07/10/2020,AALI,8725.00,8725.00,8425.00,8475.00,798700
07/10/2020,ABBA,50.00,50.00,50.00,50.00,1658200
07/10/2020,ABDA,6400.00,6400.00,6400.00,6400.00,0
07/10/2020,ABMM,1320.00,1345.00,1235.00,1320.00,11000
07/10/2020,ACES,1560.00,1565.00,1520.00,1555.00,5855600
07/10/2020,ACST,266.00,274.00,264.00,268.00,546200
07/10/2020,ADES,850.00,865.00,850.00,855.00,33900
07/10/2020,ADHI,640.00,645.00,630.00,635.00,8511500
07/10/2020,ADMF,7275.00,7325.00,7150.00,7300.00,140500
07/10/2020,ADMG,101.00,105.00,100.00,103.00,598700
07/10/2020,ADRO,1095.00,1110.00,1080.00,1085.00,70076300
07/10/2020,AGAR,515.00,530.00,515.00,530.00,700
07/10/2020,AGII,580.00,580.00,560.00,560.00,103400
07/10/2020,AGRO,143.00,159.00,140.00,150.00,154114800
07/10/2020,AGRS,100.00,100.00,98.00,100.00,24200
07/10/2020,AHAP,50.00,50.00,50.00,50.00,0
07/10/2020,AIMS,180.00,180.00,180.00,180.00,0
07/10/2020,AISA,168.00,168.00,168.00,168.00,0
07/10/2020,AKKU,50.00,50.00,50.00,50.00,900
07/10/2020,AKPI,296.00,296.00,296.00,296.00,0
07/10/2020,AKRA,2490.00,2520.00,2400.00,2420.00,18537500
07/10/2020,AKSI,330.00,350.00,314.00,314.00,162400
07/10/2020,ALDO,400.00,400.00,400.00,400.00,100
07/10/2020,ALKA,428.00,428.00,428.00,428.00,0
07/10/2020,ALMI,204.00,210.00,204.00,210.00,66800
07/10/2020,ALTO,352.00,354.00,330.00,330.00,3700
07/10/2020,AMAG,270.00,280.00,270.00,280.00,400
07/10/2020,AMAN,195.00,196.00,195.00,196.00,236700
07/10/2020,AMAR,390.00,470.00,364.00,392.00,1150300
07/10/2020,AMFG,2600.00,2750.00,2600.00,2750.00,6300
07/10/2020,AMIN,268.00,270.00,268.00,270.00,3600
07/10/2020,AMOR,1975.00,2000.00,1975.00,2000.00,200
07/10/2020,AMRT,785.00,785.00,780.00,780.00,437200
07/10/2020,ANDI,50.00,50.00,50.00,50.00,25700
07/10/2020,ANJT,535.00,555.00,535.00,555.00,400
07/10/2020,ANTM,650.00,665.00,640.00,645.00,44571600
07/10/2020,APEX,181.00,181.00,172.00,175.00,88300
07/10/2020,APIC,845.00,845.00,825.00,825.00,10657200
