<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
12/14/2021,IHSG,6665.383,6671.313,6598.695,6615.637,209013667
12/14/2021,AALI,9800,9975,9800,9850,614900
12/14/2021,ABBA,394,398,380,392,5001200
12/14/2021,ABDA,7175,8150,7175,7200,3000
12/14/2021,ABMM,1530,1545,1450,1490,4744200
12/14/2021,ACES,1280,1320,1280,1305,26519400
12/14/2021,ACST,232,236,230,234,10019800
12/14/2021,ADES,2900,2990,2900,2960,90600
12/14/2021,ADHI,1055,1060,1025,1040,12134000
12/14/2021,ADMF,7750,7750,7725,7750,53700
12/14/2021,ADMG,208,210,202,202,1036700
12/14/2021,ADRO,1910,1930,1870,1920,205410600
12/14/2021,AGAR,342,342,326,328,6000
12/14/2021,AGII,1455,1480,1440,1440,3106700
12/14/2021,AGRO,2080,2080,1990,2030,47977600
12/14/2021,AGRS,194,195,177,185,302918800
12/14/2021,AHAP,73,74,72,72,7142700
12/14/2021,AIMS,436,460,436,454,1964500
12/14/2021,AISA,210,212,204,204,2510000
12/14/2021,AKKU,50,50,50,50,124500
12/14/2021,AKPI,1135,1145,1050,1130,209700
12/14/2021,AKRA,4250,4320,4180,4230,3664100
12/14/2021,AKSI,402,402,392,392,4000
12/14/2021,ALDO,850,910,820,910,6425100
12/14/2021,ALDO-W,1,1,1,1,0
12/14/2021,ALKA,256,266,244,250,125900
12/14/2021,ALMI,260,270,248,252,11700
12/14/2021,ALTO,272,276,262,276,2300
12/14/2021,AMAG,344,344,338,340,1100700
12/14/2021,AMAN,525,530,525,525,983700
12/14/2021,AMAR,540,605,500,555,106374900
12/14/2021,AMFG,4420,4420,4210,4360,49600
12/14/2021,AMIN,212,222,202,214,331300
12/14/2021,AMOR,1875,1875,1800,1825,617400
12/14/2021,AMRT,1175,1185,1160,1165,5092700
12/14/2021,ANDI,50,50,50,50,177000
12/14/2021,ANJT,970,975,935,975,87600
12/14/2021,ANTM,2320,2320,2280,2290,28618000
12/14/2021,APEX,530,540,520,520,27900
12/14/2021,APIC,1105,1125,1100,1100,13248900
12/14/2021,APII,258,264,252,264,794800
12/14/2021,APLI,200,200,200,200,22900
12/14/2021,APLN,130,130,127,127,3883600
12/14/2021,ARCI,555,560,550,550,2769600
12/14/2021,ARGO,1570,1575,1500,1500,2200
12/14/2021,ARII,250,250,236,240,53800
12/14/2021,ARKA,56,56,55,55,8406700
12/14/2021,ARMY,50,50,50,50,0
12/14/2021,ARNA,840,845,830,845,377100
12/14/2021,ARTA,2080,2120,2080,2090,29000
12/14/2021,ARTI,50,50,50,50,0
12/14/2021,ARTO,15800,15800,15300,15350,15279000
12/14/2021,ASBI,298,298,298,298,100
12/14/2021,ASDM,950,960,940,960,20100
12/14/2021,ASGR,795,805,790,795,302900
12/14/2021,ASII,5925,5925,5850,5875,17233700
12/14/2021,ASJT,141,142,140,140,448200
12/14/2021,ASMI,260,264,248,248,166200
12/14/2021,ASPI,70,76,70,73,2097800
12/14/2021,ASPI-W,19,21,19,19,2936500
12/14/2021,ASRI,172,172,168,171,10233400
12/14/2021,ASRM,1675,1675,1675,1675,0
12/14/2021,ASSA,3640,3640,3480,3520,12466800
12/14/2021,ATAP,148,171,148,159,40853600
12/14/2021,ATIC,630,645,600,605,199800
12/14/2021,AUTO,1250,1285,1230,1275,5042500
12/14/2021,AVIA,900,900,860,885,87670400
12/14/2021,AYLS,272,336,254,336,634203900
12/14/2021,BABP,238,240,226,228,181526800
12/14/2021,BABP-W3,143,143,118,122,89000
12/14/2021,BABP-W4,190,190,170,171,79200
12/14/2021,BACA,288,290,274,280,45803000
12/14/2021,BACA-W2,10,10,10,10,0
12/14/2021,BAJA,356,358,348,350,652000
12/14/2021,BALI,910,920,870,900,1360500
12/14/2021,BANK,2450,2470,2400,2420,13867600
12/14/2021,BANK-W,2370,2370,2370,2370,0
12/14/2021,BAPA,67,73,67,70,17897200
12/14/2021,BAPI,50,50,50,50,1500
12/14/2021,BAPI-W,6,7,6,7,36031000
12/14/2021,BATA,496,496,492,492,1100
12/14/2021,BAYU,1130,1190,1130,1190,3900
12/14/2021,BBCA,7300,7375,7275,7300,49763600
12/14/2021,BBHI,7975,7975,7325,7375,7207300
12/14/2021,BBKP,310,312,300,304,220441900
12/14/2021,BBLD,396,400,396,396,90000
12/14/2021,BBMD,2010,2010,1985,2010,55000
12/14/2021,BBNI,6850,6900,6775,6875,14104600
12/14/2021,BBRI,4150,4160,4130,4130,100110000
12/14/2021,BBRM,50,50,50,50,50100
12/14/2021,BBSI,4350,4390,4300,4300,54200
12/14/2021,BBSS,57,57,55,55,4699800
12/14/2021,BBTN,1765,1765,1725,1750,18774900
12/14/2021,BBYB,2570,2650,2410,2630,84100900
12/14/2021,BCAP,78,78,75,75,27916200
12/14/2021,BCIC,244,252,232,238,23195600
12/14/2021,BCIP,92,101,92,94,61048200
12/14/2021,BDMN,2420,2420,2370,2390,1490800
12/14/2021,BEBS,4400,4770,4390,4620,35579100
12/14/2021,BEEF,72,72,70,72,1853900
12/14/2021,BEKS,65,66,64,65,63427600
12/14/2021,BELL,140,153,140,141,3909700
12/14/2021,BESS,1070,1070,1005,1005,143400
12/14/2021,BESS-W,555,555,390,400,717200
12/14/2021,BEST,124,124,119,120,10890900
12/14/2021,BFIN,1005,1025,1000,1005,25376000
12/14/2021,BGTG,340,346,322,340,301882600
12/14/2021,BHAT,960,960,950,960,1457700
12/14/2021,BHIT,61,62,58,60,208047100
12/14/2021,BIKA,250,252,248,248,32100
12/14/2021,BIMA,186,186,179,179,2461900
12/14/2021,BINA,3900,3900,3630,3770,2338100
12/14/2021,BINO,148,148,139,141,4501700
12/14/2021,BINO-W,25,25,23,24,4638700
12/14/2021,BIPI,50,51,50,50,953142800
12/14/2021,BIPI-W,15,15,14,15,698300
12/14/2021,BIPP,53,53,51,52,1406400
12/14/2021,BIRD,1575,1590,1520,1550,7346600
12/14/2021,BISI,990,1000,990,995,72700
12/14/2021,BJBR,1430,1430,1400,1400,1964400
12/14/2021,BJTM,765,765,755,755,6056200
12/14/2021,BKDP,51,51,50,51,423400
12/14/2021,BKSL,62,62,59,60,78008600
12/14/2021,BKSW,240,264,226,244,277775900
12/14/2021,BLTA,50,50,50,50,21300
12/14/2021,BLTZ,3290,3290,3100,3100,200
12/14/2021,BLUE,545,545,545,545,93700
12/14/2021,BMAS,1930,2140,1850,2000,2008500
12/14/2021,BMHS,885,900,875,890,24546600
12/14/2021,BMRI,7125,7200,7100,7175,32530700
12/14/2021,BMSR,252,274,252,274,4852100
12/14/2021,BMTR,264,264,262,264,14289100
12/14/2021,BNBA,4450,4500,4130,4310,10244900
12/14/2021,BNBR,50,50,50,50,35900
12/14/2021,BNGA,985,990,975,975,4431300
12/14/2021,BNII,364,368,356,360,10655000
12/14/2021,BNLI,1695,1700,1685,1700,68600
12/14/2021,BOBA,266,266,258,260,501400
12/14/2021,BOGA,1390,1400,1385,1385,111561900
12/14/2021,BOLA,655,690,635,640,18792300
12/14/2021,BOLT,880,1100,820,860,96800
12/14/2021,BOSS,72,73,70,70,6319800
12/14/2021,BPFI,1040,1040,1040,1040,13000
12/14/2021,BPII,5850,5850,5850,5850,200
12/14/2021,BPTR,426,510,422,492,13275700
12/14/2021,BRAM,12675,12675,12425,12425,3900
12/14/2021,BRIS,1895,1905,1870,1880,8859400
12/14/2021,BRMS,119,127,118,126,1238437400
12/14/2021,BRNA,1110,1205,1110,1205,1900
12/14/2021,BRPT,890,890,880,885,28513200
12/14/2021,BSDE,1040,1045,1025,1035,22959700
12/14/2021,BSIM,1045,1075,970,970,1586800
12/14/2021,BSSR,3940,3950,3670,3830,47300
12/14/2021,BSWD,1750,1750,1750,1750,0
12/14/2021,BTEK,50,50,50,50,300
12/14/2021,BTEL,50,50,50,50,0
12/14/2021,BTON,408,408,390,396,14900
12/14/2021,BTPN,2730,2730,2670,2720,12200
12/14/2021,BTPS,3780,3840,3780,3840,5526500
12/14/2021,BUDI,177,177,174,175,3207000
12/14/2021,BUKA,510,510,482,488,230161800
12/14/2021,BUKK,1285,1350,1240,1340,48500
12/14/2021,BULL,244,248,230,234,327232700
12/14/2021,BULL-W2,42,45,40,40,161900
12/14/2021,BUMI,71,72,68,70,159297400
12/14/2021,BUVA,60,60,60,60,0
12/14/2021,BVIC,256,276,246,258,429775500
12/14/2021,BWPT,82,82,78,79,15821100
12/14/2021,BYAN,26525,26700,26200,26550,62200
12/14/2021,CAKK,107,110,104,105,27941300
12/14/2021,CAMP,292,296,290,296,957100
12/14/2021,CANI,164,167,162,163,839000
12/14/2021,CARE,505,510,490,490,405362600
12/14/2021,CARS,50,50,50,50,800
12/14/2021,CASA,540,540,525,525,2567800
12/14/2021,CASH,392,392,360,360,10120200
12/14/2021,CASS,498,498,476,490,40900
12/14/2021,CBMF,82,82,80,81,7307300
12/14/2021,CCSI,560,595,560,575,1784000
12/14/2021,CEKA,1915,1930,1910,1910,31200
12/14/2021,CENT,288,290,280,280,23651500
12/14/2021,CFIN,266,266,264,266,574200
12/14/2021,CINT,268,268,254,260,5200
12/14/2021,CITA,2790,2840,2750,2840,700
12/14/2021,CITY,176,178,169,169,22200
12/14/2021,CLAY,755,860,755,825,20600
12/14/2021,CLEO,454,456,446,450,1576400
12/14/2021,CLPI,1020,1025,1010,1020,69900
12/14/2021,CMNP,1470,1485,1450,1470,176200
12/14/2021,CMNP-W,450,470,440,440,154000
12/14/2021,CMNT,1085,1090,1065,1070,49384600
12/14/2021,CMPP,184,184,184,184,0
12/14/2021,CMRY,3490,3490,3390,3440,6752400
12/14/2021,CNKO,50,50,50,50,1500
12/14/2021,CNTB,250,250,250,250,0
12/14/2021,CNTX,322,344,304,316,74300
12/14/2021,COCO,290,298,280,290,16800500
12/14/2021,COCO-W,57,57,57,57,0
12/14/2021,COWL,50,50,50,50,0
12/14/2021,CPIN,5950,6000,5900,5900,4151500
12/14/2021,CPRI,50,50,50,50,0
12/14/2021,CPRI-W,12,12,12,12,0
12/14/2021,CPRO,116,116,107,109,638980900
12/14/2021,CSAP,575,575,550,555,90900
12/14/2021,CSIS,147,149,143,148,23423500
12/14/2021,CSMI,3500,3560,3500,3560,200
12/14/2021,CSRA,540,590,515,520,3168300
12/14/2021,CTBN,2430,2530,2380,2390,2600
12/14/2021,CTRA,1050,1055,1025,1030,14711700
12/14/2021,CTTH,50,51,50,50,1241000
12/14/2021,DADA,50,50,50,50,44500
12/14/2021,DADA-W,11,12,10,11,3281200
12/14/2021,DART,272,272,266,272,353700
12/14/2021,DAYA,298,302,278,302,584800
12/14/2021,DCII,40500,40500,39500,39500,7700
12/14/2021,DEAL,50,50,50,50,64200
12/14/2021,DEFI,850,850,850,850,0
12/14/2021,DEPO,530,530,515,530,8079900
12/14/2021,DEWA,50,50,50,50,2291700
12/14/2021,DFAM,374,374,370,370,25000
12/14/2021,DGIK,228,234,220,224,90651700
12/14/2021,DGNS,765,780,755,755,2333700
12/14/2021,DIGI,121,124,118,119,4152000
12/14/2021,DILD,164,166,164,164,1038500
12/14/2021,DIVA,2040,2040,1955,1960,333800
12/14/2021,DKFT,127,128,125,126,2819300
12/14/2021,DLTA,3800,3810,3790,3800,38400
12/14/2021,DMAS,202,204,198,198,21548500
12/14/2021,DMMX,2640,2670,2590,2590,3808500
12/14/2021,DMND,855,930,850,885,348300
12/14/2021,DNAR,356,362,334,340,65814700
12/14/2021,DNET,3240,3260,3230,3260,13200
12/14/2021,DOID,272,274,264,266,22688500
12/14/2021,DPNS,404,410,404,406,158600
12/14/2021,DPUM,50,50,50,50,0
12/14/2021,DSFI,99,101,99,100,3000900
12/14/2021,DSNG,490,490,480,480,12860200
12/14/2021,DSSA,49000,49000,49000,49000,100
12/14/2021,DUCK,176,176,176,176,0
12/14/2021,DUTI,3310,3310,3300,3300,300
12/14/2021,DVLA,2760,2800,2740,2740,5000
12/14/2021,DWGL,166,224,166,198,2256500
12/14/2021,DWGL-W,25,38,23,32,27490600
12/14/2021,DYAN,78,79,77,78,2989800
12/14/2021,EAST,91,92,90,91,1057500
12/14/2021,EAST-W,12,12,11,12,1615900
12/14/2021,ECII,940,940,940,940,1000
12/14/2021,EDGE,23900,23900,23900,23900,0
12/14/2021,EKAD,1460,1460,1450,1455,187800
12/14/2021,ELSA,292,294,284,286,15122300
12/14/2021,ELTY,50,50,50,50,0
12/14/2021,EMDE,184,184,184,184,0
12/14/2021,EMTK,2230,2320,2150,2200,49482800
12/14/2021,ENRG,109,109,104,106,90404800
12/14/2021,ENVY,50,50,50,50,0
12/14/2021,ENZO,50,50,50,50,65700
12/14/2021,ENZO-W,15,16,15,16,204100
12/14/2021,EPAC,53,57,52,54,86381900
12/14/2021,EPMT,2640,2650,2630,2630,2300
12/14/2021,ERAA,610,615,600,610,54647600
12/14/2021,ERTX,193,202,193,196,728300
12/14/2021,ESIP,107,115,101,115,18336700
12/14/2021,ESSA,406,416,400,412,73950700
12/14/2021,ESTA,226,228,214,226,119700
12/14/2021,ESTI,130,137,130,134,990400
12/14/2021,ETWA,62,62,62,62,0
12/14/2021,EXCL,3180,3200,3130,3190,11155800
12/14/2021,FAPA,3180,3180,3170,3180,101100
12/14/2021,FAST,990,990,965,985,5600
12/14/2021,FASW,7600,7600,7600,7600,0
12/14/2021,FILM,865,880,830,865,13919900
12/14/2021,FIMP,50,50,46,47,11217900
12/14/2021,FIMP-W,18,18,16,18,10500
12/14/2021,FIRE,480,482,472,474,927200
12/14/2021,FISH,8550,8550,8550,8550,200
12/14/2021,FITT,625,625,615,615,13746700
12/14/2021,FITT-W,490,490,490,490,0
12/14/2021,FLMC,458,490,458,490,3698000
12/14/2021,FMII,386,386,382,382,27500
12/14/2021,FOOD,109,118,109,117,1740300
12/14/2021,FORU,230,268,220,264,19440900
12/14/2021,FORZ,50,50,50,50,0
12/14/2021,FPNI,230,230,222,226,1718900
12/14/2021,FREN,90,92,88,91,864957700
12/14/2021,FREN-W2,27,28,26,27,300493100
12/14/2021,FUJI,510,535,500,535,26800
12/14/2021,GAMA,50,50,50,50,17400
12/14/2021,GDST,99,100,97,97,750900
12/14/2021,GDYR,1350,1350,1340,1340,26700
12/14/2021,GEMA,356,356,356,356,0
12/14/2021,GEMS,6100,6150,5700,5700,54400
12/14/2021,GGRM,32000,32000,31050,31400,1580200
12/14/2021,GGRP,825,850,805,830,357600
12/14/2021,GHON,2320,2330,2280,2330,19300
12/14/2021,GIAA,222,222,222,222,0
12/14/2021,GJTL,675,680,670,680,895400
12/14/2021,GLOB,246,248,236,240,48500
12/14/2021,GLVA,280,286,272,274,895500
12/14/2021,GMFI,80,80,78,78,295500
12/14/2021,GMTD,16725,16725,16725,16725,0
12/14/2021,GOLD,396,414,394,408,18400
12/14/2021,GOLL,50,50,50,50,0
12/14/2021,GOOD,500,500,494,498,6806300
12/14/2021,GPRA,94,95,93,94,5840000
12/14/2021,GPSO,133,134,127,127,414900
