<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
4/21/2022,IHSG,7249.497,7294.672,7245.726,7276.193,188910472
4/21/2022,AALI,12450,13075,12450,12975,3591600
4/21/2022,ABBA,230,234,218,222,14182600
4/21/2022,ABDA,5600,6650,5600,6650,1800
4/21/2022,ABMM,2390,2480,2340,2390,3641500
4/21/2022,ACES,1100,1100,1070,1075,33917100
4/21/2022,ACST,181,184,180,181,7306900
4/21/2022,ADCP,74,93,74,87,476696000
4/21/2022,ADES,3710,3730,3700,3710,112900
4/21/2022,ADHI,705,740,700,725,21184200
4/21/2022,ADMF,7950,8075,7925,8075,200000
4/21/2022,ADMG,183,185,180,182,942200
4/21/2022,ADMR,2800,2840,2600,2600,188847300
4/21/2022,ADRO,3270,3460,3260,3270,187585800
4/21/2022,AGAR,324,364,324,330,117900
4/21/2022,AGII,2290,2390,2250,2280,10989500
4/21/2022,AGRO,1065,1080,1025,1030,16038500
4/21/2022,AGRS,131,132,127,128,8144500
4/21/2022,AHAP,63,69,61,63,31418500
4/21/2022,AIMS,280,280,270,270,63900
4/21/2022,AISA,176,178,175,175,2866600
4/21/2022,AKKU,50,50,50,50,4679700
4/21/2022,AKPI,925,950,895,945,50700
4/21/2022,AKRA,940,1035,935,1025,126072100
4/21/2022,AKSI,356,374,338,356,10409400
4/21/2022,ALDO,1185,1200,1100,1100,20647500
4/21/2022,ALDO-W,199,212,196,202,552700
4/21/2022,ALKA,300,306,298,298,29500
4/21/2022,ALMI,284,300,284,286,2900
4/21/2022,ALTO,199,210,199,210,3400
4/21/2022,AMAG,390,390,376,388,48200
4/21/2022,AMAN,525,525,520,520,219900
4/21/2022,AMAR,376,380,350,356,19961600
4/21/2022,AMFG,6400,6400,5975,5975,103000
4/21/2022,AMIN,155,155,153,153,72500
4/21/2022,AMOR,1630,1640,1550,1550,46300
4/21/2022,AMRT,1735,1740,1645,1705,49823800
4/21/2022,ANDI,50,50,50,50,36700
4/21/2022,ANJT,1035,1035,1015,1020,1589400
4/21/2022,ANTM,2830,2840,2760,2790,69884500
4/21/2022,APEX,494,498,480,484,206900
4/21/2022,APIC,1090,1105,1085,1090,13780200
4/21/2022,APII,186,189,185,188,1088600
4/21/2022,APLI,202,202,202,202,100
4/21/2022,APLN,114,115,112,113,5600800
4/21/2022,ARCI,482,482,466,466,26316600
4/21/2022,ARGO,1250,1610,1250,1575,23800
4/21/2022,ARII,248,248,244,248,21200
4/21/2022,ARKA,50,50,50,50,730300
4/21/2022,ARMY,50,50,50,50,0
4/21/2022,ARNA,1000,1010,970,990,1578700
4/21/2022,ARTA,1810,1820,1810,1820,3500
4/21/2022,ARTI,50,50,50,50,0
4/21/2022,ARTO,12400,12900,12250,12425,13165400
4/21/2022,ASBI,298,300,292,298,1800
4/21/2022,ASDM,1020,1020,1005,1010,14300
