<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
7/9/2021,IHSG,6037.004,6060.541,6026.548,6039.844,145119572
7/9/2021,AALI,7575,7675,7500,7575,2225800
7/9/2021,ABBA,232,256,232,250,76103000
7/9/2021,ABDA,6950,6950,6950,6950,100
7/9/2021,ABMM,780,790,775,775,60700
7/9/2021,ACES,1570,1570,1505,1545,10635900
7/9/2021,ACST,218,222,216,220,5568000
7/9/2021,ADES,2260,2270,2120,2210,234500
7/9/2021,ADHI,700,720,700,715,18797000
7/9/2021,ADMF,7800,7850,7725,7750,615700
7/9/2021,ADMG,212,224,204,212,11362800
7/9/2021,ADRO,1230,1255,1215,1250,46284000
7/9/2021,AGAR,416,420,412,420,7400
7/9/2021,AGII,1540,1620,1525,1555,77756000
7/9/2021,AGRO,2160,2190,2010,2010,197396000
7/9/2021,AGRS,270,280,252,252,121640800
7/9/2021,AHAP,61,67,61,61,13380100
7/9/2021,AIMS,378,470,376,470,935300
7/9/2021,AISA,222,246,214,216,120488600
7/9/2021,AKKU,50,51,50,50,875100
7/9/2021,AKPI,590,735,550,600,1160700
7/9/2021,AKRA,3130,3140,3080,3090,6344600
7/9/2021,AKSI,410,430,390,422,35100
7/9/2021,ALDO,630,670,620,630,3546200
7/9/2021,ALKA,240,246,240,242,5800
7/9/2021,ALMI,240,240,240,240,100
7/9/2021,ALTO,348,348,326,346,30000
7/9/2021,AMAG,290,300,290,290,4030600
7/9/2021,AMAN,378,378,376,378,232100
7/9/2021,AMAR,252,270,248,264,7417700
7/9/2021,AMFG,3510,3510,3510,3510,200
7/9/2021,AMIN,230,282,214,214,4238800
7/9/2021,AMOR,3410,3800,3330,3420,2145200
7/9/2021,AMRT,1340,1360,1325,1355,37273300
7/9/2021,ANDI,50,50,50,50,31100
7/9/2021,ANJT,605,635,605,635,19500
7/9/2021,ANTM,2560,2630,2530,2590,185723500
7/9/2021,APEX,645,645,635,635,42600
7/9/2021,APIC,830,840,815,830,27678300
7/9/2021,APII,184,184,183,183,18600
7/9/2021,APLI,208,210,200,200,19700
7/9/2021,APLN,133,135,130,132,10594600
7/9/2021,ARCI,720,725,700,705,36847100
7/9/2021,ARGO,1535,1550,1430,1530,15100
7/9/2021,ARII,350,406,322,322,5865400
7/9/2021,ARKA,50,50,50,50,45500
7/9/2021,ARMY,50,50,50,50,0
7/9/2021,ARNA,755,765,745,755,1901600
7/9/2021,ARTA,448,488,440,444,37300
7/9/2021,ARTI,50,50,50,50,8500
7/9/2021,ARTO,14000,14225,13850,13900,8519000
7/9/2021,ASBI,288,292,286,292,68100
7/9/2021,ASDM,920,925,920,925,2400
7/9/2021,ASGR,720,720,715,720,121800
7/9/2021,ASII,4880,4920,4870,4910,21088500
7/9/2021,ASJT,228,228,218,228,106900
7/9/2021,ASMI,585,585,545,545,8000
7/9/2021,ASPI,50,50,50,50,4000
7/9/2021,ASPI-W,13,14,12,13,858100
7/9/2021,ASRI,160,163,158,158,16535700
7/9/2021,ASRM,1835,1835,1710,1715,3900
7/9/2021,ASSA,2470,2640,2440,2620,20732600
7/9/2021,ATAP,106,107,105,105,291700
7/9/2021,ATIC,1515,1545,1410,1480,836900
7/9/2021,AUTO,1080,1090,1080,1085,857900
7/9/2021,AYLS,70,72,67,71,4000200
7/9/2021,BABP,294,296,276,284,152136800
7/9/2021,BABP-W3,212,212,193,206,11500
7/9/2021,BABP-W4,246,246,228,238,152700
7/9/2021,BACA,454,476,450,450,155151600
7/9/2021,BACA-W2,286,392,286,392,1300
7/9/2021,BAJA,318,334,318,326,861800
7/9/2021,BALI,560,600,560,575,3736600
7/9/2021,BANK,3510,3550,3470,3480,37509000
7/9/2021,BANK-W,2880,3300,2880,3140,11400
7/9/2021,BAPA,50,50,50,50,1100
7/9/2021,BAPI,50,50,50,50,1200
7/9/2021,BAPI-W,5,6,5,6,11201600
7/9/2021,BATA,660,660,660,660,100
7/9/2021,BAYU,985,990,985,990,500
7/9/2021,BBCA,30050,30100,29950,30100,8141500
7/9/2021,BBHI,1735,2160,1735,2160,700100
7/9/2021,BBKP,410,412,404,406,58874400
7/9/2021,BBLD,428,428,428,428,100
7/9/2021,BBMD,1550,1550,1500,1550,186700
7/9/2021,BBNI,4760,4760,4620,4640,28321000
7/9/2021,BBRI,3860,3870,3780,3800,127826500
7/9/2021,BBRM,50,63,50,50,22634900
7/9/2021,BBSI,3350,3480,3290,3420,50600
7/9/2021,BBSS,54,54,54,54,759800
7/9/2021,BBTN,1360,1365,1325,1335,20613400
7/9/2021,BBYB,545,615,520,585,270451900
7/9/2021,BCAP,123,123,118,118,30614100
7/9/2021,BCIC,700,700,700,700,0
7/9/2021,BCIP,58,58,56,58,647300
7/9/2021,BDMN,2270,2280,2200,2220,3422800
7/9/2021,BEBS,446,555,444,530,128154000
7/9/2021,BEEF,86,86,84,84,1671800
7/9/2021,BEKS,90,90,89,89,65122500
7/9/2021,BELL,125,129,121,125,2085100
7/9/2021,BESS,800,865,755,780,306300
7/9/2021,BESS-W,515,540,515,540,800
7/9/2021,BEST,133,133,127,129,18497500
7/9/2021,BFIN,875,885,860,865,65241700
7/9/2021,BGTG,140,151,134,135,386822000
7/9/2021,BHAT,710,735,710,730,129486700
7/9/2021,BHIT,92,93,86,87,496382200
7/9/2021,BIKA,282,350,268,290,3203000
7/9/2021,BIMA,100,100,100,100,1594300
7/9/2021,BINA,5775,5775,5775,5775,0
7/9/2021,BIPI,50,50,50,50,48600
7/9/2021,BIPI-W,9,10,9,10,2847800
7/9/2021,BIPP,54,55,54,55,1106700
7/9/2021,BIRD,1150,1165,1140,1165,331200
7/9/2021,BISI,1115,1115,1095,1095,82600
7/9/2021,BJBR,1255,1280,1235,1235,2038700
7/9/2021,BJTM,705,705,700,700,5520000
7/9/2021,BKDP,50,62,50,50,12042600
7/9/2021,BKSL,62,62,57,58,212440100
7/9/2021,BKSW,198,202,190,194,75070900
7/9/2021,BLTA,50,50,50,50,1100
7/9/2021,BLTZ,2580,2760,2580,2760,1000
7/9/2021,BLUE,690,690,685,685,51700
7/9/2021,BMAS,1325,1620,1290,1390,2639900
7/9/2021,BMHS,825,825,775,825,985907800
7/9/2021,BMRI,5900,5900,5775,5775,25411200
7/9/2021,BMSR,184,184,172,172,760500
7/9/2021,BMTR,276,278,270,272,20266100
7/9/2021,BNBA,985,1190,905,1120,113268700
7/9/2021,BNBR,50,50,50,50,11200
7/9/2021,BNGA,935,940,910,915,2547500
7/9/2021,BNII,340,350,340,340,2136200
7/9/2021,BNLI,2670,3090,2670,2930,7438700
7/9/2021,BOGA,1335,1345,1310,1310,96157600
7/9/2021,BOLA,318,318,302,312,730700
7/9/2021,BOLT,705,800,705,705,2500
7/9/2021,BOSS,82,88,82,82,12076600
7/9/2021,BPFI,1055,1055,1055,1055,0
7/9/2021,BPII,6950,6950,6950,6950,0
7/9/2021,BPTR,110,120,110,112,2141200
7/9/2021,BRAM,5600,5700,5600,5700,1000
7/9/2021,BRIS,2450,2500,2370,2380,97058100
7/9/2021,BRMS,108,112,105,106,677387500
7/9/2021,BRMS-W,34,36,33,33,233325300
7/9/2021,BRNA,1335,1400,1330,1400,4900
7/9/2021,BRPT,875,900,860,890,25525500
7/9/2021,BSDE,960,970,945,950,10419400
7/9/2021,BSIM,570,700,555,700,11393100
7/9/2021,BSSR,1675,1675,1670,1675,9200
7/9/2021,BSWD,1750,1750,1750,1750,0
7/9/2021,BTEK,50,50,50,50,1200
7/9/2021,BTEL,50,50,50,50,0
7/9/2021,BTON,442,442,426,440,5300
7/9/2021,BTPN,2860,2860,2810,2810,8300
7/9/2021,BTPS,2710,2740,2680,2710,2861100
7/9/2021,BUDI,166,184,164,170,42975700
7/9/2021,BUKK,1025,1030,970,1010,65300
7/9/2021,BULL,268,270,248,248,537781600
7/9/2021,BULL-W2,54,68,20,48,1088200
7/9/2021,BUMI,60,61,58,60,561079100
7/9/2021,BUVA,61,65,60,60,8033600
7/9/2021,BVIC,160,169,155,161,42285600
7/9/2021,BWPT,85,87,83,85,25108400
7/9/2021,BYAN,13775,13775,13525,13775,78300
7/9/2021,CAKK,68,70,67,68,606200
7/9/2021,CAMP,262,268,254,258,5115500
7/9/2021,CANI,118,118,111,114,287500
7/9/2021,CARE,354,356,340,354,262294600
7/9/2021,CARS,50,50,50,50,10900
7/9/2021,CASA,394,394,394,394,2300
7/9/2021,CASA-W,208,208,208,208,100
7/9/2021,CASH,230,232,220,226,7845500
7/9/2021,CASS,354,370,354,356,204200
7/9/2021,CBMF,59,65,58,58,16885000
7/9/2021,CCSI,498,520,488,505,2089500
7/9/2021,CEKA,1790,1790,1775,1790,14100
7/9/2021,CENT,294,300,272,276,271602200
7/9/2021,CFIN,288,290,282,286,2257600
7/9/2021,CINT,188,190,188,188,2200
7/9/2021,CITA,3050,3050,3050,3050,600
7/9/2021,CITY,175,176,163,163,140200
7/9/2021,CITY-W,48,48,47,48,109000
7/9/2021,CLAY,780,785,780,785,1500
7/9/2021,CLEO,470,474,466,468,4500400
7/9/2021,CLPI,1010,1020,980,1015,192500
7/9/2021,CMNP,1700,1760,1680,1760,17000
7/9/2021,CMNP-W,422,800,422,800,700
7/9/2021,CMPP,184,184,184,184,0
7/9/2021,CNKO,50,50,50,50,0
7/9/2021,CNTB,250,250,250,250,0
7/9/2021,CNTX,190,252,190,196,487800
7/9/2021,COCO,300,328,300,306,250300
7/9/2021,COCO-W,62,306,62,306,400
7/9/2021,COWL,50,50,50,50,0
7/9/2021,CPIN,6375,6375,6200,6325,6411000
7/9/2021,CPRI,50,50,50,50,0
7/9/2021,CPRI-W,16,16,16,16,0
7/9/2021,CPRO,50,50,50,50,4000300
7/9/2021,CSAP,408,408,398,406,2400
7/9/2021,CSIS,78,79,73,74,4945600
7/9/2021,CSMI,2710,2900,2710,2900,1200
