<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
6/21/2021,IHSG,5959.965,6021.494,5884.918,5996.253,185958787
6/21/2021,AALI,7800,7900,7625,7800,2400400
6/21/2021,ABBA,228,238,214,226,103505600
6/21/2021,ABDA,7050,7050,7050,7050,0
6/21/2021,ABMM,810,835,785,810,161100
6/21/2021,ACES,1335,1355,1275,1315,22596200
6/21/2021,ACST,214,216,202,210,26362500
6/21/2021,ADES,1850,1850,1765,1765,127900
6/21/2021,ADHI,855,865,825,865,13253600
6/21/2021,ADMF,7975,7975,7875,7975,155100
6/21/2021,ADMG,149,152,143,150,1051900
6/21/2021,ADRO,1290,1305,1250,1285,84475900
6/21/2021,AGAR,412,432,404,428,7800
6/21/2021,AGII,1020,1275,995,1275,82294400
6/21/2021,AGRO,1305,1380,1295,1360,184743800
6/21/2021,AGRS,322,322,322,322,360800
6/21/2021,AHAP,64,68,63,65,4082700
6/21/2021,AIMS,420,436,392,392,189700
6/21/2021,AISA,210,210,200,208,12749800
6/21/2021,AKKU,50,50,50,50,400
6/21/2021,AKPI,590,595,570,590,100400
6/21/2021,AKRA,3100,3100,2980,3080,4293300
6/21/2021,AKSI,468,490,468,476,84900
6/21/2021,ALDO,755,785,725,765,5243100
6/21/2021,ALKA,238,238,224,230,58000
6/21/2021,ALMI,254,254,250,250,500900
6/21/2021,ALTO,376,376,374,374,700
6/21/2021,AMAG,300,310,292,306,1128000
6/21/2021,AMAN,284,284,284,284,95400
6/21/2021,AMAR,252,256,240,246,2202000
6/21/2021,AMFG,3700,3700,3600,3600,6800
6/21/2021,AMIN,220,238,208,208,981000
6/21/2021,AMOR,3550,3670,3520,3570,1234900
6/21/2021,AMRT,1210,1270,1180,1205,85383300
6/21/2021,ANDI,50,50,50,50,63600
6/21/2021,ANJT,640,655,620,655,10100
6/21/2021,ANTM,2190,2250,2130,2200,100386700
6/21/2021,APEX,730,780,710,715,34800
6/21/2021,APIC,775,780,755,775,10156300
6/21/2021,APII,181,190,180,185,544300
6/21/2021,APLI,197,202,196,202,125600
6/21/2021,APLN,153,153,150,151,11975700
6/21/2021,ARGO,1570,1580,1570,1580,200
6/21/2021,ARII,278,298,278,286,423300
6/21/2021,ARKA,50,50,50,50,101300
6/21/2021,ARMY,50,50,50,50,0
6/21/2021,ARNA,765,765,720,755,1788400
6/21/2021,ARTA,438,438,408,408,181100
6/21/2021,ARTI,50,50,50,50,400
6/21/2021,ARTO,14075,14150,13525,14150,18496300
6/21/2021,ASBI,292,304,272,302,493800
6/21/2021,ASDM,920,950,915,920,26100
6/21/2021,ASGR,745,760,730,740,263100
6/21/2021,ASII,4920,4970,4760,4920,48183300
6/21/2021,ASJT,218,224,218,224,64200
6/21/2021,ASMI,640,680,640,640,3500
6/21/2021,ASPI,51,51,50,50,4654300
6/21/2021,ASPI-W,15,16,14,14,11161300
6/21/2021,ASRI,171,171,166,170,28309000
6/21/2021,ASRM,1620,1650,1615,1650,4300
6/21/2021,ASSA,2300,2550,2250,2450,23205300
6/21/2021,ATAP,109,109,105,107,284400
6/21/2021,ATIC,1810,1810,1810,1810,0
6/21/2021,AUTO,1125,1125,1075,1105,1364200
6/21/2021,AYLS,81,82,76,77,8642600
6/21/2021,BABP,322,334,300,316,545793000
6/21/2021,BABP-W3,216,242,214,228,96600
6/21/2021,BABP-W4,260,280,230,258,2127300
6/21/2021,BACA,394,412,374,400,51288600
6/21/2021,BACA-W2,338,338,334,334,4300
6/21/2021,BAJA,324,340,314,330,3736900
6/21/2021,BALI,560,630,560,620,1025900
6/21/2021,BANK,2960,3000,2830,2960,42955400
6/21/2021,BANK-W,2440,2550,2440,2550,9000
6/21/2021,BAPA,50,50,50,50,4200
6/21/2021,BAPI,50,50,50,50,8400
6/21/2021,BAPI-W,6,6,5,5,5925600
6/21/2021,BATA,680,680,680,680,100
6/21/2021,BAYU,1080,1090,1080,1090,1500
6/21/2021,BBCA,31500,31500,31050,31250,12164700
6/21/2021,BBHI,1900,2350,1880,2350,51751500
6/21/2021,BBKP,414,424,406,412,93365800
6/21/2021,BBLD,460,535,446,486,64400
6/21/2021,BBMD,1415,1430,1415,1430,4500
6/21/2021,BBNI,4890,4990,4780,4970,53189200
6/21/2021,BBRI,3880,3970,3860,3940,145038200
6/21/2021,BBRM,50,50,50,50,4400
6/21/2021,BBSI,2970,2970,2810,2960,30200
6/21/2021,BBSS,50,50,50,50,162400
6/21/2021,BBTN,1400,1435,1390,1410,49725800
6/21/2021,BBYB,416,444,410,422,21783000
6/21/2021,BCAP,154,154,145,145,142798200
6/21/2021,BCIC,700,700,700,700,0
6/21/2021,BCIP,62,62,60,61,3001500
6/21/2021,BDMN,2170,2170,2100,2140,3979700
6/21/2021,BEBS,525,530,505,505,18897600
6/21/2021,BEEF,90,93,87,89,8892000
6/21/2021,BEKS,90,91,87,89,185625100
6/21/2021,BELL,122,126,118,126,219000
6/21/2021,BESS,382,420,382,420,1236600
6/21/2021,BESS-W,177,348,177,340,4900
6/21/2021,BEST,139,139,132,136,21426400
6/21/2021,BFIN,940,945,900,940,139116000
6/21/2021,BGTG,154,171,147,151,173778500
6/21/2021,BHAT,575,600,560,595,132359300
6/21/2021,BHIT,114,114,107,108,1007325600
6/21/2021,BIKA,144,199,144,199,881500
6/21/2021,BIMA,57,57,54,56,676700
6/21/2021,BINA,3180,3850,3180,3850,16766300
6/21/2021,BIPI,50,50,50,50,9300
6/21/2021,BIPI-W,10,10,8,10,479700
6/21/2021,BIPP,57,58,56,56,2831100
6/21/2021,BIRD,1180,1275,1170,1260,2791700
6/21/2021,BISI,1120,1135,1120,1130,84300
6/21/2021,BJBR,1340,1340,1280,1300,4268300
6/21/2021,BJTM,725,730,700,725,16017600
6/21/2021,BKDP,50,50,50,50,300
6/21/2021,BKSL,62,63,60,61,95651400
6/21/2021,BKSW,166,180,157,161,44098400
6/21/2021,BLTA,50,50,50,50,4800
6/21/2021,BLTZ,3700,3700,3700,3700,200
6/21/2021,BLUE,675,680,670,680,129200
6/21/2021,BMAS,1310,1320,1240,1250,107900
6/21/2021,BMRI,6100,6100,5950,6025,69474600
6/21/2021,BMSR,258,262,244,244,1882600
6/21/2021,BMTR,278,278,266,272,75611400
6/21/2021,BNBA,790,865,745,820,18231100
6/21/2021,BNBR,50,50,50,50,6400
6/21/2021,BNGA,910,915,900,915,4134800
6/21/2021,BNII,348,348,338,340,2645200
6/21/2021,BNLI,1985,1985,1900,1950,68900
6/21/2021,BOGA,1330,1340,1325,1330,91563400
6/21/2021,BOLA,290,292,270,290,1338100
6/21/2021,BOLT,710,800,705,740,18500
6/21/2021,BOSS,77,78,72,73,6979600
6/21/2021,BPFI,1055,1055,1055,1055,0
6/21/2021,BPII,7300,7300,7300,7300,0
6/21/2021,BPTR,121,128,116,119,1967100
6/21/2021,BRAM,6000,6000,5625,5625,4600
6/21/2021,BRIS,1770,1785,1710,1725,36153100
6/21/2021,BRMS,83,88,82,86,212747400
6/21/2021,BRMS-W,26,26,24,25,141181700
6/21/2021,BRNA,1400,1400,1400,1400,0
6/21/2021,BRPT,840,860,825,835,37944700
6/21/2021,BSDE,975,975,945,965,22839700
6/21/2021,BSIM,530,550,505,545,112700
6/21/2021,BSSR,1640,1640,1620,1640,23200
6/21/2021,BSWD,1750,1750,1750,1750,0
6/21/2021,BTEK,50,50,50,50,500
6/21/2021,BTEL,50,50,50,50,0
6/21/2021,BTON,438,446,410,436,101300
6/21/2021,BTPN,2770,2770,2670,2770,57500
6/21/2021,BTPS,2810,2830,2710,2770,4667000
6/21/2021,BUDI,179,180,169,169,10631300
6/21/2021,BUKK,960,960,925,955,34100
6/21/2021,BULL,282,286,274,282,434948300
6/21/2021,BULL-W2,79,83,76,80,99600
6/21/2021,BUMI,57,59,57,58,211400500
6/21/2021,BUVA,63,64,62,62,628700
6/21/2021,BVIC,156,157,146,153,13190400
6/21/2021,BWPT,90,93,88,90,43393700
6/21/2021,BYAN,13825,13900,13350,13750,126600
6/21/2021,CAKK,68,71,65,67,2365200
6/21/2021,CAMP,250,262,248,262,4714000
6/21/2021,CANI,174,196,174,196,2072300
6/21/2021,CARE,362,394,358,378,352512900
