<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
12/11/2020,AALI,11900.00,12100.00,11825.00,11900.00,1174100
12/11/2020,ABBA,95.00,100.00,84.00,84.00,57247300
12/11/2020,ABDA,5825.00,5825.00,5825.00,5825.00,0
12/11/2020,ABMM,1045.00,1045.00,930.00,935.00,159600
12/11/2020,ACES,1680.00,1705.00,1670.00,1705.00,43287500
12/11/2020,ACST,300.00,312.00,300.00,306.00,59211000
12/11/2020,ADES,1445.00,1455.00,1425.00,1430.00,137800
12/11/2020,ADHI,1260.00,1275.00,1225.00,1235.00,26760900
12/11/2020,ADMF,8725.00,8775.00,8675.00,8750.00,132900
12/11/2020,ADMG,153.00,156.00,151.00,154.00,869500
12/11/2020,ADRO,1570.00,1575.00,1530.00,1535.00,108605000
12/11/2020,AGAR,406.00,406.00,380.00,380.00,9800
12/11/2020,AGII,880.00,900.00,870.00,875.00,180000
12/11/2020,AGRO,760.00,830.00,705.00,790.00,712898600
12/11/2020,AGRS,160.00,160.00,156.00,156.00,41700
12/11/2020,AHAP,59.00,59.00,55.00,57.00,104200
12/11/2020,AIMS,149.00,149.00,139.00,139.00,6500
12/11/2020,AISA,424.00,426.00,408.00,412.00,41462500
12/11/2020,AKKU,50.00,50.00,50.00,50.00,200
12/11/2020,AKPI,388.00,484.00,362.00,380.00,77600
12/11/2020,AKRA,3350.00,3350.00,3320.00,3320.00,25227000
12/11/2020,AKSI,400.00,400.00,376.00,376.00,3300
12/11/2020,ALDO,410.00,410.00,392.00,408.00,6400
12/11/2020,ALKA,266.00,266.00,260.00,260.00,1600
12/11/2020,ALMI,234.00,234.00,220.00,220.00,35500
12/11/2020,ALTO,302.00,306.00,302.00,306.00,2800
12/11/2020,AMAG,222.00,224.00,214.00,220.00,941100
12/11/2020,AMAN,302.00,302.00,300.00,300.00,234900
12/11/2020,AMAR,292.00,300.00,292.00,300.00,68100
12/11/2020,AMFG,2900.00,2950.00,2900.00,2950.00,4200
12/11/2020,AMIN,316.00,316.00,312.00,312.00,600
12/11/2020,AMOR,2950.00,3000.00,2930.00,2980.00,750900
12/11/2020,AMRT,730.00,735.00,720.00,730.00,2146400
12/11/2020,ANDI,50.00,51.00,50.00,50.00,45335500
12/11/2020,ANJT,720.00,720.00,700.00,705.00,87400
12/11/2020,ANTM,1475.00,1500.00,1435.00,1450.00,487755900
12/11/2020,APEX,222.00,272.00,222.00,272.00,420700
12/11/2020,APIC,795.00,795.00,780.00,785.00,10089300
12/11/2020,APII,159.00,163.00,157.00,160.00,1129200
12/11/2020,APLI,163.00,163.00,153.00,160.00,184000
12/11/2020,APLN,208.00,212.00,192.00,193.00,490608900
12/11/2020,ARGO,2000.00,2050.00,2000.00,2020.00,2200
12/11/2020,ARII,416.00,416.00,402.00,402.00,16000
12/11/2020,ARKA,71.00,71.00,69.00,70.00,12323100
12/11/2020,ARMY,50.00,50.00,50.00,50.00,0
12/11/2020,ARNA,535.00,545.00,535.00,535.00,635700
12/11/2020,ARTA,298.00,298.00,282.00,286.00,400
12/11/2020,ARTI,50.00,50.00,50.00,50.00,1100
12/11/2020,ARTO,3350.00,3400.00,3210.00,3310.00,1084500
12/11/2020,ASBI,302.00,302.00,302.00,302.00,0
12/11/2020,ASDM,895.00,895.00,890.00,890.00,3400
12/11/2020,ASGR,830.00,850.00,815.00,830.00,1357000
12/11/2020,ASII,5825.00,5875.00,5650.00,5675.00,53669200
12/11/2020,ASJT,125.00,135.00,125.00,127.00,261800
12/11/2020,ASMI,1025.00,1025.00,1000.00,1005.00,33400
12/11/2020,ASPI,91.00,91.00,90.00,90.00,1240000
12/11/2020,ASPI-W,12.00,13.00,12.00,12.00,839500
12/11/2020,ASRI,260.00,272.00,250.00,254.00,405201600
12/11/2020,ASRM,1670.00,1670.00,1660.00,1660.00,5600
12/11/2020,ASSA,545.00,555.00,530.00,530.00,15085300
12/11/2020,ATAP,135.00,135.00,135.00,135.00,300
12/11/2020,ATIC,610.00,610.00,570.00,610.00,4700
12/11/2020,AUTO,1160.00,1160.00,1140.00,1145.00,787200
12/11/2020,AYLS,51.00,51.00,50.00,50.00,524700
12/11/2020,AYLS-W,4.00,5.00,3.00,3.00,1936600
12/11/2020,BABP,50.00,53.00,50.00,50.00,52532800
12/11/2020,BABP-W3,42.00,42.00,42.00,42.00,0
12/11/2020,BABP-W4,8.00,10.00,7.00,7.00,6225200
12/11/2020,BACA,400.00,402.00,392.00,400.00,63200
12/11/2020,BACA-W2,100.00,100.00,100.00,100.00,0
12/11/2020,BAJA,129.00,141.00,129.00,133.00,17583200
12/11/2020,BALI,835.00,835.00,825.00,825.00,29500
12/11/2020,BAPA,50.00,50.00,50.00,50.00,200
12/11/2020,BAPI,50.00,50.00,50.00,50.00,37600
12/11/2020,BAPI-W,3.00,3.00,2.00,3.00,7812800
12/11/2020,BATA,615.00,635.00,615.00,630.00,600
12/11/2020,BAYU,1200.00,1200.00,1200.00,1200.00,0
12/11/2020,BBCA,33000.00,33900.00,32975.00,33675.00,42832000
12/11/2020,BBHI,252.00,270.00,252.00,264.00,1156100
12/11/2020,BBKP,352.00,362.00,346.00,350.00,274525100
12/11/2020,BBLD,364.00,364.00,344.00,344.00,20000
12/11/2020,BBMD,1480.00,1480.00,1480.00,1480.00,9000
12/11/2020,BBNI,6650.00,6700.00,6550.00,6575.00,31359300
12/11/2020,BBRI,4400.00,4400.00,4260.00,4280.00,174446900
12/11/2020,BBRM,50.00,50.00,50.00,50.00,0
12/11/2020,BBSI,790.00,835.00,790.00,815.00,81300
12/11/2020,BBSS,105.00,106.00,102.00,104.00,4901800
12/11/2020,BBSS-W,4.00,5.00,4.00,4.00,524000
12/11/2020,BBTN,1710.00,1725.00,1700.00,1705.00,28768600
12/11/2020,BBYB,400.00,400.00,372.00,372.00,90500
12/11/2020,BCAP,126.00,138.00,125.00,131.00,396200
12/11/2020,BCIC,700.00,700.00,700.00,700.00,0
12/11/2020,BCIP,84.00,84.00,74.00,74.00,22402200
12/11/2020,BDMN,3410.00,3430.00,3320.00,3320.00,4041800
12/11/2020,BEEF,173.00,174.00,168.00,169.00,6469900
12/11/2020,BEEF-W,8.00,9.00,6.00,7.00,3174400
12/11/2020,BEKS,434.00,434.00,434.00,434.00,453000
12/11/2020,BELL,163.00,163.00,159.00,161.00,3369900
12/11/2020,BESS,236.00,244.00,236.00,236.00,129200
12/11/2020,BESS-W,104.00,104.00,104.00,104.00,0
12/11/2020,BEST,212.00,214.00,199.00,200.00,290132000
12/11/2020,BFIN,400.00,404.00,392.00,404.00,59656400
12/11/2020,BGTG,67.00,75.00,67.00,70.00,95865400
12/11/2020,BHAT,640.00,655.00,635.00,645.00,138891300
12/11/2020,BHIT,73.00,76.00,71.00,73.00,76090500
12/11/2020,BIKA,200.00,200.00,186.00,197.00,3800
12/11/2020,BIMA,50.00,50.00,50.00,50.00,27000
12/11/2020,BINA,685.00,700.00,680.00,685.00,1592500
12/11/2020,BIPI,50.00,50.00,50.00,50.00,1783600
12/11/2020,BIPI-W,9.00,9.00,8.00,9.00,227200
12/11/2020,BIPP,52.00,52.00,51.00,51.00,858200
12/11/2020,BIRD,1440.00,1545.00,1410.00,1420.00,17606200
12/11/2020,BISI,1040.00,1070.00,1030.00,1065.00,143300
12/11/2020,BJBR,1625.00,1640.00,1535.00,1580.00,88790200
12/11/2020,BJTM,680.00,690.00,670.00,675.00,31047500
12/11/2020,BKDP,53.00,54.00,51.00,53.00,11500
12/11/2020,BKSL,53.00,53.00,51.00,51.00,163269800
12/11/2020,BKSW,106.00,106.00,104.00,106.00,65000
12/11/2020,BLTA,50.00,50.00,50.00,50.00,500
12/11/2020,BLTZ,3120.00,3120.00,3120.00,3120.00,0
12/11/2020,BLUE,720.00,725.00,715.00,725.00,146700
12/11/2020,BMAS,296.00,296.00,296.00,296.00,800
12/11/2020,BMRI,6850.00,6875.00,6700.00,6775.00,47270900
12/11/2020,BMSR,80.00,81.00,77.00,78.00,1215700
12/11/2020,BMTR,280.00,284.00,272.00,274.00,127998700
12/11/2020,BNBA,396.00,402.00,396.00,398.00,169300
12/11/2020,BNBR,50.00,50.00,50.00,50.00,31300
12/11/2020,BNGA,1050.00,1065.00,1030.00,1030.00,11404100
12/11/2020,BNII,272.00,280.00,268.00,272.00,9176700
12/11/2020,BNLI,2520.00,2600.00,2490.00,2600.00,1180800
12/11/2020,BOGA,1330.00,1345.00,1325.00,1325.00,44291200
12/11/2020,BOLA,161.00,166.00,160.00,166.00,1005300
12/11/2020,BOLT,745.00,925.00,720.00,720.00,11100
12/11/2020,BOSS,210.00,214.00,202.00,206.00,10156000
12/11/2020,BPFI,1150.00,1150.00,1150.00,1150.00,0
12/11/2020,BPII,10000.00,10000.00,10000.00,10000.00,0
12/11/2020,BPTR,81.00,84.00,80.00,82.00,37000
12/11/2020,BRAM,4430.00,5000.00,4420.00,5000.00,10200
12/11/2020,BRIS,1500.00,1840.00,1490.00,1785.00,946957600
12/11/2020,BRMS,61.00,62.00,60.00,60.00,157072700
12/11/2020,BRNA,1120.00,1120.00,1120.00,1120.00,0
12/11/2020,BRPT,1195.00,1250.00,1195.00,1230.00,83244800
12/11/2020,BRPT-W,820.00,820.00,820.00,820.00,4200
12/11/2020,BSDE,1110.00,1145.00,1110.00,1115.00,75007000
12/11/2020,BSIM,460.00,466.00,430.00,430.00,719700
12/11/2020,BSIM-W3,15.00,15.00,14.00,15.00,5600
12/11/2020,BSSR,1775.00,1780.00,1700.00,1740.00,20200
12/11/2020,BSWD,1750.00,1750.00,1750.00,1750.00,0
12/11/2020,BTEK,50.00,50.00,50.00,50.00,42800
12/11/2020,BTEL,50.00,50.00,50.00,50.00,0
12/11/2020,BTON,242.00,248.00,242.00,242.00,107200
12/11/2020,BTPN,2940.00,2950.00,2850.00,2950.00,139500
12/11/2020,BTPS,3910.00,4060.00,3900.00,3980.00,12930400
12/11/2020,BUDI,100.00,102.00,100.00,102.00,1629100
12/11/2020,BUKK,920.00,925.00,920.00,925.00,15200
12/11/2020,BULL,308.00,314.00,302.00,310.00,257403700
12/11/2020,BULL-W2,103.00,103.00,96.00,99.00,35100
12/11/2020,BUMI,72.00,73.00,67.00,69.00,416991000
12/11/2020,BUVA,56.00,56.00,56.00,56.00,72200
12/11/2020,BVIC,110.00,111.00,106.00,107.00,1360900
12/11/2020,BWPT,132.00,143.00,131.00,140.00,377878500
12/11/2020,BYAN,15850.00,15850.00,15850.00,15850.00,200
12/11/2020,CAKK,55.00,55.00,53.00,54.00,1949300
12/11/2020,CAMP,338.00,342.00,314.00,314.00,5753700
12/11/2020,CANI,109.00,109.00,108.00,108.00,1000
12/11/2020,CARE,334.00,344.00,330.00,342.00,311662800
12/11/2020,CARS,50.00,50.00,50.00,50.00,2472700
12/11/2020,CASA,390.00,390.00,390.00,390.00,100
12/11/2020,CASA-W,113.00,113.00,113.00,113.00,0
12/11/2020,CASH,478.00,478.00,468.00,474.00,1696300
12/11/2020,CASH-W,10.00,11.00,9.00,11.00,2718300
12/11/2020,CASS,268.00,284.00,266.00,270.00,2833700
12/11/2020,CBMF,560.00,560.00,505.00,505.00,2014600
12/11/2020,CCSI,242.00,250.00,240.00,244.00,379700
12/11/2020,CEKA,1775.00,1780.00,1770.00,1780.00,37100
12/11/2020,CENT,136.00,137.00,134.00,135.00,1824900
12/11/2020,CFIN,240.00,240.00,230.00,232.00,1911300
12/11/2020,CINT,240.00,250.00,240.00,250.00,800
12/11/2020,CITA,2380.00,2380.00,2380.00,2380.00,100
12/11/2020,CITY,92.00,92.00,91.00,91.00,2800
12/11/2020,CITY-W,14.00,15.00,14.00,15.00,1100
12/11/2020,CLAY,1460.00,1460.00,1460.00,1460.00,10000
12/11/2020,CLEO,496.00,500.00,490.00,492.00,7237100
12/11/2020,CLPI,745.00,750.00,740.00,745.00,63900
12/11/2020,CMNP,1220.00,1225.00,1185.00,1210.00,805000
12/11/2020,CMNP-W,254.00,260.00,228.00,232.00,719300
12/11/2020,CMPP,184.00,184.00,184.00,184.00,0
12/11/2020,CNKO,50.00,50.00,50.00,50.00,0
12/11/2020,CNTB,250.00,250.00,250.00,250.00,0
12/11/2020,CNTX,230.00,230.00,216.00,226.00,1100
12/11/2020,COCO,975.00,1000.00,965.00,1000.00,4200
12/11/2020,COCO-W,400.00,400.00,400.00,400.00,0
12/11/2020,COWL,50.00,50.00,50.00,50.00,0
12/11/2020,CPIN,6325.00,6350.00,6250.00,6275.00,4131700
12/11/2020,CPRI,50.00,50.00,50.00,50.00,118500
12/11/2020,CPRI-W,12.00,13.00,10.00,12.00,13200
12/11/2020,CPRO,50.00,50.00,50.00,50.00,41900
12/11/2020,CSAP,386.00,408.00,374.00,408.00,44700
12/11/2020,CSIS,54.00,54.00,52.00,53.00,441300
12/11/2020,CSMI,525.00,530.00,525.00,530.00,1300
12/11/2020,CSRA,368.00,380.00,368.00,372.00,1245700
12/11/2020,CTBN,3150.00,3150.00,3150.00,3150.00,400
12/11/2020,CTRA,935.00,945.00,910.00,915.00,35076900
