<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
3/1/2021,IHSG,6281.857,6339.009,6261.559,6338.513,221497172
3/1/2021,AALI,11250,11325,11025,11250,1253700
3/1/2021,ABBA,74,76,73,74,20886100
3/1/2021,ABDA,6500,6500,6500,6500,100
3/1/2021,ABMM,750,755,740,755,681400
3/1/2021,ACES,1540,1545,1500,1525,123763800
3/1/2021,ACST,382,396,370,390,32930100
3/1/2021,ADES,1665,1695,1665,1670,82000
3/1/2021,ADHI,1390,1470,1375,1470,34146300
3/1/2021,ADMF,8525,8525,8450,8500,166500
3/1/2021,ADMG,177,179,174,174,668200
3/1/2021,ADRO,1195,1200,1180,1185,96722600
3/1/2021,AGAR,412,450,410,428,26400
3/1/2021,AGII,1365,1390,1350,1355,7491700
3/1/2021,AGRO,1365,1410,1275,1375,248021300
3/1/2021,AGRS,374,446,362,446,10227000
3/1/2021,AHAP,58,62,58,60,182300
3/1/2021,AIMS,138,138,133,133,3000
3/1/2021,AISA,316,316,300,306,38327400
3/1/2021,AKKU,50,50,50,50,12900
3/1/2021,AKPI,470,494,470,494,2900
3/1/2021,AKRA,3370,3380,3270,3380,22816400
3/1/2021,AKSI,735,780,685,750,21000
3/1/2021,ALDO,460,460,450,450,60500
3/1/2021,ALKA,232,238,232,238,2000
3/1/2021,ALMI,246,284,246,264,28500
3/1/2021,ALTO,344,344,344,344,19000
3/1/2021,AMAG,224,230,224,228,73700
3/1/2021,AMAN,294,294,294,294,79800
3/1/2021,AMAR,272,322,270,294,37148600
3/1/2021,AMFG,3330,3390,3280,3340,643100
3/1/2021,AMIN,246,246,238,244,7900
3/1/2021,AMOR,3100,3110,3100,3100,1604200
3/1/2021,AMRT,1020,1120,1020,1065,9208000
3/1/2021,ANDI,50,51,50,50,9003500
3/1/2021,ANJT,665,670,660,665,9100
3/1/2021,ANTM,2850,2880,2810,2840,166782500
3/1/2021,APEX,525,530,500,505,118400
3/1/2021,APIC,820,820,800,800,10323100
3/1/2021,APII,174,183,173,174,124700
3/1/2021,APLI,194,210,190,210,178900
3/1/2021,APLN,176,189,175,183,240329400
3/1/2021,ARGO,1805,1810,1685,1790,5500
3/1/2021,ARII,178,178,162,168,53000
3/1/2021,ARKA,50,50,50,50,27000
3/1/2021,ARMY,50,50,50,50,0
3/1/2021,ARNA,740,780,740,780,7043700
3/1/2021,ARTA,278,278,266,266,1800
3/1/2021,ARTI,50,50,50,50,3100
3/1/2021,ARTO,9975,10350,9825,10000,4538700
3/1/2021,ASBI,292,292,292,292,0
3/1/2021,ASDM,880,880,880,880,0
3/1/2021,ASGR,795,795,780,785,1007700
3/1/2021,ASII,5500,5600,5450,5600,118418900
3/1/2021,ASJT,278,298,270,290,925700
3/1/2021,ASMI,945,950,945,950,4200
3/1/2021,ASPI,65,71,64,67,1289600
3/1/2021,ASPI-W,11,21,10,17,95672700
3/1/2021,ASRI,236,260,236,254,700666500
3/1/2021,ASRM,1550,1640,1550,1640,2500
3/1/2021,ASSA,1250,1260,1205,1220,22289300
