<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
07/07/2020,AALI,8700.00,8825.00,8625.00,8700.00,1707800
07/07/2020,ABBA,51.00,51.00,50.00,50.00,555100
07/07/2020,ABDA,6250.00,6250.00,6250.00,6250.00,0
07/07/2020,ABMM,1400.00,1400.00,1400.00,1400.00,100
07/07/2020,ACES,1495.00,1550.00,1495.00,1540.00,17824700
07/07/2020,ACST,274.00,274.00,264.00,264.00,271600
07/07/2020,ADES,855.00,855.00,840.00,845.00,66000
07/07/2020,ADHI,650.00,650.00,625.00,625.00,17727200
07/07/2020,ADMF,7200.00,7200.00,7000.00,7150.00,37300
07/07/2020,ADMG,106.00,108.00,104.00,104.00,722900
07/07/2020,ADRO,1080.00,1085.00,1050.00,1050.00,94523900
07/07/2020,AGAR,480.00,480.00,480.00,480.00,0
07/07/2020,AGII,590.00,590.00,585.00,585.00,53300
07/07/2020,AGRO,155.00,167.00,144.00,151.00,247830800
07/07/2020,AGRS,107.00,107.00,100.00,102.00,116200
07/07/2020,AHAP,51.00,51.00,51.00,51.00,100
07/07/2020,AIMS,180.00,180.00,180.00,180.00,0
07/07/2020,AISA,168.00,168.00,168.00,168.00,0
07/07/2020,AKKU,50.00,50.00,50.00,50.00,0
07/07/2020,AKPI,296.00,296.00,296.00,296.00,100
07/07/2020,AKRA,2510.00,2570.00,2450.00,2490.00,15605600
07/07/2020,AKSI,414.00,416.00,386.00,386.00,41300
07/07/2020,ALDO,380.00,400.00,380.00,400.00,2300
07/07/2020,ALKA,372.00,430.00,372.00,430.00,900
07/07/2020,ALMI,202.00,212.00,202.00,212.00,656500
07/07/2020,ALTO,380.00,380.00,380.00,380.00,1000
07/07/2020,AMAG,274.00,294.00,274.00,290.00,2000
07/07/2020,AMAN,196.00,196.00,195.00,196.00,249100
07/07/2020,AMAR,496.00,580.00,448.00,448.00,2148300
07/07/2020,AMFG,2660.00,2660.00,2480.00,2510.00,224700
07/07/2020,AMIN,296.00,296.00,280.00,280.00,3400
07/07/2020,AMOR,1975.00,2000.00,1975.00,2000.00,700
07/07/2020,AMRT,795.00,805.00,785.00,790.00,1326300
07/07/2020,ANDI,50.00,50.00,50.00,50.00,48300
07/07/2020,ANJT,550.00,615.00,550.00,605.00,15400
07/07/2020,ANTM,645.00,670.00,640.00,650.00,234409300
07/07/2020,APEX,176.00,183.00,176.00,180.00,30400
07/07/2020,APIC,815.00,825.00,810.00,825.00,12648800
07/07/2020,APII,196.00,252.00,196.00,236.00,361500
07/07/2020,APLI,94.00,100.00,94.00,100.00,3200
07/07/2020,APLN,112.00,114.00,111.00,111.00,7880600
07/07/2020,ARGO,800.00,1025.00,800.00,1025.00,1000
07/07/2020,ARII,510.00,535.00,510.00,535.00,10500
07/07/2020,ARKA,400.00,400.00,374.00,374.00,18600
07/07/2020,ARMY,50.00,50.00,50.00,50.00,0
07/07/2020,ARNA,374.00,374.00,368.00,370.00,1448700
07/07/2020,ARTA,314.00,338.00,312.00,318.00,18800
07/07/2020,ARTI,50.00,50.00,50.00,50.00,0
07/07/2020,ARTO,2920.00,3290.00,2700.00,2900.00,1658800
07/07/2020,ASBI,278.00,284.00,278.00,284.00,200
07/07/2020,ASDM,920.00,920.00,920.00,920.00,1300
07/07/2020,ASGR,670.00,670.00,665.00,665.00,193600
07/07/2020,ASII,4900.00,4910.00,4800.00,4830.00,46178600
07/07/2020,ASJT,123.00,123.00,123.00,123.00,11100
07/07/2020,ASMI,1215.00,1225.00,1205.00,1215.00,61900
07/07/2020,ASPI,326.00,332.00,310.00,322.00,15770300
07/07/2020,ASPI-W,45.00,45.00,38.00,42.00,10793500
07/07/2020,ASRI,129.00,130.00,128.00,128.00,22591400
07/07/2020,ASRM,1995.00,1995.00,1995.00,1995.00,5100
07/07/2020,ASSA,426.00,438.00,422.00,434.00,10754100
07/07/2020,ATIC,810.00,810.00,810.00,810.00,100
07/07/2020,AUTO,890.00,900.00,885.00,890.00,423200
07/07/2020,AYLS,50.00,50.00,50.00,50.00,101200
07/07/2020,AYLS-W,4.00,4.00,3.00,4.00,381400
07/07/2020,BABP,50.00,50.00,50.00,50.00,600
07/07/2020,BABP-W3,38.00,38.00,38.00,38.00,0
07/07/2020,BABP-W4,7.00,8.00,7.00,8.00,577100
07/07/2020,BACA,364.00,382.00,364.00,382.00,50900
07/07/2020,BACA-W2,100.00,100.00,100.00,100.00,0
07/07/2020,BAJA,59.00,59.00,58.00,59.00,127100
07/07/2020,BALI,840.00,890.00,840.00,890.00,3500
07/07/2020,BAPA,50.00,50.00,50.00,50.00,0
07/07/2020,BAPI,50.00,50.00,50.00,50.00,3400
07/07/2020,BAPI-W,3.00,3.00,2.00,3.00,36529300
07/07/2020,BATA,550.00,550.00,550.00,550.00,800
07/07/2020,BAYU,1010.00,1010.00,960.00,960.00,5700
07/07/2020,BBCA,29700.00,29975.00,29500.00,29950.00,14833600
07/07/2020,BBHI,187.00,195.00,170.00,170.00,1639500
07/07/2020,BBKP,183.00,185.00,182.00,183.00,23804100
07/07/2020,BBLD,362.00,390.00,362.00,378.00,4100
07/07/2020,BBMD,1570.00,1600.00,1545.00,1590.00,3600
07/07/2020,BBNI,4650.00,4660.00,4580.00,4600.00,41042200
07/07/2020,BBRI,3070.00,3080.00,3030.00,3030.00,207371700
07/07/2020,BBRM,50.00,50.00,50.00,50.00,0
07/07/2020,BBSS,151.00,151.00,144.00,148.00,7544400
07/07/2020,BBSS-W,3.00,4.00,3.00,3.00,7615500
07/07/2020,BBTN,1250.00,1265.00,1225.00,1225.00,46201700
07/07/2020,BBYB,284.00,296.00,280.00,290.00,772800
07/07/2020,BCAP,157.00,158.00,155.00,157.00,11553600
07/07/2020,BCIC,450.00,450.00,450.00,450.00,0
07/07/2020,BCIP,50.00,50.00,50.00,50.00,4200
07/07/2020,BDMN,2820.00,2820.00,2780.00,2810.00,790500
07/07/2020,BEEF,224.00,228.00,220.00,220.00,1530400
07/07/2020,BEEF-W,15.00,16.00,14.00,14.00,145300
07/07/2020,BEKS,50.00,50.00,50.00,50.00,12700
07/07/2020,BELL,700.00,700.00,685.00,700.00,620700
07/07/2020,BESS,244.00,258.00,242.00,244.00,177100
07/07/2020,BESS-W,38.00,41.00,38.00,41.00,501200
07/07/2020,BEST,120.00,122.00,117.00,119.00,17602600
07/07/2020,BFIN,290.00,290.00,282.00,282.00,35908400
07/07/2020,BGTG,53.00,64.00,53.00,57.00,27292200
07/07/2020,BHAT,446.00,448.00,440.00,442.00,89786500
07/07/2020,BHIT,50.00,50.00,50.00,50.00,79200
07/07/2020,BIKA,184.00,195.00,169.00,173.00,3100
07/07/2020,BIMA,50.00,50.00,50.00,50.00,100
07/07/2020,BINA,915.00,940.00,905.00,940.00,171200
07/07/2020,BIPI,50.00,50.00,50.00,50.00,100
07/07/2020,BIPI-W,7.00,8.00,6.00,8.00,47200
07/07/2020,BIPP,57.00,61.00,57.00,57.00,114600
07/07/2020,BIPP-W2,1.00,1.00,1.00,1.00,0
07/07/2020,BIRD,1095.00,1105.00,1085.00,1090.00,346700
07/07/2020,BISI,815.00,815.00,810.00,815.00,192900
07/07/2020,BJBR,825.00,880.00,820.00,875.00,74152500
07/07/2020,BJTM,530.00,550.00,525.00,545.00,36851600
07/07/2020,BKDP,50.00,52.00,50.00,52.00,27400
07/07/2020,BKSL,50.00,50.00,50.00,50.00,313500
07/07/2020,BKSW,88.00,88.00,76.00,76.00,345300
07/07/2020,BLTA,50.00,50.00,50.00,50.00,100
07/07/2020,BLTZ,3070.00,3070.00,3070.00,3070.00,0
07/07/2020,BLUE,500.00,505.00,496.00,498.00,114100
07/07/2020,BMAS,296.00,296.00,278.00,280.00,5500
07/07/2020,BMRI,5125.00,5150.00,5050.00,5050.00,40223800
07/07/2020,BMSR,53.00,53.00,52.00,52.00,22100
07/07/2020,BMTR,192.00,194.00,190.00,190.00,19715900
07/07/2020,BNBA,290.00,290.00,282.00,288.00,215800
07/07/2020,BNBR,50.00,50.00,50.00,50.00,100700
07/07/2020,BNGA,760.00,770.00,745.00,745.00,2424400
07/07/2020,BNII,165.00,165.00,162.00,162.00,125100
07/07/2020,BNLI,1280.00,1280.00,1275.00,1275.00,5068000
07/07/2020,BOGA,1360.00,1370.00,1350.00,1360.00,75252900
07/07/2020,BOLA,165.00,169.00,156.00,163.00,475400
07/07/2020,BOLT,900.00,900.00,900.00,900.00,0
07/07/2020,BOSS,77.00,83.00,77.00,80.00,2511200
07/07/2020,BPFI,1185.00,1185.00,1185.00,1185.00,0
07/07/2020,BPII,10000.00,10000.00,10000.00,10000.00,0
07/07/2020,BPTR,84.00,84.00,75.00,77.00,10800
07/07/2020,BRAM,5775.00,5775.00,5775.00,5775.00,0
07/07/2020,BRIS,408.00,476.00,400.00,452.00,1318651800
07/07/2020,BRMS,50.00,50.00,50.00,50.00,104500
07/07/2020,BRNA,1000.00,1000.00,1000.00,1000.00,0
07/07/2020,BRPT,1180.00,1210.00,1160.00,1160.00,53091400
07/07/2020,BRPT-W,765.00,805.00,765.00,805.00,3500
07/07/2020,BSDE,745.00,765.00,735.00,740.00,10709400
07/07/2020,BSIM,525.00,525.00,505.00,525.00,3600
07/07/2020,BSIM-W3,17.00,24.00,17.00,21.00,20400
07/07/2020,BSSR,1300.00,1300.00,1275.00,1300.00,31200
07/07/2020,BSWD,1750.00,1750.00,1750.00,1750.00,0
07/07/2020,BTEK,50.00,50.00,50.00,50.00,0
07/07/2020,BTEL,50.00,50.00,50.00,50.00,0
07/07/2020,BTON,179.00,190.00,179.00,188.00,47800
07/07/2020,BTPN,2190.00,2190.00,2150.00,2160.00,24600
07/07/2020,BTPS,3160.00,3170.00,3080.00,3090.00,6458000
07/07/2020,BUDI,85.00,86.00,84.00,86.00,134400
07/07/2020,BUKK,770.00,790.00,740.00,745.00,9400
07/07/2020,BULL,306.00,308.00,302.00,304.00,90670100
07/07/2020,BULL-W2,95.00,95.00,95.00,95.00,260400
07/07/2020,BUMI,50.00,50.00,50.00,50.00,40309700
07/07/2020,BUVA,67.00,67.00,58.00,58.00,16500
07/07/2020,BVIC,69.00,71.00,68.00,68.00,203700
07/07/2020,BWPT,97.00,99.00,91.00,91.00,38114100
07/07/2020,BYAN,13000.00,13900.00,12950.00,13900.00,3400
07/07/2020,CAKK,50.00,51.00,50.00,50.00,194600
07/07/2020,CAKK-W,9.00,9.00,8.00,8.00,54500
07/07/2020,CAMP,208.00,208.00,204.00,208.00,203700
07/07/2020,CANI,185.00,185.00,185.00,185.00,500
07/07/2020,CARE,318.00,328.00,316.00,318.00,251985100
07/07/2020,CARS,50.00,50.00,50.00,50.00,37700
07/07/2020,CASA,362.00,378.00,362.00,378.00,3654600
07/07/2020,CASA-W,135.00,135.00,135.00,135.00,0
07/07/2020,CASH,530.00,530.00,505.00,505.00,4632700
07/07/2020,CASH-W,21.00,21.00,19.00,20.00,8936400
07/07/2020,CASS,182.00,195.00,182.00,190.00,621500
07/07/2020,CBMF,222.00,222.00,200.00,208.00,5397500
07/07/2020,CCSI,250.00,250.00,240.00,246.00,603500
07/07/2020,CEKA,2000.00,2010.00,1980.00,1985.00,59500
07/07/2020,CENT,86.00,89.00,86.00,88.00,2191300
07/07/2020,CFIN,193.00,195.00,190.00,191.00,73400
07/07/2020,CINT,244.00,248.00,244.00,246.00,25700
07/07/2020,CITA,1760.00,1760.00,1760.00,1760.00,0
07/07/2020,CITY,51.00,51.00,50.00,51.00,62200
07/07/2020,CITY-W,12.00,12.00,12.00,12.00,46400
07/07/2020,CKRA,76.00,76.00,76.00,76.00,0
07/07/2020,CLAY,1810.00,1810.00,1810.00,1810.00,0
07/07/2020,CLEO,462.00,466.00,460.00,464.00,3768300
07/07/2020,CLPI,735.00,735.00,720.00,735.00,28500
07/07/2020,CMNP,1500.00,1500.00,1370.00,1370.00,41100
07/07/2020,CMPP,184.00,184.00,184.00,184.00,0
07/07/2020,CNKO,50.00,50.00,50.00,50.00,100
07/07/2020,CNTB,250.00,250.00,250.00,250.00,0
07/07/2020,CNTX,234.00,234.00,234.00,234.00,100
07/07/2020,COCO,815.00,815.00,775.00,775.00,146300
07/07/2020,COCO-W,175.00,175.00,175.00,175.00,0
07/07/2020,COWL,50.00,50.00,50.00,50.00,0
07/07/2020,CPIN,6550.00,6600.00,6200.00,6350.00,13143500
07/07/2020,CPRI,50.00,50.00,50.00,50.00,200
07/07/2020,CPRI-W,16.00,17.00,15.00,15.00,7800
07/07/2020,CPRO,50.00,50.00,50.00,50.00,4700
07/07/2020,CSAP,350.00,350.00,350.00,350.00,20400
07/07/2020,CSIS,50.00,50.00,50.00,50.00,100
07/07/2020,CSMI,220.00,220.00,216.00,216.00,200
07/07/2020,CSRA,232.00,234.00,228.00,228.00,461500
07/07/2020,CTBN,2450.00,2450.00,2450.00,2450.00,0
07/07/2020,CTRA,625.00,635.00,610.00,615.00,31941400
07/07/2020,CTTH,50.00,50.00,50.00,50.00,2900
07/07/2020,DADA,106.00,108.00,100.00,102.00,39834000
07/07/2020,DADA-W,4.00,4.00,3.00,3.00,7894200
07/07/2020,DART,248.00,258.00,248.00,258.00,400
07/07/2020,DAYA,700.00,700.00,700.00,700.00,0
07/07/2020,DEAL,89.00,96.00,89.00,90.00,5589800
07/07/2020,DEAL-W,7.00,7.00,7.00,7.00,0
07/07/2020,DEFI,1805.00,1815.00,1800.00,1800.00,26800
07/07/2020,DEWA,50.00,50.00,50.00,50.00,0
07/07/2020,DFAM,320.00,344.00,302.00,344.00,63500
07/07/2020,DFAM-W,1.00,1.00,1.00,1.00,0
07/07/2020,DGIK,50.00,50.00,50.00,50.00,1100
07/07/2020,DIGI,1705.00,1705.00,1705.00,1705.00,0
07/07/2020,DILD,187.00,187.00,183.00,183.00,1694100
07/07/2020,DIVA,1595.00,1625.00,1555.00,1560.00,246300
07/07/2020,DKFT,98.00,114.00,98.00,109.00,34043500
07/07/2020,DLTA,4940.00,4940.00,4860.00,4880.00,12800
07/07/2020,DMAS,168.00,169.00,164.00,165.00,20986300
07/07/2020,DMMX,204.00,206.00,196.00,200.00,6924500
07/07/2020,DMND,940.00,940.00,930.00,935.00,6700
07/07/2020,DNAR,320.00,320.00,280.00,290.00,39800
07/07/2020,DNET,3390.00,3390.00,3390.00,3390.00,73900
07/07/2020,DOID,151.00,160.00,151.00,156.00,60486200
07/07/2020,DPNS,242.00,242.00,242.00,242.00,0
07/07/2020,DPUM,85.00,85.00,72.00,77.00,8200
07/07/2020,DSFI,67.00,67.00,64.00,66.00,159500
07/07/2020,DSNG,340.00,340.00,336.00,340.00,2130700
07/07/2020,DSSA,22275.00,22275.00,22275.00,22275.00,2900
07/07/2020,DUCK,490.00,492.00,468.00,470.00,2908300
07/07/2020,DUTI,4680.00,4680.00,4680.00,4680.00,0
07/07/2020,DVLA,2190.00,2230.00,2170.00,2200.00,55400
07/07/2020,DWGL,246.00,246.00,220.00,234.00,2400
07/07/2020,DWGL-W,55.00,55.00,55.00,55.00,0
07/07/2020,DYAN,50.00,51.00,50.00,50.00,805200
07/07/2020,EAST,60.00,62.00,59.00,60.00,684300
07/07/2020,EAST-W,6.00,6.00,5.00,6.00,895400
07/07/2020,ECII,700.00,700.00,700.00,700.00,100
07/07/2020,EKAD,1080.00,1085.00,1075.00,1075.00,179100
07/07/2020,ELSA,240.00,252.00,236.00,240.00,256879000
07/07/2020,ELTY,50.00,50.00,50.00,50.00,900
07/07/2020,EMDE,200.00,202.00,200.00,202.00,10600
07/07/2020,EMTK,4890.00,4890.00,4560.00,4560.00,107600
07/07/2020,ENRG,53.00,53.00,51.00,52.00,5428800
07/07/2020,ENVY,108.00,109.00,100.00,104.00,194765400
07/07/2020,EPAC,284.00,292.00,264.00,268.00,40989700
07/07/2020,EPMT,1860.00,1860.00,1860.00,1860.00,0
07/07/2020,ERAA,1255.00,1355.00,1240.00,1350.00,72516900
07/07/2020,ERTX,135.00,135.00,125.00,125.00,63300
07/07/2020,ESIP,182.00,182.00,174.00,174.00,683000
07/07/2020,ESIP-W,9.00,10.00,8.00,9.00,6512000
07/07/2020,ESSA,164.00,164.00,158.00,159.00,1446000
07/07/2020,ESTA,94.00,99.00,92.00,93.00,219900
07/07/2020,ESTI,53.00,53.00,50.00,50.00,69800
07/07/2020,ETWA,78.00,78.00,78.00,78.00,200
07/07/2020,EXCL,2980.00,2980.00,2870.00,2900.00,15060700
07/07/2020,FAST,940.00,940.00,930.00,935.00,101600
07/07/2020,FASW,7300.00,7300.00,7300.00,7300.00,0
07/07/2020,FILM,172.00,174.00,169.00,171.00,188300
07/07/2020,FINN,50.00,50.00,50.00,50.00,0
07/07/2020,FIRE,107.00,108.00,105.00,106.00,1577800
07/07/2020,FISH,2850.00,2850.00,2850.00,2850.00,0
07/07/2020,FITT,56.00,56.00,51.00,51.00,105400
07/07/2020,FITT-W,12.00,14.00,1.00,9.00,20300
07/07/2020,FMII,800.00,800.00,800.00,800.00,0
07/07/2020,FOOD,127.00,127.00,118.00,119.00,5700000
07/07/2020,FORU,75.00,75.00,75.00,75.00,0
07/07/2020,FORZ,50.00,50.00,50.00,50.00,1600
07/07/2020,FPNI,93.00,94.00,92.00,92.00,89100
07/07/2020,FREN,101.00,101.00,97.00,98.00,73961600
07/07/2020,FREN-W,25.00,26.00,24.00,25.00,2112200
07/07/2020,FUJI,107.00,107.00,106.00,107.00,84900
07/07/2020,GAMA,50.00,50.00,50.00,50.00,100
07/07/2020,GDST,64.00,65.00,60.00,60.00,5974900
07/07/2020,GDYR,1405.00,1405.00,1405.00,1405.00,3500
07/07/2020,GEMA,368.00,368.00,368.00,368.00,0
07/07/2020,GEMS,2550.00,2550.00,2550.00,2550.00,0
07/07/2020,GGRM,46725.00,47100.00,46500.00,46675.00,1181000
07/07/2020,GGRP,262.00,268.00,262.00,268.00,10400
07/07/2020,GHON,1850.00,1850.00,1815.00,1840.00,500
07/07/2020,GIAA,252.00,254.00,248.00,248.00,13451200
07/07/2020,GJTL,386.00,388.00,380.00,380.00,1097300
07/07/2020,GLOB,197.00,197.00,184.00,184.00,16900
07/07/2020,GLVA,328.00,328.00,310.00,326.00,229400
07/07/2020,GMFI,84.00,85.00,83.00,83.00,2250600
07/07/2020,GMTD,17975.00,17975.00,17975.00,17975.00,0
07/07/2020,GOLD,197.00,197.00,187.00,195.00,11400
07/07/2020,GOLL,50.00,50.00,50.00,50.00,0
07/07/2020,GOOD,1300.00,1310.00,1295.00,1300.00,226400
07/07/2020,GPRA,50.00,51.00,50.00,51.00,603700
07/07/2020,GREN,328.00,328.00,328.00,328.00,0
07/07/2020,GSMF,117.00,117.00,117.00,117.00,0
07/07/2020,GTBO,86.00,86.00,77.00,83.00,700
07/07/2020,GWSA,99.00,101.00,95.00,96.00,76600
07/07/2020,GZCO,50.00,50.00,50.00,50.00,6000
07/07/2020,HADE,50.00,50.00,50.00,50.00,0
07/07/2020,HDFA,139.00,139.00,139.00,139.00,0
07/07/2020,HDIT,595.00,595.00,510.00,515.00,20600
07/07/2020,HDTX,120.00,120.00,120.00,120.00,0
07/07/2020,HEAL,3000.00,3000.00,2970.00,2970.00,514300
07/07/2020,HELI,280.00,280.00,246.00,246.00,81600
07/07/2020,HELI-W,9.00,10.00,8.00,9.00,1597000
07/07/2020,HERO,895.00,900.00,850.00,885.00,13500
07/07/2020,HEXA,3270.00,3270.00,3220.00,3250.00,6300
07/07/2020,HITS,625.00,625.00,615.00,620.00,1800
07/07/2020,HKMU,81.00,82.00,79.00,80.00,23696300
07/07/2020,HMSP,1675.00,1685.00,1635.00,1640.00,45774400
07/07/2020,HOKI,655.00,675.00,650.00,675.00,7915000
07/07/2020,HOKI-W,565.00,565.00,565.00,565.00,0
07/07/2020,HOME,50.00,50.00,50.00,50.00,0
07/07/2020,HOTL,50.00,50.00,50.00,50.00,50800
07/07/2020,HRME,79.00,85.00,79.00,83.00,79260700
07/07/2020,HRTA,222.00,236.00,208.00,228.00,951000
07/07/2020,HRUM,1180.00,1195.00,1180.00,1185.00,163900
07/07/2020,IATA,50.00,50.00,50.00,50.00,0
07/07/2020,IBFN,300.00,300.00,300.00,300.00,3300
07/07/2020,IBFN-W,6.00,6.00,6.00,6.00,63200
07/07/2020,IBST,8200.00,8200.00,8200.00,8200.00,0
07/07/2020,ICBP,9425.00,9500.00,9400.00,9500.00,6629600
07/07/2020,ICON,65.00,65.00,58.00,60.00,29100
07/07/2020,IDPR,158.00,158.00,155.00,156.00,58600
