<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
09/22/2020,AALI,10500.00,10550.00,10100.00,10375.00,1806900
09/22/2020,ABBA,50.00,50.00,50.00,50.00,500
09/22/2020,ABDA,6700.00,6700.00,6700.00,6700.00,100
09/22/2020,ABMM,870.00,870.00,870.00,870.00,200
09/22/2020,ACES,1495.00,1530.00,1470.00,1515.00,11456100
09/22/2020,ACST,206.00,214.00,198.00,200.00,121257000
09/22/2020,ADES,1120.00,1150.00,1120.00,1140.00,22100
09/22/2020,ADHI,510.00,520.00,498.00,510.00,5031500
09/22/2020,ADMF,7375.00,7375.00,7200.00,7325.00,16800
09/22/2020,ADMG,116.00,121.00,112.00,120.00,2671900
09/22/2020,ADRO,1130.00,1180.00,1125.00,1160.00,68846900
09/22/2020,AGAR,515.00,515.00,490.00,498.00,7300
09/22/2020,AGII,478.00,488.00,462.00,480.00,188000
09/22/2020,AGRO,310.00,324.00,304.00,304.00,43628600
09/22/2020,AGRS,178.00,178.00,170.00,172.00,36000
09/22/2020,AHAP,51.00,53.00,50.00,53.00,278700
09/22/2020,AIMS,159.00,159.00,159.00,159.00,0
09/22/2020,AISA,216.00,232.00,208.00,218.00,121897600
09/22/2020,AKKU,50.00,50.00,50.00,50.00,0
09/22/2020,AKPI,282.00,298.00,282.00,298.00,800
09/22/2020,AKRA,2600.00,2630.00,2540.00,2590.00,13249100
09/22/2020,AKSI,422.00,422.00,394.00,404.00,252500
09/22/2020,ALDO,396.00,396.00,396.00,396.00,100
09/22/2020,ALKA,214.00,230.00,214.00,230.00,300
09/22/2020,ALMI,176.00,212.00,172.00,200.00,75400
09/22/2020,ALTO,316.00,316.00,296.00,314.00,15200
09/22/2020,AMAG,196.00,196.00,190.00,194.00,28500
09/22/2020,AMAN,268.00,270.00,268.00,270.00,180100
09/22/2020,AMAR,302.00,316.00,302.00,304.00,42200
09/22/2020,AMFG,2450.00,2450.00,2450.00,2450.00,0
09/22/2020,AMIN,280.00,280.00,254.00,266.00,5500
09/22/2020,AMOR,2070.00,2070.00,2070.00,2070.00,500
09/22/2020,AMRT,675.00,680.00,655.00,670.00,158400
09/22/2020,ANDI,50.00,50.00,50.00,50.00,47900
09/22/2020,ANJT,560.00,560.00,550.00,550.00,700
09/22/2020,ANTM,750.00,755.00,725.00,735.00,52789600
09/22/2020,APEX,130.00,135.00,125.00,132.00,17000
09/22/2020,APIC,825.00,840.00,825.00,825.00,34309200
09/22/2020,APII,154.00,158.00,152.00,153.00,13800
09/22/2020,APLI,101.00,109.00,101.00,109.00,300
09/22/2020,APLN,100.00,102.00,97.00,99.00,35393500
09/22/2020,ARGO,1865.00,1875.00,1740.00,1740.00,2400
09/22/2020,ARII,434.00,444.00,430.00,444.00,18400
09/22/2020,ARKA,95.00,104.00,95.00,102.00,6393200
09/22/2020,ARMY,50.00,50.00,50.00,50.00,0
09/22/2020,ARNA,456.00,456.00,440.00,454.00,459200
09/22/2020,ARTA,334.00,334.00,334.00,334.00,200
09/22/2020,ARTI,50.00,50.00,50.00,50.00,0
09/22/2020,ARTO,2880.00,2880.00,2860.00,2860.00,36100
09/22/2020,ASBI,334.00,334.00,334.00,334.00,10500
09/22/2020,ASDM,925.00,925.00,925.00,925.00,200
09/22/2020,ASGR,740.00,740.00,710.00,725.00,251000
09/22/2020,ASII,4600.00,4740.00,4590.00,4670.00,22893300
09/22/2020,ASJT,105.00,114.00,105.00,114.00,147900
09/22/2020,ASMI,1040.00,1040.00,1040.00,1040.00,0
09/22/2020,ASPI,124.00,128.00,120.00,124.00,1336800
09/22/2020,ASPI-W,13.00,14.00,12.00,14.00,3119400
09/22/2020,ASRI,119.00,120.00,114.00,116.00,267652200
09/22/2020,ASRM,1725.00,1725.00,1725.00,1725.00,0
09/22/2020,ASSA,505.00,505.00,484.00,486.00,11638300
09/22/2020,ATIC,635.00,635.00,595.00,595.00,400
09/22/2020,AUTO,850.00,850.00,835.00,835.00,377300
09/22/2020,AYLS,50.00,50.00,50.00,50.00,1600
09/22/2020,AYLS-W,4.00,4.00,3.00,4.00,607400
09/22/2020,BABP,50.00,50.00,50.00,50.00,0
09/22/2020,BABP-W3,21.00,21.00,21.00,21.00,100
09/22/2020,BABP-W4,8.00,8.00,6.00,6.00,202300
09/22/2020,BACA,398.00,398.00,398.00,398.00,0
09/22/2020,BACA-W2,100.00,100.00,100.00,100.00,0
09/22/2020,BAJA,50.00,55.00,50.00,53.00,479600
09/22/2020,BALI,875.00,875.00,875.00,875.00,0
09/22/2020,BAPA,50.00,50.00,50.00,50.00,0
09/22/2020,BAPI,50.00,50.00,50.00,50.00,8000
09/22/2020,BAPI-W,2.00,3.00,2.00,2.00,3923900
09/22/2020,BATA,620.00,620.00,620.00,620.00,200
09/22/2020,BAYU,1150.00,1150.00,1150.00,1150.00,100
09/22/2020,BBCA,27600.00,27825.00,27150.00,27250.00,32688500
09/22/2020,BBHI,135.00,146.00,135.00,145.00,106300
09/22/2020,BBKP,242.00,244.00,232.00,234.00,151874100
09/22/2020,BBLD,356.00,356.00,356.00,356.00,0
09/22/2020,BBMD,1500.00,1500.00,1485.00,1485.00,400
09/22/2020,BBNI,4500.00,4640.00,4460.00,4540.00,48240400
09/22/2020,BBRI,3110.00,3190.00,3100.00,3130.00,134585500
09/22/2020,BBRM,50.00,50.00,50.00,50.00,0
09/22/2020,BBSI,555.00,570.00,520.00,570.00,1237100
09/22/2020,BBSS,128.00,134.00,128.00,133.00,18746600
09/22/2020,BBSS-W,8.00,9.00,7.00,9.00,51816600
09/22/2020,BBTN,1225.00,1240.00,1190.00,1200.00,58248700
09/22/2020,BBYB,268.00,268.00,252.00,252.00,3000
09/22/2020,BCAP,122.00,122.00,120.00,121.00,312900
09/22/2020,BCIC,700.00,700.00,700.00,700.00,0
09/22/2020,BCIP,50.00,50.00,50.00,50.00,589000
09/22/2020,BDMN,2290.00,2290.00,2200.00,2230.00,2454800
09/22/2020,BEEF,170.00,172.00,160.00,163.00,4238300
09/22/2020,BEEF-W,10.00,11.00,10.00,11.00,246600
09/22/2020,BEKS,50.00,50.00,50.00,50.00,4400
09/22/2020,BELL,147.00,147.00,146.00,147.00,3630100
09/22/2020,BESS,208.00,230.00,208.00,226.00,28300
09/22/2020,BESS-W,80.00,80.00,52.00,75.00,52800
09/22/2020,BEST,166.00,176.00,161.00,168.00,403456300
09/22/2020,BFIN,356.00,382.00,354.00,364.00,12513700
09/22/2020,BGTG,50.00,50.00,50.00,50.00,100
09/22/2020,BHAT,492.00,492.00,480.00,488.00,154191900
09/22/2020,BHIT,50.00,50.00,50.00,50.00,26400
09/22/2020,BIKA,156.00,156.00,154.00,155.00,2200
09/22/2020,BIMA,50.00,50.00,50.00,50.00,1600
09/22/2020,BINA,820.00,820.00,795.00,810.00,23400
09/22/2020,BIPI,50.00,50.00,50.00,50.00,10300
09/22/2020,BIPI-W,8.00,9.00,8.00,9.00,3103200
09/22/2020,BIPP,54.00,59.00,54.00,58.00,6700
09/22/2020,BIRD,915.00,925.00,900.00,910.00,545900
09/22/2020,BISI,895.00,895.00,885.00,890.00,295400
09/22/2020,BJBR,890.00,930.00,880.00,885.00,5829700
09/22/2020,BJTM,530.00,530.00,510.00,515.00,14136300
09/22/2020,BKDP,51.00,51.00,51.00,51.00,0
09/22/2020,BKSL,50.00,50.00,50.00,50.00,35400
09/22/2020,BKSW,70.00,73.00,68.00,71.00,1500
09/22/2020,BLTA,50.00,50.00,50.00,50.00,0
09/22/2020,BLTZ,3120.00,3120.00,3120.00,3120.00,0
09/22/2020,BLUE,575.00,575.00,560.00,565.00,144200
09/22/2020,BMAS,264.00,266.00,264.00,264.00,1100
09/22/2020,BMRI,5300.00,5425.00,5275.00,5300.00,56798300
09/22/2020,BMSR,51.00,51.00,51.00,51.00,0
09/22/2020,BMTR,222.00,226.00,214.00,216.00,111267700
09/22/2020,BNBA,326.00,330.00,320.00,326.00,743900
09/22/2020,BNBR,50.00,50.00,50.00,50.00,15300
09/22/2020,BNGA,750.00,750.00,730.00,735.00,2600800
09/22/2020,BNII,214.00,214.00,206.00,206.00,6567200
09/22/2020,BNLI,1335.00,1335.00,1330.00,1330.00,913800
09/22/2020,BOGA,1360.00,1365.00,1345.00,1365.00,106358100
09/22/2020,BOLA,168.00,171.00,160.00,170.00,7900
09/22/2020,BOLT,610.00,610.00,610.00,610.00,100
09/22/2020,BOSS,82.00,86.00,80.00,84.00,8425900
09/22/2020,BPFI,1200.00,1200.00,1200.00,1200.00,24000
09/22/2020,BPII,10000.00,10000.00,10000.00,10000.00,0
09/22/2020,BPTR,84.00,84.00,76.00,81.00,9000
09/22/2020,BRAM,4300.00,4300.00,4290.00,4290.00,300
09/22/2020,BRIS,790.00,815.00,770.00,770.00,236629800
09/22/2020,BRMS,62.00,65.00,59.00,61.00,290950400
09/22/2020,BRNA,960.00,960.00,960.00,960.00,100
09/22/2020,BRPT,690.00,720.00,670.00,690.00,81104700
09/22/2020,BRPT-W,505.00,505.00,505.00,505.00,0
09/22/2020,BSDE,790.00,795.00,770.00,775.00,66620600
09/22/2020,BSIM,500.00,500.00,476.00,478.00,1400
09/22/2020,BSIM-W3,15.00,15.00,14.00,14.00,5500
09/22/2020,BSSR,1490.00,1490.00,1390.00,1390.00,102100
09/22/2020,BSWD,1750.00,1750.00,1750.00,1750.00,0
09/22/2020,BTEK,50.00,50.00,50.00,50.00,0
09/22/2020,BTEL,50.00,50.00,50.00,50.00,0
09/22/2020,BTON,179.00,188.00,178.00,185.00,703300
