<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
2/16/2022,IHSG,6821.926,6857.65,6821.158,6850.198,226649622
2/16/2022,AALI,10850,11175,10800,11000,5616900
2/16/2022,ABBA,570,570,474,488,104290800
2/16/2022,ABDA,6600,6600,6600,6600,0
2/16/2022,ABMM,1475,1480,1450,1470,1537100
2/16/2022,ACES,1245,1255,1235,1245,12254700
2/16/2022,ACST,194,204,194,202,15041000
2/16/2022,ADES,3650,3700,3630,3690,55300
2/16/2022,ADHI,900,945,900,935,35837700
2/16/2022,ADMF,8000,8050,8000,8050,153400
2/16/2022,ADMG,181,183,180,181,227300
2/16/2022,ADMR,1210,1225,1170,1175,20171800
2/16/2022,ADRO,2300,2300,2240,2240,70237000
2/16/2022,AGAR,358,370,346,366,6600
2/16/2022,AGII,1440,1465,1425,1450,3314000
2/16/2022,AGRO,1320,1435,1310,1415,79464900
2/16/2022,AGRS,160,170,158,169,32983800
2/16/2022,AHAP,68,69,67,68,1225200
2/16/2022,AIMS,364,364,340,364,920700
2/16/2022,AISA,197,200,191,199,10602300
2/16/2022,AKKU,50,50,50,50,12600
2/16/2022,AKPI,1020,1030,1000,1030,161200
2/16/2022,AKRA,705,725,700,725,67665500
2/16/2022,AKSI,590,605,575,600,28000
2/16/2022,ALDO,1340,1375,1285,1360,30346200
2/16/2022,ALDO-W,254,292,250,292,754400
2/16/2022,ALKA,282,288,276,278,34700
2/16/2022,ALMI,298,300,280,282,5000
2/16/2022,ALTO,238,238,224,236,6400
2/16/2022,AMAG,360,362,348,362,101500
2/16/2022,AMAN,525,525,525,525,719900
2/16/2022,AMAR,368,416,368,400,74638000
2/16/2022,AMFG,5075,5250,5075,5150,165300
2/16/2022,AMIN,174,177,172,175,118400
2/16/2022,AMOR,1670,1670,1620,1660,85700
2/16/2022,AMRT,1225,1230,1185,1190,10481500
2/16/2022,ANDI,50,50,50,50,47400
2/16/2022,ANJT,1090,1095,1050,1070,309600
2/16/2022,ANTM,1890,1895,1870,1880,48783800
2/16/2022,APEX,685,705,685,705,49300
2/16/2022,APIC,1160,1185,1155,1175,20202400
2/16/2022,APII,200,202,199,200,173500
2/16/2022,APLI,198,199,198,198,2400
2/16/2022,APLN,108,126,108,119,59811100
2/16/2022,ARCI,498,498,466,482,7094500
2/16/2022,ARGO,1610,2000,1565,1565,11200
2/16/2022,ARII,240,248,240,248,148400
2/16/2022,ARKA,50,50,50,50,254700
2/16/2022,ARMY,50,50,50,50,0
2/16/2022,ARNA,890,945,885,925,5999500
2/16/2022,ARTA,1855,1855,1825,1835,13600
2/16/2022,ARTI,50,50,50,50,0
2/16/2022,ARTO,14600,15250,14550,15075,45359900
2/16/2022,ASBI,290,300,290,300,3100
2/16/2022,ASDM,980,980,975,975,2100
2/16/2022,ASGR,790,800,785,800,213800
2/16/2022,ASII,5550,5600,5475,5475,46730000
2/16/2022,ASJT,133,134,132,134,33400
2/16/2022,ASLC,272,292,272,278,49914500
2/16/2022,ASMI,222,230,220,220,612300
2/16/2022,ASPI,73,78,73,76,1042700
2/16/2022,ASPI-W,18,18,18,18,500
2/16/2022,ASRI,152,163,152,162,39488800
2/16/2022,ASRM,1575,1615,1575,1615,400
2/16/2022,ASSA,2540,2680,2530,2610,11300200
2/16/2022,ATAP,146,146,137,140,10511900
2/16/2022,ATIC,600,605,585,600,355900
2/16/2022,AUTO,1095,1120,1090,1105,3681900
2/16/2022,AVIA,815,825,815,825,36425300
2/16/2022,AYLS,262,278,260,270,16466900
2/16/2022,BABP,202,212,200,204,164426500
2/16/2022,BABP-W3,122,130,121,126,63600
2/16/2022,BABP-W4,170,170,145,164,16000
2/16/2022,BACA,230,238,230,236,9247200
2/16/2022,BACA-W2,37,37,37,37,0
2/16/2022,BAJA,274,296,274,294,291900
2/16/2022,BALI,830,850,820,820,668700
2/16/2022,BANK,2270,2310,2260,2310,16220900
2/16/2022,BANK-W,1915,2120,1915,2120,1100
2/16/2022,BAPA,95,96,93,93,16054300
2/16/2022,BAPI,50,50,50,50,4900
2/16/2022,BAPI-W,7,7,6,7,13124700
2/16/2022,BATA,458,482,458,460,4600
2/16/2022,BAUT,132,190,132,190,723326600
2/16/2022,BAUT-W,17,29,17,28,1251512100
2/16/2022,BAYU,1150,1170,1150,1170,1000
