<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
1/17/2022,IHSG,6711.406,6711.822,6625.863,6645.048,160130223
1/17/2022,AALI,10000,10000,9700,9800,1013500
1/17/2022,ABBA,290,298,288,292,2916700
1/17/2022,ABDA,6725,6750,6725,6750,400
1/17/2022,ABMM,1400,1410,1395,1400,1769000
1/17/2022,ACES,1370,1375,1345,1350,4047100
1/17/2022,ACST,202,202,193,195,13666100
1/17/2022,ADES,3660,3710,3610,3650,120200
1/17/2022,ADHI,895,900,830,830,30743900
1/17/2022,ADMF,7600,7625,7575,7600,81400
1/17/2022,ADMG,198,198,192,194,298600
1/17/2022,ADMR,750,825,740,770,110445900
1/17/2022,ADRO,2300,2320,2210,2260,119048500
1/17/2022,AGAR,350,366,350,362,37700
1/17/2022,AGII,1435,1490,1435,1475,5178900
1/17/2022,AGRO,1510,1515,1445,1485,29909900
1/17/2022,AGRS,159,159,148,148,60394600
1/17/2022,AHAP,72,73,70,70,5423500
1/17/2022,AIMS,406,420,404,404,2429300
1/17/2022,AISA,177,178,173,173,2401800
1/17/2022,AKKU,50,50,50,50,9500
1/17/2022,AKPI,1140,1140,1070,1130,30500
1/17/2022,AKRA,830,840,800,810,31193100
1/17/2022,AKSI,795,795,740,740,114000
1/17/2022,ALDO,1310,1455,1300,1380,30563500
1/17/2022,ALDO-W,288,328,284,308,3454500
1/17/2022,ALKA,384,384,358,358,71900
1/17/2022,ALMI,294,308,290,290,24100
1/17/2022,ALTO,238,242,222,222,82100
1/17/2022,AMAG,406,408,380,380,1094000
1/17/2022,AMAN,530,530,525,525,906400
1/17/2022,AMAR,530,635,510,625,153272000
1/17/2022,AMFG,4590,4590,4380,4400,69700
1/17/2022,AMIN,178,192,178,187,245800
1/17/2022,AMOR,2000,2010,1900,1940,8603700
1/17/2022,AMRT,1095,1110,1085,1095,16994200
1/17/2022,ANDI,50,50,50,50,38100
1/17/2022,ANJT,975,980,915,980,59800
1/17/2022,ANTM,1950,1955,1840,1855,183492900
1/17/2022,APEX,650,670,620,670,121500
1/17/2022,APIC,1145,1145,1080,1085,10718100
1/17/2022,APII,198,240,196,206,4800900
1/17/2022,APLI,198,198,197,198,1000
1/17/2022,APLN,114,115,110,112,10836000
1/17/2022,ARCI,476,476,460,468,3559700
1/17/2022,ARGO,1570,1570,1570,1570,200
1/17/2022,ARII,248,248,244,248,47800
1/17/2022,ARKA,50,51,50,51,8465100
1/17/2022,ARMY,50,50,50,50,0
1/17/2022,ARNA,870,880,855,875,279400
1/17/2022,ARTA,2000,2020,1955,1955,14600
1/17/2022,ARTI,50,50,50,50,0
1/17/2022,ARTO,18575,19000,18375,18650,46151900
1/17/2022,ASBI,296,300,294,296,2600
1/17/2022,ASDM,980,980,970,970,5700
1/17/2022,ASGR,820,830,820,825,129900
1/17/2022,ASII,5775,5775,5650,5675,15859100
1/17/2022,ASJT,136,138,135,137,106500
1/17/2022,ASMI,242,252,242,248,85100
1/17/2022,ASPI,75,75,72,73,1742900
1/17/2022,ASPI-W,19,19,18,19,33300
1/17/2022,ASRI,153,155,150,150,10918200
1/17/2022,ASRM,1660,1660,1660,1660,0
1/17/2022,ASSA,3420,3530,3350,3410,12182900
1/17/2022,ATAP,164,169,163,165,5792100
1/17/2022,ATIC,640,655,640,645,206300
1/17/2022,AUTO,1115,1125,1115,1120,990000
1/17/2022,AVIA,920,920,905,905,16791600
1/17/2022,AYLS,324,334,322,326,25352800
1/17/2022,BABP,166,168,161,163,62116000
1/17/2022,BABP-W3,85,115,85,91,473900
1/17/2022,BABP-W4,121,128,111,118,86600
1/17/2022,BACA,228,234,220,222,11699100
1/17/2022,BACA-W2,228,228,228,228,200
1/17/2022,BAJA,322,326,316,318,225300
1/17/2022,BALI,825,840,800,830,491800
1/17/2022,BANK,2080,2120,2040,2100,25814500
1/17/2022,BANK-W,2090,2090,2090,2090,0
1/17/2022,BAPA,129,129,103,103,379657600
1/17/2022,BAPI,50,50,50,50,520100
1/17/2022,BAPI-W,7,9,7,7,10582500
1/17/2022,BATA,478,478,450,464,107600
1/17/2022,BAYU,1085,1085,1085,1085,200
