<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
1/10/2022,IHSG,6697.376,6725.024,6689.282,6691.124,168831828
1/10/2022,AALI,9950,10075,9825,9875,2940400
1/10/2022,ABBA,318,330,302,312,18015400
1/10/2022,ABDA,7750,9275,7700,7825,3400
1/10/2022,ABMM,1425,1425,1370,1385,5570600
1/10/2022,ACES,1380,1390,1365,1385,6833000
1/10/2022,ACST,214,216,208,210,5323400
1/10/2022,ADES,3510,3720,3510,3620,146600
1/10/2022,ADHI,935,940,920,925,6853800
1/10/2022,ADMF,7650,7700,7625,7650,46500
1/10/2022,ADMG,199,199,194,197,2039100
1/10/2022,ADMR,474,474,474,474,17843500
1/10/2022,ADRO,2430,2430,2350,2400,123417100
1/10/2022,AGAR,368,368,344,360,30200
1/10/2022,AGII,1510,1555,1500,1550,6567100
1/10/2022,AGRO,1420,1540,1395,1525,178411500
1/10/2022,AGRS,162,162,150,153,33508000
1/10/2022,AHAP,73,74,72,72,1710800
1/10/2022,AIMS,424,424,396,406,1887700
1/10/2022,AISA,189,199,187,189,14165600
1/10/2022,AKKU,50,50,50,50,82000
1/10/2022,AKPI,1125,1140,1110,1115,39600
1/10/2022,AKRA,4310,4410,4230,4300,15172900
1/10/2022,AKSI,600,600,585,585,52300
1/10/2022,ALDO,1140,1200,1080,1155,5887800
1/10/2022,ALDO-W,244,248,240,242,61700
1/10/2022,ALKA,462,462,430,430,51800
1/10/2022,ALMI,304,306,284,286,90400
1/10/2022,ALTO,248,250,244,244,32000
1/10/2022,AMAG,342,342,334,340,29500
1/10/2022,AMAN,525,525,525,525,759600
1/10/2022,AMAR,466,525,464,520,42874500
1/10/2022,AMFG,4650,4650,4450,4520,66700
1/10/2022,AMIN,192,195,187,188,231400
1/10/2022,AMOR,2020,2120,1985,1995,2106300
1/10/2022,AMRT,1155,1165,1130,1130,14151100
1/10/2022,ANDI,50,50,50,50,40300
1/10/2022,ANJT,1000,1025,995,1005,121900
1/10/2022,ANTM,2250,2250,2220,2220,35421200
1/10/2022,APEX,705,715,680,700,65000
1/10/2022,APIC,1075,1085,1065,1065,11404400
1/10/2022,APII,199,210,196,204,1845500
1/10/2022,APLI,200,204,200,204,1400
1/10/2022,APLN,122,124,122,123,2521000
1/10/2022,ARCI,474,478,460,478,8040000
1/10/2022,ARGO,1730,1730,1645,1700,9800
1/10/2022,ARII,254,260,250,260,136100
1/10/2022,ARKA,52,54,52,53,8316900
1/10/2022,ARMY,50,50,50,50,0
1/10/2022,ARNA,850,850,830,845,7210900
1/10/2022,ARTA,1980,2000,1950,1990,6800
1/10/2022,ARTI,50,50,50,50,0
1/10/2022,ARTO,18800,19150,18650,18950,43034600
1/10/2022,ASBI,288,310,286,302,6900
1/10/2022,ASDM,965,1000,965,980,4900
1/10/2022,ASGR,845,850,840,850,197000
1/10/2022,ASII,5675,5725,5650,5650,15379400
1/10/2022,ASJT,138,139,138,138,633900
1/10/2022,ASMI,258,294,258,264,1942100
1/10/2022,ASPI,75,75,74,74,1129500
1/10/2022,ASPI-W,19,19,17,19,510900
1/10/2022,ASRI,163,165,162,162,5804400
1/10/2022,ASRM,1630,1630,1630,1630,300
1/10/2022,ASSA,3460,3460,3360,3370,8073500
1/10/2022,ATAP,162,178,162,174,27358000
1/10/2022,ATIC,670,680,640,645,1322400
1/10/2022,AUTO,1135,1150,1125,1135,2085800
1/10/2022,AVIA,915,920,910,920,17391800
1/10/2022,AYLS,336,336,310,312,22042200
1/10/2022,BABP,166,178,165,170,140581700
1/10/2022,BABP-W3,78,83,70,74,920600
1/10/2022,BABP-W4,73,125,73,125,34600
1/10/2022,BACA,254,256,240,248,33473100
1/10/2022,BACA-W2,10,10,10,10,0
1/10/2022,BAJA,334,340,330,332,719100
1/10/2022,BALI,855,910,825,875,1320000
1/10/2022,BANK,2320,2380,2290,2330,31890400
1/10/2022,BANK-W,2250,2250,2250,2250,0
1/10/2022,BAPA,69,70,68,69,3037600
1/10/2022,BAPI,50,50,50,50,3200
1/10/2022,BAPI-W,8,8,7,7,14686200
1/10/2022,BATA,484,496,470,470,118100
1/10/2022,BAYU,1120,1125,1120,1125,17700
1/10/2022,BBCA,7575,7650,7550,7600,45351900
1/10/2022,BBHI,5700,6800,5700,6800,36388400
1/10/2022,BBKP,274,276,268,270,97944200
1/10/2022,BBLD,378,378,372,372,4900
1/10/2022,BBMD,2000,2000,1890,1995,33900
1/10/2022,BBNI,7075,7175,7025,7050,31962300
1/10/2022,BBRI,4190,4210,4180,4180,70722600
1/10/2022,BBRM,50,50,50,50,400
1/10/2022,BBSI,4380,4400,4350,4390,29000
1/10/2022,BBSS,51,51,50,51,5944100
1/10/2022,BBTN,1720,1725,1700,1710,14233500
1/10/2022,BBYB,2340,2390,2250,2380,76878500
1/10/2022,BCAP,55,56,54,54,22417600
1/10/2022,BCIC,206,206,202,204,2122100
1/10/2022,BCIP,91,98,90,94,92420100
1/10/2022,BDMN,2400,2400,2370,2390,2766100
1/10/2022,BEBS,4790,5025,4580,4840,26190000
1/10/2022,BEEF,74,75,73,73,2467200
1/10/2022,BEKS,53,53,52,52,59558200
1/10/2022,BELL,141,142,139,141,256900
1/10/2022,BESS,880,890,820,830,258400
1/10/2022,BESS-W,740,740,740,740,0
1/10/2022,BEST,114,116,112,113,4476100
1/10/2022,BFIN,1200,1350,1200,1300,119528700
1/10/2022,BGTG,230,234,222,228,100973500
1/10/2022,BHAT,1000,1005,990,1000,1170000
1/10/2022,BHIT,56,57,55,56,73961400
1/10/2022,BIKA,274,284,254,254,3016800
1/10/2022,BIMA,274,274,252,252,20262200
1/10/2022,BINA,3710,3750,3680,3700,615500
1/10/2022,BINO,143,144,142,144,1899700
1/10/2022,BINO-W,18,19,17,18,5466000
1/10/2022,BIPI,50,51,50,50,1086275800
1/10/2022,BIPI-W,15,15,14,15,1702300
1/10/2022,BIPP,54,55,53,54,626700
1/10/2022,BIRD,1365,1370,1320,1325,2390000
1/10/2022,BISI,1000,1005,995,1000,380800
1/10/2022,BJBR,1365,1370,1345,1345,2217200
1/10/2022,BJTM,755,755,745,750,2277600
1/10/2022,BKDP,81,102,79,94,186264500
1/10/2022,BKSL,58,59,57,57,26525900
1/10/2022,BKSW,190,190,181,181,10677100
1/10/2022,BLTA,50,50,50,50,2500
1/10/2022,BLTZ,3070,3070,2920,2930,400
1/10/2022,BLUE,390,406,390,402,376700
1/10/2022,BMAS,1875,1930,1755,1765,201900
1/10/2022,BMHS,810,845,795,845,21545800
1/10/2022,BMRI,7075,7100,7050,7050,22189300
1/10/2022,BMSR,250,260,246,248,786500
1/10/2022,BMTR,258,262,256,258,28503400
1/10/2022,BNBA,3150,3680,3140,3550,27856700
1/10/2022,BNBR,50,50,50,50,27600
1/10/2022,BNGA,975,975,965,970,5925100
1/10/2022,BNII,328,336,328,330,4780200
1/10/2022,BNLI,1540,1570,1535,1550,41700
1/10/2022,BOBA,232,232,222,230,685600
1/10/2022,BOGA,1380,1395,1370,1385,93181600
1/10/2022,BOLA,600,610,590,595,4033100
1/10/2022,BOLT,765,840,760,835,17900
1/10/2022,BOSS,71,73,69,70,10696400
1/10/2022,BPFI,1375,1410,1365,1380,341100
1/10/2022,BPII,6650,6650,6650,6650,0
1/10/2022,BPTR,400,400,372,372,2301500
1/10/2022,BRAM,10500,10500,10250,10250,2000
1/10/2022,BRIS,1745,1810,1740,1760,23880800
1/10/2022,BRMS,112,113,109,109,503049300
1/10/2022,BRNA,1180,1180,1135,1175,1400
1/10/2022,BRPT,850,850,835,835,30443400
1/10/2022,BSDE,1040,1055,1035,1040,17540800
1/10/2022,BSIM,870,900,870,870,76600
1/10/2022,BSML,278,332,278,322,53727600
1/10/2022,BSSR,4450,4460,4370,4380,438500
1/10/2022,BSWD,1750,1750,1750,1750,0
1/10/2022,BTEK,50,50,50,50,126600
1/10/2022,BTEL,50,50,50,50,0
1/10/2022,BTON,420,420,398,420,27800
1/10/2022,BTPN,2620,2620,2600,2600,94900
1/10/2022,BTPS,3660,3660,3510,3510,2203700
1/10/2022,BUDI,172,173,170,172,5404000
1/10/2022,BUKA,470,472,456,456,292640800
1/10/2022,BUKK,1360,1360,1270,1280,4500
1/10/2022,BULL,234,238,230,234,256483600
1/10/2022,BULL-W2,33,33,32,32,329200
1/10/2022,BUMI,68,69,66,67,127930800
1/10/2022,BUVA,60,60,60,60,0
1/10/2022,BVIC,195,200,190,194,44126300
1/10/2022,BWPT,75,76,73,75,58827000
1/10/2022,BYAN,26050,26700,26050,26250,93000
1/10/2022,CAKK,97,104,97,100,23972400
1/10/2022,CAMP,290,292,288,288,909200
1/10/2022,CANI,151,158,149,151,1780300
1/10/2022,CARE,500,510,496,496,331106800
1/10/2022,CARS,50,50,50,50,26200
1/10/2022,CASA,525,530,525,530,1255600
1/10/2022,CASH,248,258,240,252,2155900
1/10/2022,CASS,456,466,438,458,16600
1/10/2022,CBMF,86,97,86,93,55189700
1/10/2022,CCSI,815,830,800,810,984000
1/10/2022,CEKA,1895,1905,1880,1895,27000
1/10/2022,CENT,232,232,216,224,22346700
1/10/2022,CFIN,254,258,248,250,4522100
1/10/2022,CINT,260,262,252,260,10200
1/10/2022,CITA,2940,3150,2940,3150,12100
1/10/2022,CITY,169,172,169,171,123700
1/10/2022,CLAY,815,855,760,780,900
1/10/2022,CLEO,450,450,442,446,3295100
1/10/2022,CLPI,1020,1030,1015,1025,89500
1/10/2022,CMNP,1690,1710,1670,1675,1004300
1/10/2022,CMNP-W,655,735,640,645,9300
1/10/2022,CMNT,1075,1080,1065,1080,47718300
1/10/2022,CMPP,360,426,350,422,18683300
1/10/2022,CMRY,3370,3410,3350,3410,5991000
1/10/2022,CNKO,50,50,50,50,38500
1/10/2022,CNTB,250,250,250,250,0
1/10/2022,CNTX,270,294,268,268,47900
1/10/2022,COCO,290,296,288,292,9750800
1/10/2022,COCO-W,166,166,166,166,100
1/10/2022,COWL,50,50,50,50,0
1/10/2022,CPIN,6175,6200,6075,6075,3864700
1/10/2022,CPRI,50,50,50,50,0
1/10/2022,CPRI-W,12,12,12,12,0
1/10/2022,CPRO,99,99,95,95,109467600
1/10/2022,CSAP,520,565,500,550,1030600
1/10/2022,CSIS,134,139,132,133,29101000
1/10/2022,CSMI,3620,3620,3620,3620,200
1/10/2022,CSRA,620,650,580,605,5771100
1/10/2022,CTBN,2370,2370,2370,2370,100
1/10/2022,CTRA,955,970,950,955,20365900
1/10/2022,CTTH,50,50,50,50,13300
1/10/2022,DADA,50,50,50,50,119300
1/10/2022,DADA-W,10,10,9,10,4303200
1/10/2022,DART,250,254,244,248,581200
1/10/2022,DAYA,302,302,298,298,886500
1/10/2022,DCII,46525,46550,45000,45000,9000
1/10/2022,DEAL,50,50,50,50,5700
1/10/2022,DEFI,1455,1455,1455,1455,0
1/10/2022,DEPO,484,484,478,482,7426100
1/10/2022,DEWA,50,50,50,50,157800
1/10/2022,DFAM,370,406,364,370,83100
1/10/2022,DGIK,206,214,206,212,35697500
1/10/2022,DGNS,760,785,755,780,6314200
1/10/2022,DIGI,105,109,102,105,15296500
1/10/2022,DILD,150,151,149,150,1706500
1/10/2022,DIVA,1920,1940,1900,1935,280700
1/10/2022,DKFT,120,129,120,124,10699100
1/10/2022,DLTA,3720,3750,3710,3710,117300
1/10/2022,DMAS,194,195,193,194,15406200
1/10/2022,DMMX,2680,2700,2630,2640,2907100
1/10/2022,DMND,885,890,860,865,98800
1/10/2022,DNAR,310,310,298,302,14878500
1/10/2022,DNET,3200,3250,3200,3250,22000
1/10/2022,DOID,246,248,240,242,12663500
1/10/2022,DPNS,392,394,388,394,139600
1/10/2022,DPUM,50,50,50,50,0
1/10/2022,DRMA,715,720,685,695,22795200
1/10/2022,DSFI,98,101,96,97,14364000
1/10/2022,DSNG,535,540,515,525,17562700
1/10/2022,DSSA,49950,49950,49950,49950,0
1/10/2022,DUCK,176,176,176,176,0
1/10/2022,DUTI,3300,3500,3300,3360,12900
1/10/2022,DVLA,2810,2890,2810,2870,45800
1/10/2022,DWGL,188,198,175,190,18100
1/10/2022,DWGL-W,24,25,23,25,638200
1/10/2022,DYAN,77,80,76,78,8322000
1/10/2022,EAST,94,96,90,92,4652000
1/10/2022,EAST-W,10,11,10,11,3531400
1/10/2022,ECII,890,925,890,925,35400
1/10/2022,EDGE,22500,23175,22500,23175,700
1/10/2022,EKAD,1450,1450,1435,1440,189900
1/10/2022,ELSA,274,276,272,272,8883700
1/10/2022,ELTY,50,50,50,50,500
1/10/2022,EMDE,161,165,161,165,300
1/10/2022,EMTK,2450,2490,2320,2320,65682500
1/10/2022,ENRG,101,103,100,101,312820400
1/10/2022,ENVY,50,50,50,50,0
1/10/2022,ENZO,50,50,50,50,891400
1/10/2022,ENZO-W,13,14,13,14,5449800
1/10/2022,EPAC,57,64,55,57,866342500
1/10/2022,EPMT,2720,2800,2720,2790,58000
1/10/2022,ERAA,575,580,560,560,29885100
1/10/2022,ERTX,218,220,202,204,558300
1/10/2022,ESIP,127,138,123,130,79599400
1/10/2022,ESSA,490,505,486,494,51342100
1/10/2022,ESTA,246,254,236,244,319300
1/10/2022,ESTI,112,115,112,113,636200
1/10/2022,ETWA,62,62,62,62,0
