<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
4/1/2021,IHSG,5988.023,6020.164,5960.817,6011.456,126328799
4/1/2021,AALI,10050,10300,10050,10300,937400
4/1/2021,ABBA,176,183,169,179,56026100
4/1/2021,ABDA,7050,7050,7050,7050,500
4/1/2021,ABMM,775,790,765,790,34100
4/1/2021,ACES,1520,1560,1515,1560,9494900
4/1/2021,ACST,308,314,304,310,6383400
4/1/2021,ADES,1670,1765,1670,1720,18100
4/1/2021,ADHI,1095,1125,1085,1120,11418000
4/1/2021,ADMF,8350,8450,8300,8325,95900
4/1/2021,ADMG,164,170,163,167,401100
4/1/2021,ADRO,1175,1200,1170,1180,51622400
4/1/2021,AGAR,380,380,370,370,1400
4/1/2021,AGII,1150,1150,1065,1070,19673800
4/1/2021,AGRO,1025,1085,1015,1075,110242800
4/1/2021,AGRS,402,408,374,374,4063100
4/1/2021,AHAP,73,81,73,78,31000500
4/1/2021,AIMS,200,252,188,252,273100
4/1/2021,AISA,278,294,278,294,47931500
4/1/2021,AKKU,50,50,50,50,800
4/1/2021,AKPI,432,450,410,448,4000
4/1/2021,AKRA,3280,3300,3190,3210,11556800
4/1/2021,AKSI,750,800,750,785,1247100
4/1/2021,ALDO,500,500,466,468,10000
4/1/2021,ALKA,248,262,236,238,12800
4/1/2021,ALMI,256,256,224,230,23100
4/1/2021,ALTO,360,394,338,388,2600
4/1/2021,AMAG,246,260,240,252,1315300
4/1/2021,AMAN,292,292,292,292,89500
4/1/2021,AMAR,284,298,284,288,2441600
4/1/2021,AMFG,3710,3710,3710,3710,6400
4/1/2021,AMIN,220,220,193,197,15300
4/1/2021,AMOR,3330,3360,3320,3360,1746600
4/1/2021,AMRT,900,905,870,885,3131900
4/1/2021,ANDI,50,50,50,50,858500
4/1/2021,ANJT,680,680,660,665,4700
4/1/2021,ANTM,2290,2300,2200,2240,160897600
4/1/2021,APEX,620,715,575,575,3338100
4/1/2021,APIC,745,750,735,745,11540100
4/1/2021,APII,176,182,176,180,86500
4/1/2021,APLI,195,195,195,195,2000
4/1/2021,APLN,156,160,154,156,12196900
4/1/2021,ARGO,1330,1775,1330,1775,1900
4/1/2021,ARII,170,170,166,170,15500
4/1/2021,ARKA,50,50,50,50,323600
4/1/2021,ARMY,50,50,50,50,0
4/1/2021,ARNA,735,740,730,735,894200
4/1/2021,ARTA,266,270,266,270,11000
4/1/2021,ARTI,50,50,50,50,1200
4/1/2021,ARTO,9725,10025,9725,9975,8461000
4/1/2021,ASBI,294,328,292,302,127300
4/1/2021,ASDM,925,925,925,925,0
4/1/2021,ASGR,805,815,800,805,108400
4/1/2021,ASII,5350,5400,5325,5350,33323600
4/1/2021,ASJT,254,254,248,248,79800
4/1/2021,ASMI,920,925,915,925,10000
4/1/2021,ASPI,56,58,55,56,1510900
4/1/2021,ASPI-W,18,19,16,16,4507400
