<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
8/27/2021,IHSG,6052.827,6066.491,6021.954,6041.366,166778856
8/27/2021,AALI,8300,8375,8275,8350,516700
8/27/2021,ABBA,695,710,660,705,27585100
8/27/2021,ABDA,6950,6950,6950,6950,0
8/27/2021,ABMM,1335,1340,1300,1325,124900
8/27/2021,ACES,1380,1395,1375,1380,7732700
8/27/2021,ACST,236,242,234,238,7848300
8/27/2021,ADES,3040,3210,3000,3150,428400
8/27/2021,ADHI,710,720,700,715,5805900
8/27/2021,ADMF,7700,7700,7575,7600,122000
8/27/2021,ADMG,210,216,206,214,1996900
8/27/2021,ADRO,1280,1280,1245,1245,70195900
8/27/2021,AGAR,372,384,370,372,12800
8/27/2021,AGII,1280,1280,1245,1250,5759700
8/27/2021,AGRO,2210,2310,2170,2220,63642000
8/27/2021,AGRS,284,292,266,268,31977900
8/27/2021,AHAP,58,61,58,58,1119300
8/27/2021,AIMS,354,358,350,352,121300
8/27/2021,AISA,204,206,200,202,6357800
8/27/2021,AKKU,50,50,50,50,3400
8/27/2021,AKPI,605,625,600,625,8200
8/27/2021,AKRA,3720,3840,3700,3810,8411500
8/27/2021,AKSI,422,422,418,422,1600
8/27/2021,ALDO,730,730,700,700,3026900
8/27/2021,ALKA,216,220,216,220,2000
8/27/2021,ALMI,240,268,236,236,47000
8/27/2021,ALTO,314,314,314,314,200
8/27/2021,AMAG,312,316,300,314,567200
8/27/2021,AMAN,448,448,446,446,652700
8/27/2021,AMAR,306,306,286,292,7216400
8/27/2021,AMFG,3920,3920,3920,3920,5700
8/27/2021,AMIN,193,197,191,191,27500
8/27/2021,AMOR,3460,3500,3360,3410,818400
8/27/2021,AMRT,1280,1290,1250,1290,13665700
8/27/2021,ANDI,50,50,50,50,97600
8/27/2021,ANJT,705,710,690,690,62700
8/27/2021,ANTM,2270,2290,2250,2260,31806000
8/27/2021,APEX,560,575,535,535,51700
8/27/2021,APIC,865,890,860,860,10341300
8/27/2021,APII,173,175,173,175,23700
8/27/2021,APLI,202,202,202,202,700
8/27/2021,APLN,123,126,122,123,16078500
8/27/2021,ARCI,605,610,590,610,18258900
