<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
12/22/2021,IHSG,6572.535,6592.167,6529.593,6529.593,217011335
12/22/2021,AALI,9750,9750,9600,9600,935600
12/22/2021,ABBA,388,394,382,388,3840700
12/22/2021,ABDA,6125,6125,6125,6125,100
12/22/2021,ABMM,1450,1465,1415,1425,3626400
12/22/2021,ACES,1310,1320,1295,1305,2633900
12/22/2021,ACST,226,228,220,222,9185100
12/22/2021,ADES,3180,3400,3170,3270,321600
12/22/2021,ADHI,935,940,905,905,18890100
12/22/2021,ADMF,7700,7725,7550,7575,323400
12/22/2021,ADMG,199,202,198,200,234800
12/22/2021,ADRO,2190,2190,2090,2150,191706000
12/22/2021,AGAR,320,348,320,336,12900
12/22/2021,AGII,1755,1815,1730,1745,15326900
12/22/2021,AGRO,1980,2010,1970,1970,23908200
12/22/2021,AGRS,176,177,170,171,37586400
12/22/2021,AHAP,73,76,72,73,12964000
12/22/2021,AIMS,406,406,392,396,623800
12/22/2021,AISA,202,204,200,202,5526900
12/22/2021,AKKU,50,50,50,50,14200
12/22/2021,AKPI,1120,1120,1070,1095,47900
12/22/2021,AKRA,4240,4250,4030,4030,10720300
12/22/2021,AKSI,725,825,720,825,773900
12/22/2021,ALDO,1210,1225,1140,1140,3859500
12/22/2021,ALDO-W,348,348,280,300,869200
12/22/2021,ALKA,266,266,258,258,106300
12/22/2021,ALMI,310,336,310,334,68700
12/22/2021,ALTO,244,256,230,254,84100
12/22/2021,AMAG,342,360,338,342,274200
12/22/2021,AMAN,525,530,525,525,622100
12/22/2021,AMAR,478,478,444,444,23956000
12/22/2021,AMFG,4400,4550,4400,4460,202000
12/22/2021,AMIN,198,216,195,212,321400
12/22/2021,AMOR,1770,1770,1710,1765,634700
12/22/2021,AMRT,1205,1225,1195,1215,13444000
12/22/2021,ANDI,50,50,50,50,180100
12/22/2021,ANJT,950,950,930,950,27300
12/22/2021,ANTM,2270,2300,2250,2250,28786500
12/22/2021,APEX,755,860,755,810,1489600
12/22/2021,APIC,1110,1140,1110,1115,14408800
12/22/2021,APII,244,250,240,244,465100
12/22/2021,APLI,202,202,198,202,320900
12/22/2021,APLN,123,126,123,123,4371100
12/22/2021,ARCI,540,550,535,535,3668900
12/22/2021,ARGO,1620,1620,1535,1570,3500
12/22/2021,ARII,250,250,240,250,73700
12/22/2021,ARKA,55,64,54,57,130851300
12/22/2021,ARMY,50,50,50,50,0
12/22/2021,ARNA,820,830,820,820,376700
12/22/2021,ARTA,2130,2130,2070,2100,26500
12/22/2021,ARTI,50,50,50,50,0
12/22/2021,ARTO,15800,16625,15775,16475,45325200
12/22/2021,ASBI,306,306,300,300,1300
12/22/2021,ASDM,975,975,950,950,6600
12/22/2021,ASGR,795,825,795,810,804700
12/22/2021,ASII,5700,5775,5625,5625,33727100
12/22/2021,ASJT,139,139,136,138,302500
12/22/2021,ASMI,284,290,270,276,412800
12/22/2021,ASPI,77,83,77,82,16816000
12/22/2021,ASPI-W,19,22,19,20,1384500
12/22/2021,ASRI,164,167,163,163,12391900
12/22/2021,ASRM,1665,1665,1665,1665,100
12/22/2021,ASSA,3320,3390,3170,3210,8158200
12/22/2021,ATAP,139,151,138,143,3239500
12/22/2021,ATIC,705,715,665,710,1695600
12/22/2021,AUTO,1170,1175,1150,1150,1325100
12/22/2021,AVIA,895,915,890,910,50830800
12/22/2021,AYLS,316,338,308,322,83919700
12/22/2021,BABP,194,199,190,191,74105500
12/22/2021,BABP-W3,97,97,93,93,14000
12/22/2021,BABP-W4,130,150,130,143,81000
12/22/2021,BACA,272,276,264,268,18872900
12/22/2021,BACA-W2,10,10,10,10,0
12/22/2021,BAJA,342,344,332,334,317300
12/22/2021,BALI,895,895,880,895,665400
12/22/2021,BANK,2470,2560,2440,2480,29064000
12/22/2021,BANK-W,2290,2290,2290,2290,0
12/22/2021,BAPA,70,77,70,74,64706200
12/22/2021,BAPI,50,50,50,50,26300
12/22/2021,BAPI-W,6,7,6,7,4327200
12/22/2021,BATA,500,500,498,498,200
12/22/2021,BAYU,1060,1150,1060,1150,2200
12/22/2021,BBCA,7425,7425,7325,7325,33232000
12/22/2021,BBHI,7025,7075,6850,6875,1400200
12/22/2021,BBKP,292,298,286,288,144843100
12/22/2021,BBLD,400,400,390,390,120200
12/22/2021,BBMD,1995,2000,1960,1990,143500
12/22/2021,BBNI,6750,6775,6600,6625,18386600
12/22/2021,BBRI,4100,4110,4050,4050,104738000
12/22/2021,BBRM,50,50,50,50,14600
12/22/2021,BBSI,4280,4370,4150,4170,48300
12/22/2021,BBSS,55,55,52,53,16918100
12/22/2021,BBTN,1720,1740,1715,1720,8763200
12/22/2021,BBYB,2630,2800,2630,2790,93245000
12/22/2021,BCAP,73,74,72,73,21458000
12/22/2021,BCIC,220,224,212,214,5953400
12/22/2021,BCIP,92,97,91,92,61797100
12/22/2021,BDMN,2390,2390,2370,2380,1914600
12/22/2021,BEBS,4150,4650,4020,4620,28728600
12/22/2021,BEEF,74,85,74,80,31225100
12/22/2021,BEKS,62,65,62,65,114221200
12/22/2021,BELL,144,165,142,155,8744100
12/22/2021,BESS,1200,1200,1180,1180,102400
12/22/2021,BESS-W,920,1090,805,845,22200
12/22/2021,BEST,116,117,113,113,12046700
12/22/2021,BFIN,1100,1140,1095,1125,39291700
12/22/2021,BGTG,324,328,300,300,222054300
12/22/2021,BHAT,980,985,970,980,4037800
12/22/2021,BHIT,57,59,56,57,80914300
12/22/2021,BIKA,250,254,248,250,25900
12/22/2021,BIMA,186,188,181,182,6254900
12/22/2021,BINA,4450,4580,4250,4320,2242300
12/22/2021,BINO,143,144,140,144,2274600
12/22/2021,BINO-W,23,23,21,21,2582400
12/22/2021,BIPI,50,51,50,50,940685600
12/22/2021,BIPI-W,14,15,14,15,438200
12/22/2021,BIPP,55,55,53,54,1622600
12/22/2021,BIRD,1470,1490,1380,1380,8825700
12/22/2021,BISI,1000,1000,985,995,107400
12/22/2021,BJBR,1405,1415,1325,1350,12499200
12/22/2021,BJTM,755,760,730,740,20847500
12/22/2021,BKDP,88,88,88,88,452700
12/22/2021,BKSL,60,61,59,60,25050400
12/22/2021,BKSW,228,232,212,212,39808700
12/22/2021,BLTA,50,50,50,50,153200
12/22/2021,BLTZ,3370,3370,3370,3370,0
12/22/2021,BLUE,370,482,370,454,4591100
12/22/2021,BMAS,2190,2190,2190,2190,197000
12/22/2021,BMHS,845,845,825,830,11858600
12/22/2021,BMRI,7175,7200,7050,7050,17407200
12/22/2021,BMSR,302,304,284,298,2012800
12/22/2021,BMTR,262,266,260,262,24254400
12/22/2021,BNBA,4040,4090,3860,3920,6240500
12/22/2021,BNBR,50,50,50,50,1000
12/22/2021,BNGA,970,975,955,960,4415700
12/22/2021,BNII,340,350,336,338,5888900
12/22/2021,BNLI,1635,1635,1600,1600,138400
12/22/2021,BOBA,240,252,240,248,667100
12/22/2021,BOGA,1400,1415,1395,1395,105974200
12/22/2021,BOLA,630,635,610,620,6851100
12/22/2021,BOLT,910,1000,850,850,16100
12/22/2021,BOSS,67,68,65,67,6110100
12/22/2021,BPFI,1005,1045,1005,1010,4100
12/22/2021,BPII,6000,6000,6000,6000,0
12/22/2021,BPTR,615,615,615,615,0
12/22/2021,BRAM,12350,12350,12200,12275,2000
12/22/2021,BRIS,1785,1795,1765,1765,14002900
12/22/2021,BRMS,120,125,118,123,675110000
12/22/2021,BRNA,1170,1170,1170,1170,0
12/22/2021,BRPT,895,900,865,865,33689000
12/22/2021,BSDE,1015,1020,1000,1000,9163000
12/22/2021,BSIM,905,910,900,900,51500
12/22/2021,BSML,140,140,131,131,7602400
12/22/2021,BSSR,3830,3940,3700,3720,37400
12/22/2021,BSWD,1750,1750,1750,1750,0
12/22/2021,BTEK,50,50,50,50,500
12/22/2021,BTEL,50,50,50,50,0
12/22/2021,BTON,406,444,378,444,695400
12/22/2021,BTPN,2680,2680,2660,2680,5900
12/22/2021,BTPS,3850,3850,3710,3710,1311300
12/22/2021,BUDI,173,175,172,173,2408400
12/22/2021,BUKA,454,458,444,448,116064200
12/22/2021,BUKK,1275,1300,1205,1230,8500
12/22/2021,BULL,240,242,234,236,203377100
12/22/2021,BULL-W2,47,47,38,42,83400
12/22/2021,BUMI,67,68,65,65,191363500
12/22/2021,BUVA,60,60,60,60,0
12/22/2021,BVIC,222,222,208,208,58989500
12/22/2021,BWPT,75,76,71,73,32945800
12/22/2021,BYAN,26700,27000,26500,27000,32200
12/22/2021,CAKK,98,103,97,99,26196000
12/22/2021,CAMP,290,292,284,286,476600
12/22/2021,CANI,161,166,158,160,672900
12/22/2021,CARE,505,510,496,505,413002900
12/22/2021,CARS,50,50,50,50,100500
12/22/2021,CASA,530,535,520,525,2238600
12/22/2021,CASH,320,342,312,328,11494000
12/22/2021,CASS,490,490,460,486,13400
12/22/2021,CBMF,88,96,88,90,43233100
12/22/2021,CCSI,545,680,545,680,13389600
12/22/2021,CEKA,1905,1910,1895,1900,23100
12/22/2021,CENT,244,252,240,242,17253100
12/22/2021,CFIN,248,248,246,248,876000
12/22/2021,CINT,256,256,250,252,20400
12/22/2021,CITA,3000,3180,2880,3000,71200
12/22/2021,CITY,174,174,171,174,17500
12/22/2021,CLAY,695,695,695,695,300
12/22/2021,CLEO,448,456,442,454,5881700
12/22/2021,CLPI,1020,1020,1010,1010,49400
12/22/2021,CMNP,1455,1485,1455,1480,199500
12/22/2021,CMNP-W,440,470,440,450,115300
12/22/2021,CMNT,1100,1120,1095,1100,46378000
12/22/2021,CMPP,184,184,184,184,0
12/22/2021,CMRY,3450,3500,3410,3500,7785800
12/22/2021,CNKO,50,50,50,50,149500
12/22/2021,CNTB,250,250,250,250,0
12/22/2021,CNTX,324,326,312,312,56900
12/22/2021,COCO,300,304,278,292,36476700
12/22/2021,COCO-W,266,266,117,120,400
12/22/2021,COWL,50,50,50,50,0
12/22/2021,CPIN,5900,5950,5750,5750,4689100
12/22/2021,CPRI,50,50,50,50,0
12/22/2021,CPRI-W,12,12,12,12,0
12/22/2021,CPRO,105,110,103,105,563991900
12/22/2021,CSAP,580,585,560,575,28600
12/22/2021,CSIS,140,143,137,140,10488100
12/22/2021,CSMI,3570,3650,3540,3640,40900
